PWO_J43_irr	
Wavelength (nm)	%T
900	79.36080933
899.5	77.58384705
899	79.90826416
898.5	79.10858154
898	78.69634247
897.5	80.06222534
897	76.70658112
896.5	77.94420624
896	78.26901245
895.5	79.37680817
895	78.22920227
894.5	80.30792236
894	78.41642761
893.5	79.74680328
893	77.79325867
892.5	78.13412476
892	78.35277557
891.5	78.72529602
891	78.23226166
890.5	78.51283264
890	78.41566467
889.5	78.43484497
889	77.69016266
888.5	78.81513214
888	76.76181793
887.5	78.35249329
887	78.70574951
886.5	79.10015106
886	78.7561264
885.5	79.71213531
885	78.29296875
884.5	78.52902985
884	78.34490204
883.5	78.09165955
883	78.79133606
882.5	79.11851501
882	77.95766449
881.5	78.09062195
881	78.67922974
880.5	78.35256195
880	78.49858093
879.5	78.19054413
879	78.01032257
878.5	78.31588745
878	78.95594025
877.5	78.08226013
877	78.31267548
876.5	78.70178986
876	78.17353821
875.5	77.94471741
875	78.70904541
874.5	77.52275848
874	77.92494202
873.5	77.86890411
873	77.98059845
872.5	78.16310883
872	77.71544647
871.5	77.73574829
871	78.16430664
870.5	78.02777863
870	78.22921753
869.5	78.05551147
869	78.21918488
868.5	78.63911438
868	77.5117569
867.5	78.10023499
867	78.09954834
866.5	77.64673615
866	78.0460968
865.5	78.00000763
865	77.42703247
864.5	77.92111206
864	77.8289566
863.5	77.84811401
863	77.81118774
862.5	78.13400269
862	77.65742493
861.5	77.83557892
861	78.10797882
860.5	77.67906952
860	77.70615387
859.5	77.80419159
859	77.4617157
858.5	77.14044189
858	77.32489777
857.5	77.56874847
857	78.14517975
856.5	77.53340149
856	77.79222107
855.5	77.51939392
855	77.58463287
854.5	77.42427826
854	77.84933472
853.5	77.55605316
853	77.61633301
852.5	77.39648438
852	77.35931396
851.5	77.67263031
851	77.5404129
850.5	77.27172852
850	77.12102509
849.5	77.42070007
849	77.42060852
848.5	77.31548309
848	77.39343262
847.5	77.33047485
847	77.26322174
846.5	77.29186249
846	77.26688385
845.5	77.21629333
845	77.21125793
844.5	77.18264771
844	77.27706909
843.5	77.23234558
843	77.1838913
842.5	77.01567841
842	76.98466492
841.5	77.06079102
841	76.95539856
840.5	77.12747192
840	77.07940674
839.5	76.79172516
839	76.8937912
838.5	76.99462128
838	76.76777649
837.5	76.91031647
837	76.76895142
836.5	76.90022278
836	76.89965057
835.5	76.94908905
835	76.83417511
834.5	76.7773056
834	76.76351166
833.5	76.71734619
833	76.61738586
832.5	76.74002075
832	76.74671173
831.5	76.62129211
831	76.48984528
830.5	76.56586456
830	76.64700317
829.5	76.71767426
829	76.43572998
828.5	76.5856781
828	76.55662537
827.5	76.49371338
827	76.50517273
