PWO_J31_irr	
780	73.48121643
779.5	73.40584564
779	73.40401459
778.5	73.41027069
778	73.43313599
777.5	73.38097382
777	73.27788544
776.5	73.31619263
776	73.32044983
775.5	73.33082581
775	73.28946686
774.5	73.26919556
774	73.26774597
773.5	73.23081207
773	73.28105927
772.5	73.24385071
772	73.22925568
771.5	73.18412781
771	73.14504242
770.5	73.19365692
770	73.15931702
769.5	73.14146423
769	73.11933899
768.5	73.1107254
768	73.07824707
767.5	73.08399963
767	73.03131104
766.5	73.0579071
766	73.00626373
765.5	73.05542755
765	73.03599548
764.5	72.96634674
764	72.99334717
763.5	72.927948
763	72.94540405
762.5	72.9495697
762	72.95989227
761.5	72.90041351
761	72.88034058
760.5	72.89000702
760	72.8526535
759.5	72.86073303
759	72.77731323
758.5	72.78686523
758	72.76113129
757.5	72.76084137
757	72.74002838
756.5	72.73014832
756	72.72923279
755.5	72.69711304
755	72.62643433
754.5	72.65827942
754	72.65252686
753.5	72.63394928
753	72.61991882
752.5	72.6072998
752	72.59721375
751.5	72.62852478
751	72.56886292
750.5	72.5151062
750	72.56955719
749.5	72.4901886
749	72.4961853
748.5	72.4907074
748	72.50841522
747.5	72.48209381
747	72.46309662
746.5	72.44168854
746	72.42173004
745.5	72.41710663
745	72.38771057
744.5	72.36794281
744	72.37486267
743.5	72.2948761
743	72.35468292
742.5	72.29600525
742	72.32225037
741.5	72.30155945
741	72.27951813
740.5	72.26985168
740	72.2796402
739.5	72.20431519
739	72.21095276
738.5	72.17907715
738	72.16013336
737.5	72.16452789
737	72.15087891
736.5	72.11437988
736	72.10609436
735.5	72.12319183
735	72.0582428
734.5	72.05206299
734	72.03237152
733.5	72.0222168
733	72.04594421
732.5	71.990242
732	71.94833374
731.5	71.98658752
731	71.93482971
730.5	71.93047333
730	71.90130615
729.5	71.92301941
729	71.91184998
728.5	71.86537933
728	71.83452606
727.5	71.82991791
727	71.83340454
726.5	71.80451202
726	71.83216858
725.5	71.75569916
725	71.75237274
724.5	71.70236206
724	71.73283386
723.5	71.70452881
723	71.67834473
722.5	71.65205383
722	71.65970612
721.5	71.65171814
721	71.63176727
720.5	71.64170074
720	71.59873199
719.5	71.57704163
719	71.57702637
718.5	71.55905151
718	71.54173279
717.5	71.51929474
717	71.48098755
716.5	71.43076324
716	71.48643494
715.5	71.49054718
715	71.42706299
714.5	71.38965607
714	71.36823273
713.5	71.38808441
713	71.39000702
712.5	71.35785675
712	71.34220123
711.5	71.34165955
711	71.31305695
710.5	71.28968048
710	71.30324554
709.5	71.28653717
709	71.23258972
708.5	71.26112366
708	71.21077728
707.5	71.22496796
707	71.19980621
706.5	71.17481995
706	71.15052032
705.5	71.11399078
705	71.12618256
704.5	71.12303162
704	71.08787537
703.5	71.08820343
703	71.05013275
702.5	71.04516602
702	71.02555847
701.5	71.03015137
701	70.98310852
700.5	70.95605469
700	70.97437286
699.5	70.95545197
699	70.91699982
698.5	70.87963104
698	70.86571503
697.5	70.86384583
697	70.82474518
696.5	70.82583618
696	70.85110474
695.5	70.82321167
695	70.79129791
694.5	70.76123047
694	70.78191376
693.5	70.75875854
693	70.7183609
692.5	70.71357727
692	70.71491241
691.5	70.68535614
691	70.64391327
690.5	70.6411438
690	70.59149933
689.5	70.58914185
689	70.5953064
688.5	70.5749588
688	70.55084991
687.5	70.51776886
687	70.52380371
686.5	70.4907608
686	70.48577881
685.5	70.48712921
685	70.43403625
684.5	70.45335388
684	70.41188812
683.5	70.40807343
683	70.40503693
682.5	70.37487793
682	70.34157562
681.5	70.33982849
681	70.34393311
680.5	70.29035187
680	70.24346924
679.5	70.25244141
679	70.258255
678.5	70.20446014
678	70.1989975
677.5	70.19300079
677	70.18350983
676.5	70.18756866
676	70.1333313
675.5	70.11637878
675	70.08800507
674.5	70.06053162
674	70.03468323
673.5	70.02687073
673	70.02190399
672.5	69.9853363
672	69.97346497
671.5	69.95267487
671	69.95627594
670.5	69.95194244
670	69.90609741
669.5	69.87147522
669	69.87434387
668.5	69.85271454
668	69.83245087
667.5	69.79798889
667	69.78034973
666.5	69.77349854
666	69.76287842
665.5	69.72807312
665	69.72719574
664.5	69.67726898
664	69.66822815
663.5	69.66535187
663	69.62226868
662.5	69.60031128
662	69.57804871
661.5	69.55303955
661	69.529953
660.5	69.5063324
660	69.50102997
659.5	69.46944427
659	69.43846893
658.5	69.45734406
658	69.40719604
657.5	69.37472534
657	69.37115479
656.5	69.32350159
656	69.30908966
655.5	69.2771225
655	69.25357819
654.5	69.24363708
654	69.23104095
653.5	69.19207764
653	69.18444824
652.5	69.17176819
652	69.14328003
651.5	69.09329987
651	69.06468201
650.5	69.06045532
650	69.05574036
649.5	69.02786255
649	68.98886871
648.5	68.99625397
648	68.95892334
647.5	68.92339325
647	68.88962555
646.5	68.86483765
646	68.84883881
645.5	68.84182739
645	68.80380249
644.5	68.7739563
644	68.75469208
643.5	68.7294693
643	68.67617035
642.5	68.65383148
642	68.63098145
641.5	68.59831238
641	68.57584381
640.5	68.55758667
640	68.50493622
639.5	68.47892761
639	68.45494843
638.5	68.45805359
638	68.400177
637.5	68.36786652
637	68.33765411
636.5	68.30555725
636	68.26607513
635.5	68.25997162
635	68.21592712
634.5	68.22015381
634	68.15843201
633.5	68.12319183
633	68.10212708
632.5	68.08320618
632	68.04995728
631.5	68.0177002
631	67.97078705
630.5	67.92999268
630	67.89852142
629.5	67.86539459
629	67.84806824
628.5	67.82590485
628	67.77729034
627.5	67.76081848
627	67.73009491
626.5	67.68360901
626	67.65380859
625.5	67.6328125
625	67.616539
624.5	67.57200623
624	67.53859711
623.5	67.5318985
623	67.4983902
622.5	67.47309875
622	67.46264648
621.5	67.40840912
621	67.37078094
620.5	67.35966492
620	67.31989288
619.5	67.28707886
619	67.24846649
618.5	67.21838379
618	67.18991089
617.5	67.15820313
617	67.14302826
616.5	67.1047821
616	67.04795837
615.5	67.02841949
615	66.9984436
614.5	66.9798584
614	66.91265869
613.5	66.92651367
613	66.89031219
612.5	66.86170959
612	66.82250214
611.5	66.79721832
611	66.75231171
610.5	66.74051666
610	66.69645691
609.5	66.68952942
609	66.65729523
608.5	66.6115799
608	66.59131622
607.5	66.5548172
607	66.52110291
606.5	66.51313782
606	66.47367859
605.5	66.44526672
605	66.42401123
604.5	66.41046906
604	66.36708069
603.5	66.32591248
603	66.29386139
602.5	66.26876831
602	66.21212006
601.5	66.20417786
601	66.17060852
600.5	66.11174011
600	66.11019135
599.5	66.06776428
599	66.01596832
598.5	65.99455261
598	65.96022034
597.5	65.90737915
597	65.87030029
596.5	65.84021759
596	65.82146454
595.5	65.78200531
595	65.75565338
594.5	65.69600677
594	65.67238617
593.5	65.62618256
593	65.58296967
592.5	65.54062653
592	65.51091003
591.5	65.46536255
591	65.44926453
590.5	65.40317535
590	65.36199951
589.5	65.33746338
589	65.27585602
588.5	65.25343323
588	65.2065506
587.5	65.15406799
587	65.12795258
586.5	65.10350037
586	65.05168915
585.5	65.03160858
585	64.97624207
584.5	64.9337616
584	64.90576935
583.5	64.87120056
583	64.82753754
582.5	64.78856659
582	64.76785278
581.5	64.71564484
581	64.68372345
580.5	64.63790131
580	64.59721375
579.5	64.54457855
579	64.51557159
578.5	64.50909424
578	64.44953918
577.5	64.40833282
577	64.37765503
576.5	64.3477478
576	64.31990051
575.5	64.2696228
575	64.2277298
574.5	64.19699097
574	64.16053009
573.5	64.12547302
573	64.09333038
572.5	64.06153107
572	64.01107025
571.5	63.98605728
571	63.96238327
570.5	63.91275406
570	63.89336014
569.5	63.87772369
569	63.82520294
568.5	63.79909515
568	63.74606323
567.5	63.74412918
567	63.67257309
566.5	63.66747665
566	63.62250519
565.5	63.58700943
565	63.55759048
564.5	63.54819107
564	63.49606323
563.5	63.47019196
563	63.44736099
562.5	63.40533066
562	63.38988495
561.5	63.36265945
561	63.31927872
560.5	63.28862381
560	63.26904297
559.5	63.22700882
559	63.20367432
558.5	63.16943359
558	63.15579224
557.5	63.09467697
557	63.07951736
556.5	63.06634521
556	63.01181412
555.5	62.99632263
555	62.94067383
554.5	62.91291809
554	62.88425827
553.5	62.85050964
553	62.82537079
552.5	62.78574371
552	62.74291229
551.5	62.74097443
551	62.71105957
550.5	62.65438843
550	62.63315582
549.5	62.61044312
549	62.58537292
548.5	62.54069901
548	62.52458191
547.5	62.48503494
547	62.45965195
546.5	62.43112564
546	62.39643097
545.5	62.36283112
545	62.3507576
544.5	62.28599548
544	62.25670624
543.5	62.24326324
543	62.20217514
542.5	62.18764114
542	62.14875031
541.5	62.1382103
541	62.10116196
540.5	62.06624603
540	62.0560112
539.5	62.02983856
539	61.99619675
538.5	61.96053696
538	61.90473938
537.5	61.8977356
537	61.86708069
536.5	61.83663559
536	61.82135773
535.5	61.79553986
535	61.77800751
534.5	61.74027252
534	61.69697571
533.5	61.67910004
533	61.62916565
532.5	61.61392212
532	61.58671951
531.5	61.56773376
531	61.52404022
530.5	61.49747849
530	61.46958923
529.5	61.43920898
529	61.41437149
528.5	61.3897934
528	61.34539795
527.5	61.32715988
527	61.28275299
526.5	61.26777649
526	61.24104691
525.5	61.22479248
525	61.17549133
524.5	61.15943146
524	61.14329147
523.5	61.0905571
523	61.06997681
522.5	61.01530838
522	61.01430511
521.5	60.96632004
521	60.95615768
520.5	60.93312454
520	60.90172577
519.5	60.86268997
519	60.82821655
518.5	60.80957794
518	60.79176712
517.5	60.76416397
517	60.71832275
516.5	60.71485901
516	60.67492294
515.5	60.63499451
515	60.60153961
514.5	60.58215332
514	60.55664825
513.5	60.54587555
513	60.47411728
512.5	60.45746231
512	60.45510864
511.5	60.429245
511	60.38183594
510.5	60.36245728
510	60.3350296
509.5	60.3062973
509	60.29208755
508.5	60.24758148
508	60.21040726
507.5	60.18960571
507	60.17493057
506.5	60.15583801
506	60.09532166
505.5	60.06807709
505	60.07170105
504.5	60.0230217
504	59.97275543
503.5	59.95922852
503	59.91495132
502.5	59.88944244
502	59.89416885
501.5	59.8439827
501	59.8152504
500.5	59.79667282
500	59.76471329
499.5	59.7339859
499	59.71063232
498.5	59.67765427
498	59.66290283
497.5	59.62374878
497	59.60000229
496.5	59.55203247
496	59.54428864
495.5	59.50278091
495	59.4972496
494.5	59.45626068
494	59.41222382
493.5	59.38964081
493	59.35359192
492.5	59.33668137
492	59.30233765
491.5	59.28630829
491	59.25143433
490.5	59.23527908
490	59.21537399
489.5	59.16162872
489	59.1452713
488.5	59.09216309
488	59.06394577
487.5	59.04615402
487	59.01168442
486.5	58.98411179
486	58.93767929
485.5	58.90474319
485	58.87923813
484.5	58.86551285
484	58.8217659
483.5	58.78357315
483	58.79496765
482.5	58.74623489
482	58.71158218
481.5	58.68432617
481	58.66781998
480.5	58.65361786
480	58.59708786
479.5	58.58041
479	58.53815079
478.5	58.50730515
478	58.47303391
477.5	58.47171402
477	58.43785477
476.5	58.3985405
476	58.3571434
475.5	58.30895233
475	58.28754425
474.5	58.26102066
474	58.21759796
473.5	58.2009964
473	58.17316818
472.5	58.13951492
472	58.11656189
471.5	58.05345154
471	58.05191803
470.5	58.01326752
470	57.99744797
469.5	57.97377396
469	57.93083191
468.5	57.88918686
468	57.84399414
467.5	57.8015976
467	57.77471161
466.5	57.75654221
466	57.73087311
465.5	57.69131088
465	57.64806366
464.5	57.62030411
464	57.59938431
463.5	57.55755234
463	57.51986694
462.5	57.4890976
462	57.45590973
461.5	57.42628098
461	57.40775299
460.5	57.37020874
460	57.31894302
459.5	57.29030991
459	57.25910187
458.5	57.21094513
458	57.16053772
457.5	57.15742111
457	57.10167313
456.5	57.08666611
456	57.0461731
455.5	56.99472427
455	56.97740173
454.5	56.94432831
454	56.90910339
453.5	56.86347961
453	56.84791183
452.5	56.79898071
452	56.76296234
451.5	56.72737885
451	56.67635727
450.5	56.64894104
450	56.59653473
449.5	56.56884766
449	56.5362587
448.5	56.50209045
448	56.45105743
447.5	56.42672729
447	56.38320541
446.5	56.36650467
446	56.29406738
445.5	56.26231003
445	56.21112442
444.5	56.16365051
444	56.11145401
443.5	56.10191727
443	56.04984283
442.5	55.99261475
442	55.97621155
441.5	55.91131592
441	55.88663101
440.5	55.82440948
440	55.79460144
439.5	55.73879623
439	55.69574738
438.5	55.65061569
438	55.62855148
437.5	55.59891891
437	55.52269745
436.5	55.48564148
436	55.45463562
435.5	55.39954758
435	55.360569
434.5	55.30378342
434	55.24983215
433.5	55.21507263
433	55.1538887
432.5	55.11067581
432	55.03709412
431.5	55.00013733
431	54.94753265
430.5	54.9201622
430	54.8493309
429.5	54.79850006
429	54.75130844
428.5	54.70845032
428	54.67295837
427.5	54.57937622
427	54.52848053
426.5	54.46764755
426	54.41277695
425.5	54.35647202
425	54.306633
424.5	54.25275421
424	54.16522598
423.5	54.13409424
423	54.08843231
422.5	54.01464844
422	53.95630646
421.5	53.89882278
421	53.82429886
420.5	53.78383255
420	53.71185684
419.5	53.63807678
419	53.58902359
418.5	53.53858566
418	53.4575386
417.5	53.40020752
417	53.35434723
416.5	53.25972366
416	53.21221161
415.5	53.11379242
415	53.04383087
414.5	52.9895668
414	52.94587708
413.5	52.84892273
413	52.78470993
412.5	52.72465897
412	52.63896179
411.5	52.57761383
411	52.50431442
410.5	52.42573166
410	52.34486008
409.5	52.27127838
409	52.17460251
408.5	52.12831497
408	52.02918625
407.5	51.96908569
407	51.89287186
406.5	51.80856705
406	51.71822739
405.5	51.65470123
405	51.53899765
404.5	51.47212601
404	51.40320206
403.5	51.31350708
403	51.2299881
402.5	51.12783432
402	51.04156876
401.5	50.98404312
401	50.86680603
400.5	50.78933334
400	50.69267654
399.5	50.58750534
399	50.49011612
398.5	50.40970993
398	50.31360245
397.5	50.2283287
397	50.14151764
396.5	50.0358696
396	49.93664551
395.5	49.86971283
395	49.7385788
394.5	49.65312195
394	49.55158615
393.5	49.42398834
393	49.32428741
392.5	49.23420334
392	49.1268425
391.5	49.02433014
391	48.92326736
390.5	48.83795547
390	48.7057457
389.5	48.58512497
389	48.47214127
388.5	48.40168762
388	48.25061035
387.5	48.1629715
387	48.02902603
386.5	47.91509628
386	47.76631165
385.5	47.679142
385	47.55587387
384.5	47.41769791
384	47.25458145
383.5	47.17651749
383	47.03559494
382.5	46.90833282
382	46.80648041
381.5	46.60628891
381	46.5125351
380.5	46.37738037
380	46.20424271
379.5	46.06488037
379	45.91919708
378.5	45.79748917
378	45.63858032
377.5	45.46008682
377	45.29991913
376.5	45.15244293
376	44.98699188
375.5	44.76077652
375	44.60437775
374.5	44.40404129
374	44.18489456
373.5	44.01310349
373	43.79977417
372.5	43.52981949
372	43.27733231
371.5	43.03580093
371	42.78310776
370.5	42.48751831
370	42.21845245
369.5	41.91849518
369	41.57738495
368.5	41.21944427
368	40.86962509
367.5	40.48295975
367	40.08531189
366.5	39.64290237
366	39.18054581
365.5	38.70013809
365	38.19244003
364.5	37.64711761
364	37.08535385
363.5	36.45240784
363	35.83030319
362.5	35.16455078
362	34.40839386
361.5	33.65261841
361	32.87604141
360.5	32.04940414
360	31.17510986
359.5	30.28668213
359	29.32861519
358.5	28.32985497
358	27.28395462
357.5	26.23518372
357	25.1262455
356.5	23.99723053
356	22.8087101
355.5	21.61547661
355	20.3674469
354.5	19.14980316
354	17.89066124
353.5	16.64608574
353	15.40117455
352.5	14.14859867
352	12.93586922
351.5	11.73843384
351	10.58074284
350.5	9.451931953
350	8.374716759
349.5	7.364690304
349	6.408020973
348.5	5.531233788
348	4.718406677
347.5	3.973996162
347	3.319061995
346.5	2.730971336
346	2.210615158
345.5	1.770157218
345	1.403829694
344.5	1.083699942
344	0.8216881156
343.5	0.6170961261
343	0.4482879639
342.5	0.3219254017
342	0.2236972302
341.5	0.1517651081
341	0.0954566225
340.5	0.0628252849
340	0.0388444588
339.5	0.0189760923
339	0.008073777
338.5	0.0006782571
338	-0.0013436065
337.5	-0.0044207107
337	-0.0060540368
336.5	-0.0080419667
336	-0.0072518596
335.5	-0.0071304175
335	-0.0087442044
334.5	-0.0073506432
334	-0.0098688146
333.5	-0.0095047709
333	-0.0077892509
332.5	-0.0100405337
332	-0.0082146423
331.5	-0.0075188843
331	-0.0090160919
330.5	-0.0087737525
330	-0.0070300009
329.5	-0.0075113727
329	-0.0059129451
328.5	-0.0063094376
328	-0.0047208616
327.5	-0.0056063631
327	-0.006559507
326.5	-0.008428718
326	-0.0053244801
325.5	-0.0066900183
325	-0.0071632043
