PWO_J31_before	
843	75.57180023
842.5	75.78861237
842	75.79962921
841.5	75.77523041
841	75.753479
840.5	75.70024109
840	75.76918793
839.5	75.59540558
839	75.72257233
838.5	75.75397491
838	75.65814209
837.5	75.74663544
837	75.47676086
836.5	75.52926636
836	75.55970001
835.5	75.53035736
835	75.54403687
834.5	75.4091568
834	75.52070618
833.5	75.51115417
833	75.56965637
832.5	75.49129486
832	75.24246216
831.5	75.41571808
831	75.55621338
830.5	75.4548645
830	75.26757813
829.5	75.37406921
829	75.22634888
828.5	75.37020874
828	75.30615997
827.5	75.31053162
827	75.34635925
826.5	75.16905212
826	75.20024109
825.5	75.18930817
825	75.07358551
824.5	75.21663666
824	75.08499146
823.5	75.16959381
823	75.04749298
822.5	75.18293762
822	75.06893921
821.5	75.0943985
821	75.05634308
820.5	75.05797577
820	74.99105835
819.5	75.02301025
819	75.04475403
818.5	74.91453552
818	74.98157501
817.5	74.97916412
817	74.99263
816.5	74.90312195
816	74.99755859
815.5	74.91560364
815	74.79032135
814.5	74.87150574
814	74.7806778
813.5	74.81757355
813	74.82064056
812.5	74.79828644
812	74.74057007
811.5	74.70085144
811	74.74178314
810.5	74.7592926
810	74.67221069
809.5	74.65479279
809	74.7257309
808.5	74.74985504
808	74.67568207
807.5	74.72233582
807	74.70419312
806.5	74.79974365
806	74.69181061
805.5	74.66677856
805	74.76409912
804.5	74.58244324
804	74.56937408
803.5	74.63031769
803	74.58970642
802.5	74.63462067
802	74.62226868
801.5	74.64382172
801	74.58352661
800.5	74.55810547
800	74.54878998
799.5	74.48532867
799	74.49520874
798.5	74.55146027
798	74.49751282
797.5	74.42245483
797	74.46075439
796.5	74.41009521
796	74.416008
795.5	74.4715271
795	74.43166351
794.5	74.42549133
794	74.42366028
793.5	74.4226532
793	74.37771606
792.5	74.33613586
792	74.3687439
791.5	74.3181076
791	74.35389709
790.5	74.26447296
790	74.25953674
789.5	74.25588226
789	74.35923004
788.5	74.29946899
788	74.23429108
787.5	74.28051758
787	74.19813538
786.5	74.24936676
786	74.23174286
785.5	74.21670532
785	74.20342255
784.5	74.22816467
784	74.24524689
783.5	74.22944641
783	74.19761658
782.5	74.15232086
782	74.16220856
781.5	74.15023804
781	74.08563232
780.5	74.13608551
780	74.08960724
779.5	74.10353088
779	74.15667725
778.5	74.12178802
778	74.05478668
777.5	74.06360626
777	74.03928375
776.5	74.03773499
776	74.05129242
775.5	73.9894104
775	73.96047974
774.5	74.02035522
774	73.93868256
773.5	73.92290497
773	73.90504456
772.5	73.97519684
772	73.88414764
771.5	73.89108276
771	73.86827087
770.5	73.93195343
770	73.89450073
769.5	73.81967926
769	73.8037262
768.5	73.85977173
768	73.86815643
767.5	73.83035278
767	73.74315643
766.5	73.77275085
766	73.75900269
765.5	73.7813797
765	73.8113327
764.5	73.77449799
764	73.73205566
763.5	73.74913788
763	73.73203278
762.5	73.68771362
762	73.69773102
761.5	73.70034027
761	73.66214752
760.5	73.67420959
760	73.65164185
759.5	73.62663269
759	73.6122818
758.5	73.59487152
758	73.6135788
757.5	73.57712555
757	73.5394516
756.5	73.55177307
756	73.47953033
755.5	73.51672363
755	73.53607941
754.5	73.50875092
754	73.47075653
753.5	73.44237518
753	73.4096756
752.5	73.43669891
752	73.42966461
751.5	73.4513855
751	73.44007874
750.5	73.36832428
750	73.36081696
749.5	73.38313293
749	73.32318115
748.5	73.33258057
748	73.35282898
747.5	73.34562683
747	73.25715637
746.5	73.2811203
746	73.25078583
745.5	73.25694275
745	73.29032135
744.5	73.23526764
744	73.21834564
743.5	73.21173096
743	73.17069244
742.5	73.20664215
742	73.15621948
741.5	73.20155334
741	73.10395813
740.5	73.11515045
740	73.15653229
739.5	73.09067535
739	73.07753754
738.5	73.10857391
738	73.04883575
737.5	73.06523895
737	73.05857849
736.5	73.02680969
736	73.04980469
735.5	73.03077698
735	72.94784546
734.5	72.93094635
734	72.95970154
733.5	72.94239044
733	72.91001129
732.5	72.91048431
732	72.89863586
731.5	72.89755249
731	72.84553528
730.5	72.85215759
730	72.82582855
729.5	72.8288269
729	72.8194809
728.5	72.7758255
728	72.7531662
727.5	72.7480011
727	72.73477936
726.5	72.7386322
726	72.73195648
725.5	72.71073151
725	72.66693115
724.5	72.68379211
724	72.64844513
723.5	72.65185547
723	72.61060333
722.5	72.61160278
722	72.60275269
721.5	72.58337402
721	72.55525208
720.5	72.54008484
720	72.55713654
719.5	72.50538635
719	72.50250244
718.5	72.4789505
718	72.46555328
717.5	72.46313477
717	72.43994904
716.5	72.41595459
716	72.40702057
715.5	72.37454224
715	72.38130188
714.5	72.33970642
714	72.33992004
713.5	72.34310913
713	72.31950378
712.5	72.28300476
712	72.28730011
711.5	72.26979065
711	72.24157715
710.5	72.25579834
710	72.24197388
709.5	72.21141052
709	72.19458771
708.5	72.21623993
708	72.15606689
707.5	72.14691162
707	72.14549255
706.5	72.08888245
706	72.13513184
705.5	72.07050323
705	72.03663635
704.5	72.05021667
704	72.03994751
703.5	72.01926422
703	71.96575165
702.5	72.0202179
702	71.96633911
701.5	71.94733429
701	71.94558716
700.5	71.90984344
700	71.9147644
699.5	71.8649292
699	71.89083862
698.5	71.86147308
698	71.85366821
697.5	71.823349
697	71.79109192
696.5	71.80457306
696	71.81233978
695.5	71.76551819
695	71.73449707
694.5	71.7616806
694	71.72273254
693.5	71.70284271
693	71.68714142
692.5	71.66599274
692	71.67948151
691.5	71.63357544
691	71.63506317
690.5	71.59077454
690	71.59949493
689.5	71.58338165
689	71.56276703
688.5	71.53968811
688	71.52545166
687.5	71.52030945
687	71.5016861
686.5	71.48981476
686	71.46398163
685.5	71.44073486
685	71.43191528
684.5	71.4233017
684	71.43050385
683.5	71.4023819
683	71.39401245
682.5	71.35794067
682	71.34288788
681.5	71.34967041
681	71.29288483
680.5	71.29432678
680	71.28242493
679.5	71.27681732
679	71.24780273
678.5	71.23059845
678	71.22706604
677.5	71.20921326
677	71.19644928
676.5	71.17850494
676	71.15424347
675.5	71.14357758
675	71.13050842
674.5	71.09615326
674	71.09299469
673.5	71.07513428
673	71.05823517
672.5	71.03897858
672	71.0280838
671.5	71.0255127
671	70.99839783
670.5	70.98007202
670	70.96797943
669.5	70.94808197
669	70.94083405
668.5	70.91950989
668	70.90891266
667.5	70.90101624
667	70.8758316
666.5	70.8768158
666	70.84249115
665.5	70.83747864
665	70.82041931
664.5	70.79455566
664	70.789711
663.5	70.76824951
663	70.74956512
662.5	70.7447052
662	70.72683716
661.5	70.71263123
661	70.70578003
660.5	70.69278717
660	70.67176056
659.5	70.6600647
659	70.6245575
658.5	70.61765289
658	70.60300446
657.5	70.59684753
657	70.5705719
656.5	70.55734253
656	70.53049469
655.5	70.54434204
655	70.52417755
654.5	70.504776
654	70.46951294
653.5	70.45700836
653	70.46984863
652.5	70.44245148
652	70.45540619
651.5	70.43825531
651	70.39702606
650.5	70.38770294
650	70.35267639
649.5	70.33333588
649	70.31123352
648.5	70.28554535
648	70.27845764
647.5	70.28086853
647	70.25932312
646.5	70.24565125
646	70.21904755
645.5	70.21673584
645	70.19210815
644.5	70.16918945
644	70.16745758
643.5	70.13324738
643	70.11418152
642.5	70.12045288
642	70.10282898
641.5	70.07562256
641	70.05654907
640.5	70.02688599
640	70.02075195
639.5	70.00067902
639	69.9845047
638.5	69.98186493
638	69.96217346
637.5	69.94307709
637	69.92232513
636.5	69.89213562
636	69.8808136
635.5	69.84703064
635	69.82015228
634.5	69.82025146
634	69.79182434
633.5	69.78343201
633	69.76379395
632.5	69.74084473
632	69.73786163
631.5	69.700737
631	69.68418121
630.5	69.66820526
630	69.63208008
629.5	69.61560822
629	69.61191559
628.5	69.60165405
628	69.59365845
627.5	69.55688477
627	69.54055023
626.5	69.52547455
626	69.49430084
625.5	69.48137665
625	69.46237183
624.5	69.45169067
624	69.42998505
623.5	69.38301086
623	69.38523865
622.5	69.3490448
622	69.34633636
621.5	69.32905579
621	69.29585266
620.5	69.28746796
620	69.2661438
619.5	69.23644257
619	69.21841431
618.5	69.21838379
618	69.204422
617.5	69.18080902
617	69.17668915
616.5	69.14820862
616	69.13497162
615.5	69.11914063
615	69.09348297
614.5	69.07824707
614	69.05696106
613.5	69.0530014
613	69.02371216
612.5	68.99346161
612	68.99356842
611.5	69.00197601
611	68.95042419
610.5	68.93929291
610	68.91686249
609.5	68.90442657
609	68.90752411
608.5	68.86131287
608	68.84344482
607.5	68.84043121
607	68.80509949
606.5	68.79288483
606	68.75517273
605.5	68.76555634
605	68.75110626
604.5	68.72532654
604	68.69838715
603.5	68.68218231
603	68.66731262
602.5	68.6561203
602	68.62709045
601.5	68.62133789
601	68.58390808
600.5	68.56884003
600	68.55591583
599.5	68.54083252
599	68.50559235
598.5	68.48580933
598	68.47320557
597.5	68.44602203
597	68.42819214
596.5	68.41641998
596	68.39230347
595.5	68.35942078
595	68.33952332
594.5	68.3151474
594	68.30020905
593.5	68.2649231
593	68.26185608
592.5	68.23027039
592	68.20225525
591.5	68.18579102
591	68.17610168
590.5	68.12878418
590	68.10357666
589.5	68.08677673
589	68.04237366
588.5	68.03336334
588	67.99555206
587.5	67.98072815
587	67.94596863
586.5	67.94677734
586	67.90010071
585.5	67.89381409
585	67.86440277
584.5	67.84051514
584	67.8216095
583.5	67.80685425
583	67.76664734
582.5	67.74872589
582	67.72905731
581.5	67.72380829
581	67.67953491
580.5	67.66374207
580	67.60145569
579.5	67.59790039
579	67.59619904
578.5	67.56241608
578	67.54637146
577.5	67.51737976
577	67.4692688
576.5	67.46451569
576	67.41416168
575.5	67.43219757
575	67.39285278
574.5	67.37316895
574	67.3469162
573.5	67.33495331
573	67.30217743
572.5	67.28289795
572	67.2506485
571.5	67.25059509
571	67.22955322
570.5	67.22633362
570	67.17888641
569.5	67.15162659
569	67.13126373
568.5	67.12223816
568	67.08059692
567.5	67.07911682
567	67.02452087
566.5	67.01448822
566	66.99911499
565.5	66.98009491
565	66.94538879
564.5	66.93526459
564	66.92662811
563.5	66.91622925
563	66.85768127
562.5	66.85054016
562	66.81819153
561.5	66.81472778
561	66.79439545
560.5	66.7763443
560	66.77533722
559.5	66.71433258
559	66.69802094
558.5	66.69136047
558	66.66869354
557.5	66.64118195
557	66.61631012
556.5	66.6062088
556	66.58039856
555.5	66.57335663
555	66.51398468
554.5	66.51271057
554	66.48019409
553.5	66.46025848
553	66.43629456
552.5	66.4050827
552	66.41120911
551.5	66.38868713
551	66.33760834
550.5	66.34068298
550	66.31300354
549.5	66.28343201
549	66.25231171
548.5	66.24182129
548	66.21968842
547.5	66.21240234
547	66.18855286
546.5	66.14025116
546	66.12046814
545.5	66.09812927
545	66.08760834
544.5	66.07202148
544	66.02490234
543.5	65.98885345
543	65.98100281
542.5	65.9679718
542	65.94000244
541.5	65.92218781
541	65.87290955
540.5	65.8781662
540	65.8589325
539.5	65.81243896
539	65.80032349
538.5	65.78367615
538	65.75739288
537.5	65.72930908
537	65.72444916
536.5	65.682724
536	65.66747284
535.5	65.6390152
535	65.61624146
534.5	65.60028076
534	65.56679535
533.5	65.5326767
533	65.50023651
532.5	65.5013504
532	65.46511841
531.5	65.45623779
531	65.41603851
530.5	65.38896942
530	65.36341858
529.5	65.34246063
529	65.31729889
528.5	65.28002167
528	65.26583099
527.5	65.22821808
527	65.21669769
526.5	65.18566132
526	65.16317749
525.5	65.1317749
525	65.10706329
524.5	65.08740997
524	65.061203
523.5	65.0255127
523	65.00697327
522.5	64.95832062
522	64.96325684
521.5	64.90746307
521	64.87359619
520.5	64.86997223
520	64.83540344
519.5	64.81172943
519	64.78928375
518.5	64.75592041
518	64.72885132
517.5	64.69090271
517	64.67198944
516.5	64.66888428
516	64.61461639
515.5	64.57666779
515	64.54404449
514.5	64.52985382
514	64.49975586
513.5	64.47572327
513	64.43643188
512.5	64.41398621
512	64.39118195
511.5	64.35676575
511	64.31734467
510.5	64.28543091
510	64.26602936
509.5	64.22859192
509	64.18450928
508.5	64.16651917
508	64.14796448
507.5	64.12526703
507	64.08637238
506.5	64.04654694
506	64.01213837
505.5	63.9884491
505	63.96194839
504.5	63.9332428
504	63.89712524
503.5	63.86038589
503	63.8369751
502.5	63.80472946
502	63.76076889
501.5	63.74050522
501	63.69641495
500.5	63.68726349
500	63.62919617
499.5	63.62059021
499	63.59318924
498.5	63.54180145
498	63.503479
497.5	63.48507309
497	63.43781281
496.5	63.40966034
496	63.36219788
495.5	63.34079361
495	63.32268143
494.5	63.27033234
494	63.25300217
493.5	63.21417618
493	63.17447281
492.5	63.14593506
492	63.10980988
491.5	63.09861374
491	63.04450226
490.5	62.99160767
490	62.98788834
489.5	62.93486786
489	62.90314102
488.5	62.8778038
488	62.84844208
487.5	62.82077408
487	62.77256012
486.5	62.71783829
486	62.68893433
485.5	62.65890503
485	62.64084625
484.5	62.59462738
484	62.56251526
483.5	62.52710342
483	62.47793961
482.5	62.46603012
482	62.42454529
481.5	62.39474487
481	62.34769058
480.5	62.31800461
480	62.28206635
479.5	62.2296524
479	62.20547485
478.5	62.16575623
478	62.1268692
477.5	62.10028076
477	62.04486084
476.5	62.00178909
476	61.98461151
475.5	61.95458603
475	61.89815521
474.5	61.85408783
474	61.81954575
473.5	61.79648209
473	61.76501465
472.5	61.73794174
472	61.6674118
471.5	61.65488434
471	61.62379456
470.5	61.5589447
470	61.51778793
469.5	61.4981308
469	61.46170044
468.5	61.4121933
468	61.37076187
467.5	61.32913971
467	61.31869507
466.5	61.26325607
466	61.2216301
465.5	61.20271683
465	61.14494324
464.5	61.08438492
464	61.07556152
463.5	61.03844452
463	60.9857254
462.5	60.95468903
462	60.91824341
461.5	60.8807373
461	60.83836365
460.5	60.79332733
460	60.76041031
459.5	60.7206955
459	60.67337799
458.5	60.6325264
458	60.60762405
457.5	60.56519699
457	60.52104187
456.5	60.45702744
456	60.41654968
455.5	60.38796234
455	60.35572815
454.5	60.32825851
454	60.28441238
453.5	60.2365799
453	60.18550491
452.5	60.13664627
452	60.10754013
451.5	60.0678215
451	60.03158569
450.5	59.98285294
450	59.9307785
449.5	59.88712311
449	59.84552383
448.5	59.78897095
448	59.77762222
447.5	59.71790695
447	59.68725586
446.5	59.64891434
446	59.59891129
445.5	59.56399918
445	59.49726105
444.5	59.46648788
444	59.41099548
443.5	59.36084366
443	59.32103348
442.5	59.28966904
442	59.23366547
441.5	59.20439529
441	59.14803314
440.5	59.10643387
440	59.03859711
439.5	59.0149231
439	58.96123505
438.5	58.91069794
438	58.86830521
437.5	58.83457184
437	58.76548386
436.5	58.71251297
436	58.6946373
435.5	58.63713455
435	58.5941658
434.5	58.53288651
434	58.49492645
433.5	58.44338608
433	58.39723206
432.5	58.35381317
432	58.28484344
431.5	58.26276016
431	58.18328094
430.5	58.15562439
430	58.08986282
429.5	58.04073715
429	57.99906158
428.5	57.94198608
428	57.89634705
427.5	57.83040619
427	57.7707901
426.5	57.73434448
426	57.66757584
425.5	57.61480331
425	57.55615234
424.5	57.51988983
424	57.43898773
423.5	57.4098587
423	57.35227966
422.5	57.30179596
422	57.2127533
421.5	57.15581131
421	57.08845901
420.5	57.04104996
420	56.96746063
419.5	56.92834854
419	56.86039352
418.5	56.77631378
418	56.72305298
417.5	56.66354752
417	56.59257889
416.5	56.5318718
416	56.45587921
415.5	56.41007996
415	56.33247375
414.5	56.24458313
414	56.1877594
413.5	56.13951111
413	56.04940033
412.5	56.00628281
412	55.91189194
411.5	55.85356522
411	55.76358414
410.5	55.69770813
410	55.61369705
409.5	55.53468323
409	55.46457291
408.5	55.38648987
408	55.29927444
407.5	55.21602631
407	55.14211655
406.5	55.05481339
406	55.00210571
405.5	54.9000206
405	54.83699417
404.5	54.72922897
404	54.61885834
403.5	54.54512405
403	54.48754883
402.5	54.35339355
402	54.27032089
401.5	54.17357254
401	54.09455109
400.5	53.99917984
400	53.89276123
399.5	53.78784561
399	53.68459702
398.5	53.61726379
398	53.52803421
397.5	53.4161644
397	53.29815292
396.5	53.20326233
396	53.12384796
395.5	53.001194
395	52.85916901
394.5	52.78917694
394	52.67447281
393.5	52.5526123
393	52.42798996
392.5	52.29481888
392	52.19665146
391.5	52.08910751
391	51.94952393
390.5	51.82566071
390	51.71385956
389.5	51.59231567
389	51.46204376
388.5	51.32105255
388	51.20174789
387.5	51.07959366
387	50.92957687
386.5	50.78908157
386	50.6748848
385.5	50.51052094
385	50.36647415
384.5	50.21838379
384	50.10009384
383.5	49.95656586
383	49.78103638
382.5	49.67754364
382	49.49310684
381.5	49.32128906
381	49.15949631
380.5	49.01008224
380	48.83736801
379.5	48.65961838
379	48.4679184
378.5	48.32688522
378	48.12894058
377.5	47.93451309
377	47.72285843
376.5	47.51195908
376	47.31824875
375.5	47.09932327
375	46.88211823
374.5	46.64760971
374	46.38408279
373.5	46.15056992
373	45.90847778
372.5	45.64204025
372	45.34540939
371.5	45.03202057
371	44.71300888
370.5	44.41950607
370	44.06599426
369.5	43.73508072
369	43.31474686
368.5	42.90940094
368	42.49122238
367.5	42.05976868
367	41.608181
366.5	41.09529114
366	40.56746674
365.5	40.03454208
365	39.4485321
364.5	38.8283844
364	38.1653595
363.5	37.46624756
363	36.76026154
362.5	36.00449371
362	35.18561935
361.5	34.39561844
361	33.5045929
360.5	32.55750656
360	31.63088226
359.5	30.66960335
359	29.5977211
358.5	28.52075386
358	27.38586044
357.5	26.27179718
357	25.07665443
356.5	23.87050629
356	22.62027359
355.5	21.36012077
355	20.0508976
354.5	18.78830147
354	17.46442795
353.5	16.17087555
353	14.90637493
352.5	13.61824131
352	12.36883163
351.5	11.15164375
351	10.00908375
350.5	8.894836426
350	7.834814548
349.5	6.828583717
349	5.901554108
348.5	5.04694891
348	4.261147022
347.5	3.559496641
347	2.946794748
346.5	2.403870344
346	1.927008152
345.5	1.516221285
345	1.186226606
344.5	0.9013311863
344	0.6827724576
343.5	0.5012104511
343	0.3611274958
342.5	0.2520939112
342	0.1665557921
341.5	0.1131573021
341	0.0722543895
340.5	0.0448896624
340	0.0231385864
339.5	0.0093408208
339	0.0036690002
338.5	-0.0014309475
338	-0.0065353247
337.5	-0.0082624471
337	-0.0062529412
336.5	-0.0060269427
336	-0.0118337618
335.5	-0.006231328
335	-0.0051344968
334.5	-0.008468912
334	-0.0071873371
333.5	-0.0079952031
333	-0.0070985132
332.5	-0.0085070692
332	-0.013667169
331.5	-0.0076220422
331	-0.0070633199
330.5	-0.0074813864
330	-0.0063410969
329.5	-0.006998444
329	-0.0049861921
328.5	-0.0047895382
328	-0.0099735968
327.5	-0.0065239677
327	-0.0074089519
326.5	-0.0065416107
326	-0.0083717667
325.5	-0.0075741177
325	-0.009740687
