PWO_J43_before	
Wavelength (nm)	%T
900	80.53304291
899.5	78.89593506
899	78.73150635
898.5	78.80903625
898	80.2714386
897.5	78.2663269
897	79.099617
896.5	80.1267395
896	79.54800415
895.5	79.12996674
895	80.26219177
894.5	79.1329422
894	77.83492279
893.5	78.89626312
893	80.10070801
892.5	79.79191589
892	78.16094971
891.5	78.85585785
891	77.31498718
890.5	79.78826904
890	77.73644257
889.5	79.81933594
889	79.4139328
888.5	79.35176849
888	79.3806076
887.5	79.16201019
887	78.15248871
886.5	78.54046631
886	78.04465485
885.5	79.37304688
885	78.17289734
884.5	78.81495667
884	80.04180145
883.5	78.81056976
883	79.81187439
882.5	79.38746643
882	79.52928162
881.5	78.277771
881	79.47157288
880.5	79.39122009
880	79.36672211
879.5	78.59432983
879	78.0980072
878.5	79.57769012
878	79.82410431
877.5	78.19877625
877	78.06738281
876.5	79.45606995
876	78.40595245
875.5	79.09563446
875	79.37409973
874.5	78.75022888
874	78.55237579
873.5	78.69007111
873	77.96653748
872.5	78.52526093
872	78.29936981
871.5	78.92017365
871	78.03129578
870.5	78.116745
870	78.66313171
869.5	78.50093079
869	78.32691956
868.5	78.67790985
868	78.24411011
867.5	78.79818726
867	78.31843567
866.5	78.43068695
866	78.67095947
865.5	78.56429291
865	78.67884064
864.5	78.69644928
864	78.22631073
863.5	78.82944489
863	78.48870087
862.5	78.57983398
862	78.32532501
861.5	78.19449615
861	78.07818604
860.5	78.17245483
860	78.66030884
859.5	78.15517426
859	78.49485016
858.5	78.31496429
858	78.2658844
857.5	78.38700104
857	77.83149719
856.5	77.85158539
856	77.9713974
855.5	77.94651031
855	78.41694641
854.5	77.70516968
854	78.19107819
853.5	78.16461945
853	77.75114441
852.5	78.37602997
852	78.12749481
851.5	78.01460266
851	78.14819336
850.5	77.8677597
850	77.83433533
849.5	78.07078552
849	78.00630951
848.5	77.93571472
848	78.14775085
847.5	77.9828186
847	78.01624298
846.5	77.60261536
846	78.02931976
845.5	78.02814484
845	77.90571594
844.5	77.90090179
844	77.89992523
843.5	77.7022171
843	77.71135712
842.5	77.89873505
842	77.72227478
841.5	77.82757568
841	77.72937775
840.5	77.67873383
840	77.79845428
839.5	77.73995209
839	77.70230103
838.5	77.75511932
838	77.7278595
837.5	77.7848587
837	77.6878891
836.5	77.5447464
836	77.67797852
835.5	77.6394577
835	77.60599518
834.5	77.65196991
834	77.63095093
833.5	77.60294342
833	77.64663696
832.5	77.54989624
832	77.45767975
831.5	77.62994385
831	77.64016724
830.5	77.538414
830	77.44593811
829.5	77.5667038
829	77.46364594
828.5	77.52926636
828	77.52204895
827.5	77.49173737
827	77.46656036
826.5	77.3878479
826	77.35684204
825.5	77.41699219
825	77.25913239
824.5	77.28160095
824	77.26595306
823.5	77.33390045
823	77.19820404
822.5	77.2011261
822	77.29727936
821.5	77.23136902
821	77.06419373
820.5	77.18786621
820	77.06054688
819.5	77.22090149
819	77.18608093
818.5	77.09319305
818	77.06290436
817.5	77.14637756
817	77.09360504
816.5	77.02823639
816	77.10511017
815.5	77.02033997
815	76.95355225
814.5	76.97574615
814	76.92315674
813.5	76.9176712
813	76.99092102
812.5	76.85479736
812	76.82017517
811.5	76.88432312
811	76.85597992
810.5	76.85068512
810	76.82728577
809.5	76.7578125
809	76.81913757
808.5	76.75151825
808	76.78019714
807.5	76.63724518
807	76.72102356
806.5	76.80735016
806	76.71590424
805.5	76.67358398
805	76.72827148
804.5	76.59725189
804	76.7245636
803.5	76.71419525
803	76.64544678
802.5	76.60236359
802	76.67523193
801.5	76.60650635
801	76.62995911
800.5	76.5490799
800	76.50031281
799.5	76.50125885
799	76.47374725
798.5	76.43935394
798	76.46227264
797.5	76.48362732
797	76.4112854
796.5	76.40602875
796	76.34916687
795.5	76.44447327
795	76.38564301
794.5	76.45001221
794	76.34132385
793.5	76.37645721
793	76.34387207
792.5	76.31002045
792	76.3111496
791.5	76.28127289
791	76.33583832
790.5	76.28054047
790	76.26089478
789.5	76.26344299
789	76.31532288
788.5	76.21646881
788	76.18955994
787.5	76.22893524
787	76.16494751
786.5	76.1468811
786	76.10276031
785.5	76.10562134
785	76.18096924
784.5	76.16139984
784	76.15188599
783.5	76.14574432
783	76.08206177
782.5	76.14364624
782	76.07476807
781.5	76.08125305
781	76.02890015
780.5	76.04229736
780	76.04810333
779.5	76.10194397
779	76.03383636
778.5	75.96308899
778	76.01597595
777.5	75.98709869
777	75.97679901
776.5	75.97999573
776	75.96115112
775.5	75.92391968
775	75.86166382
774.5	75.86422729
774	75.88513184
773.5	75.90104675
773	75.86940002
772.5	75.89012146
772	75.83339691
771.5	75.79803467
771	75.81415558
770.5	75.8108139
770	75.81658173
769.5	75.79925537
769	75.71933746
768.5	75.76003265
768	75.74494171
767.5	75.76896667
767	75.72573853
766.5	75.66646576
766	75.66682434
765.5	75.7052002
765	75.70259094
764.5	75.70207977
764	75.66593933
763.5	75.66785431
763	75.62488556
762.5	75.64904785
762	75.6206131
761.5	75.59213257
761	75.5748291
760.5	75.55792236
760	75.59669495
759.5	75.61170197
759	75.55071259
758.5	75.51166534
758	75.51869202
757.5	75.48719025
757	75.46180725
756.5	75.49500275
756	75.45715332
755.5	75.53630829
755	75.49102783
754.5	75.44895172
754	75.48040009
753.5	75.40338898
753	75.40816498
752.5	75.38581848
752	75.42822266
751.5	75.39437103
751	75.3996582
750.5	75.31790161
750	75.34513092
749.5	75.36993408
749	75.33614349
748.5	75.32588196
748	75.33125305
747.5	75.29142761
747	75.26662445
746.5	75.28377533
746	75.23957062
745.5	75.29265594
745	75.23080444
744.5	75.22895813
744	75.20874023
743.5	75.16107178
743	75.19165039
742.5	75.13895416
742	75.13587189
741.5	75.19689941
741	75.10964966
740.5	75.11263275
740	75.14489746
739.5	75.10409546
739	75.11782074
738.5	75.0606842
738	75.06793976
737.5	75.07144928
737	75.05524445
736.5	75.02510834
