PWO_J15_irr	
Wavelength (nm)	%T
900	80.20562744
899.5	81.59964752
899	80.27576447
898.5	79.36004639
898	78.83110809
897.5	79.68809509
897	79.41656494
896.5	79.4866333
896	80.23908997
895.5	81.72486877
895	79.74621582
894.5	78.7172699
894	79.86585236
893.5	80.3094635
893	79.58113861
892.5	80.76094055
892	79.27516937
891.5	79.88000488
891	79.44827271
890.5	79.14731598
890	80.24031067
889.5	80.4864502
889	80.57229614
888.5	80.75983429
888	80.46328735
887.5	79.06547546
887	80.35399628
886.5	79.44897461
886	80.18654633
885.5	79.17908478
885	79.49712372
884.5	79.83148193
884	80.08522034
883.5	79.29425812
883	80.51654816
882.5	79.23465729
882	79.2158432
881.5	79.00419617
881	79.9777298
880.5	79.03034973
880	79.67514038
879.5	80.29105377
879	80.41083527
878.5	78.77670288
878	79.47650909
877.5	79.68589783
877	79.57952118
876.5	79.83633423
876	78.38841248
875.5	79.22618103
875	79.64514923
874.5	79.88657379
874	78.50817871
873.5	79.89736938
873	79.14102936
872.5	79.96839142
872	80.28394318
871.5	79.81546783
871	79.80206299
870.5	80.16671753
870	79.42897797
869.5	79.45541382
869	79.68711853
868.5	79.61933899
868	79.58462524
867.5	79.87274933
867	79.40581512
866.5	79.43468475
866	79.15781403
865.5	79.46294403
865	79.06011963
864.5	79.68514252
864	79.91107941
863.5	79.53639221
863	79.42918396
862.5	79.90831757
862	79.35980988
861.5	79.14152527
861	79.39530182
860.5	79.80277252
860	79.71295166
859.5	79.21617126
859	79.22361755
858.5	79.20974731
858	79.2539978
857.5	79.38397217
857	78.92034149
856.5	79.07593536
856	79.13696289
855.5	79.59146118
855	79.2061615
854.5	79.11361694
854	79.16561127
853.5	79.0139389
853	79.01326752
852.5	79.11108398
852	78.71021271
851.5	78.73060608
851	78.9003067
850.5	78.71718597
850	79.08899689
849.5	78.70181274
849	78.80695343
848.5	78.8369751
848	78.84233093
847.5	78.76220703
847	78.78525543
846.5	78.85858154
846	78.74154663
845.5	78.61855316
845	78.51557922
844.5	78.55425262
844	78.50175476
843.5	78.40557861
843	78.60489655
842.5	78.62553406
842	78.37070465
841.5	78.44319916
841	78.41607666
840.5	78.54923248
840	78.31152344
839.5	78.35211945
839	78.39375305
838.5	78.31382751
838	78.17866516
837.5	78.15766144
837	78.37733459
836.5	78.28462982
836	78.17961884
835.5	78.01673126
835	78.16511536
834.5	78.09694672
834	78.10337067
833.5	78.01364899
833	78.10807037
832.5	78.01931
832	78.18095398
831.5	78.10215759
831	77.94189453
830.5	78.01223755
830	77.81251526
829.5	77.95474243
829	77.94776154
828.5	77.96469116
828	77.94301605
827.5	77.89356232
827	77.85561371
826.5	77.99163055
826	77.86943817
825.5	77.81932068
825	77.86610413
824.5	77.71114349
824	77.81629944
823.5	77.73873138
823	77.75910187
822.5	77.79789734
822	77.79436493
821.5	77.65801239
821	77.73099518
820.5	77.61183929
820	77.75491333
819.5	77.66373444
819	77.59295654
818.5	77.56572723
818	77.63463593
817.5	77.57260132
817	77.58343506
816.5	77.54392242
816	77.54624176
815.5	77.59600067
815	77.46389008
814.5	77.52773285
814	77.47160339
813.5	77.49489594
813	77.46182251
812.5	77.41777039
812	77.5093689
811.5	77.43270111
811	77.40005493
810.5	77.37003326
810	77.39431
809.5	77.42166901
809	77.3401413
808.5	77.39453125
808	77.21489716
807.5	77.28772736
807	77.29373932
806.5	77.371315
806	77.20114899
805.5	77.2219696
805	77.25899506
804.5	77.25218201
804	77.23925781
803.5	77.19695282
803	77.12869263
802.5	77.17702484
802	77.11923981
801.5	77.14331055
801	77.16662598
800.5	77.07862854
800	77.09646606
799.5	77.07390594
799	77.04665375
798.5	77.07791901
798	77.05883026
797.5	77.04174042
797	77.06246185
796.5	76.9575882
796	76.95406342
795.5	76.912323
795	76.95248413
794.5	76.87229919
794	76.84185791
793.5	76.91390228
793	76.88300323
792.5	76.82295227
792	76.85188293
791.5	76.78830719
791	76.83084869
790.5	76.82275391
790	76.80976868
789.5	76.77687836
789	76.74208832
788.5	76.67185211
788	76.71189117
787.5	76.72345734
787	76.77755737
786.5	76.71543884
786	76.66048431
785.5	76.65486908
785	76.67733765
784.5	76.62876892
784	76.59911346
783.5	76.55908203
783	76.59381866
782.5	76.63918304
782	76.4990387
781.5	76.5234375
781	76.59251404
780.5	76.49406433
780	76.51428223
779.5	76.45308685
779	76.45181274
778.5	76.46932983
778	76.39621735
777.5	76.47439575
777	76.38677216
776.5	76.3624115
776	76.35662842
775.5	76.30738831
775	76.39565277
774.5	76.31219482
774	76.29586792
773.5	76.28501892
773	76.32260895
772.5	76.34403992
772	76.28916168
771.5	76.26425934
771	76.23580933
770.5	76.26861572
770	76.22098541
769.5	76.18746185
769	76.17457581
768.5	76.17889404
768	76.18254852
767.5	76.12636566
767	76.15293121
766.5	76.16117096
766	76.09946442
765.5	76.15055084
765	76.13033295
764.5	76.06369019
764	76.0530014
763.5	76.05857086
763	76.07784271
762.5	76.05344391
762	76.02867889
761.5	76.00431061
761	75.94591522
760.5	76.04650116
760	75.96755219
759.5	76.0326767
759	75.91078186
758.5	75.95358276
758	75.85901642
757.5	75.86289978
757	75.88391113
756.5	75.89356995
756	75.88232422
755.5	75.88284302
755	75.80139923
754.5	75.81821442
754	75.77095795
753.5	75.76716614
753	75.78482056
752.5	75.80171204
752	75.77655029
751.5	75.78450012
751	75.78276062
750.5	75.72257233
750	75.71349335
749.5	75.73914337
749	75.77766418
748.5	75.65263367
748	75.7170105
747.5	75.72258759
747	75.67290497
746.5	75.66458893
746	75.63370514
745.5	75.64046478
745	75.62538147
744.5	75.62062836
744	75.56843567
743.5	75.55670929
743	75.62363434
742.5	75.57228851
742	75.59226227
741.5	75.53109741
741	75.53501129
740.5	75.51855469
740	75.53237915
739.5	75.48583221
739	75.48399353
738.5	75.47460175
738	75.4302597
737.5	75.44846344
737	75.42420959
736.5	75.44609833
736	75.44628906
735.5	75.42366028
735	75.36494446
734.5	75.38922119
734	75.37284851
733.5	75.3568573
733	75.34578705
732.5	75.36296844
732	75.3568573
731.5	75.35253906
731	75.3024826
730.5	75.3197937
730	75.31517792
729.5	75.29879761
729	75.27224731
728.5	75.30247498
728	75.32284546
727.5	75.27283478
727	75.25362396
726.5	75.22953033
726	75.2530899
725.5	75.24999237
725	75.20378876
724.5	75.18842316
724	75.22212219
723.5	75.21137238
723	75.21600342
722.5	75.19858551
722	75.1683197
721.5	75.19091797
721	75.16728973
720.5	75.09311676
720	75.14139557
719.5	75.13718414
719	75.07163239
718.5	75.10475922
718	75.0869751
717.5	75.08027649
717	75.11391449
716.5	75.06594086
716	75.03527069
715.5	75.07411957
715	75.0688324
714.5	75.06777191
714	75.05782318
713.5	75.0458374
713	75.03385925
712.5	75.03275299
712	75.03351593
711.5	75.03613281
711	75.02030945
710.5	74.99916077
710	74.97348022
709.5	74.96897125
709	74.94818878
708.5	75.02243805
708	74.97343445
707.5	74.92932892
707	74.95735168
706.5	74.95227814
706	74.91015625
705.5	74.90907288
705	74.94682312
704.5	74.92908478
704	74.91589355
703.5	74.92955017
703	74.90675354
702.5	74.93265533
702	74.87885284
701.5	74.88843536
701	74.88924408
700.5	74.83934784
700	74.85166931
699.5	74.82779694
699	74.83824158
698.5	74.79623413
698	74.79097748
697.5	74.80892181
697	74.80622864
696.5	74.78753662
696	74.78208923
695.5	74.77307129
695	74.77616882
694.5	74.76894379
694	74.76009369
693.5	74.73214722
693	74.7232666
692.5	74.7459259
692	74.72769928
691.5	74.7060318
691	74.70748138
690.5	74.68865967
690	74.65911865
689.5	74.66181183
689	74.6572876
688.5	74.67118835
688	74.6412735
687.5	74.61412811
687	74.6047821
686.5	74.59914398
686	74.60951233
685.5	74.60995483
685	74.58475494
684.5	74.60160065
684	74.5655899
683.5	74.55355835
683	74.53007507
682.5	74.52980804
682	74.51655579
681.5	74.50882721
681	74.52624512
680.5	74.48880005
680	74.4620285
679.5	74.43927765
679	74.4732666
678.5	74.41706085
678	74.41329956
677.5	74.38962555
677	74.39775085
676.5	74.41596985
676	74.39762115
675.5	74.35982513
675	74.3327713
674.5	74.34687805
674	74.30152893
673.5	74.29766083
673	74.29203796
672.5	74.26986694
672	74.25917053
671.5	74.23131561
671	74.24065399
670.5	74.22001648
670	74.19260406
669.5	74.16345215
669	74.14466858
668.5	74.14759064
668	74.10639954
667.5	74.07865143
667	74.0779953
666.5	74.05303955
666	74.05329895
665.5	74.00791931
665	73.99928284
664.5	73.97418976
664	73.96780396
663.5	73.92433929
663	73.90181732
662.5	73.88977051
662	73.86949921
661.5	73.85792542
661	73.82141876
660.5	73.79684448
660	73.77527618
659.5	73.71166229
659	73.7204361
658.5	73.70928192
658	73.66693878
657.5	73.66827393
657	73.63008881
656.5	73.59143829
656	73.57413483
655.5	73.52996826
655	73.49212646
654.5	73.46401215
654	73.44519043
653.5	73.43921661
653	73.40342712
652.5	73.34764862
652	73.33087158
651.5	73.28739929
651	73.23182678
650.5	73.22687531
650	73.22522736
649.5	73.17185211
649	73.13882446
648.5	73.13549805
648	73.09649658
647.5	73.0473938
647	73.00444794
646.5	72.94715881
646	72.91464996
645.5	72.89478302
645	72.86335754
644.5	72.79416656
644	72.76564789
643.5	72.76449585
643	72.68650818
642.5	72.6336441
642	72.58721924
641.5	72.57743835
641	72.51659393
640.5	72.46778107
640	72.42272949
639.5	72.3842926
639	72.33451843
638.5	72.28502655
638	72.25269318
637.5	72.21546936
637	72.15381622
636.5	72.0997467
636	72.03917694
635.5	71.99913788
635	71.9324646
634.5	71.93196106
634	71.8907547
633.5	71.83386993
633	71.76473999
632.5	71.73258972
632	71.67913818
631.5	71.62363434
631	71.59165192
630.5	71.53959656
630	71.51127625
629.5	71.43447876
629	71.39911652
628.5	71.36486053
628	71.31421661
627.5	71.2651825
627	71.22980499
626.5	71.17713165
626	71.13262939
625.5	71.09254456
625	71.06961823
624.5	71.00543976
624	70.93993378
623.5	70.90924072
623	70.89169312
622.5	70.86294556
622	70.82876587
621.5	70.77812195
621	70.72859192
620.5	70.70475769
620	70.66501617
619.5	70.64311981
619	70.58868408
618.5	70.54992676
618	70.51420593
617.5	70.48577881
617	70.44216156
616.5	70.41834259
616	70.34719849
615.5	70.32180786
615	70.27224731
614.5	70.26223755
614	70.20174408
613.5	70.20603943
613	70.16996002
612.5	70.10626984
612	70.0750351
611.5	70.03883362
611	69.99671173
610.5	69.96403503
610	69.91199493
609.5	69.88175201
609	69.86229706
608.5	69.82231903
608	69.77101135
607.5	69.72708893
607	69.68834686
606.5	69.66484833
606	69.62453461
605.5	69.58682251
605	69.53968048
604.5	69.49458313
604	69.44577026
603.5	69.40341949
603	69.35840607
602.5	69.33033752
602	69.26121521
601.5	69.22704315
601	69.17376709
600.5	69.09933472
600	69.0682373
599.5	69.01596069
599	68.94139099
598.5	68.90916443
598	68.8341217
597.5	68.77217865
597	68.70285034
596.5	68.647995
596	68.59327698
595.5	68.53643799
595	68.48062897
594.5	68.41886902
594	68.35449982
593.5	68.28903198
593	68.23690033
592.5	68.15369415
592	68.09127808
591.5	68.02565002
591	67.95989227
590.5	67.88405609
590	67.83151245
589.5	67.77785492
589	67.71590424
588.5	67.63409424
588	67.56648254
587.5	67.51151276
587	67.45497894
586.5	67.39268494
586	67.31291962
585.5	67.25855255
585	67.17203522
584.5	67.11999512
584	67.06302643
583.5	67.01103973
583	66.94650269
582.5	66.88195801
582	66.81552887
581.5	66.75598907
581	66.71033478
580.5	66.64846039
580	66.58317566
579.5	66.53208923
579	66.4774704
578.5	66.43276215
578	66.35457611
577.5	66.30683899
577	66.24893188
576.5	66.20788574
576	66.12337494
575.5	66.08181
575	66.04511261
574.5	65.99076843
574	65.92642975
573.5	65.87741089
573	65.82689667
572.5	65.8041687
572	65.75272369
571.5	65.67024231
571	65.64111328
570.5	65.58817291
570	65.55509949
569.5	65.50286102
569	65.45543671
568.5	65.41344452
568	65.36657715
567.5	65.31021881
567	65.25811005
566.5	65.25363922
566	65.20189667
565.5	65.16573334
565	65.10125732
564.5	65.10041809
564	65.02690125
563.5	64.99637604
563	64.9831543
562.5	64.93920898
562	64.88562775
561.5	64.87728882
561	64.81633759
560.5	64.77659607
560	64.751091
559.5	64.70201874
559	64.66848755
558.5	64.62965393
558	64.60971069
557.5	64.56401062
557	64.53979492
556.5	64.50422668
556	64.45256042
555.5	64.43076324
555	64.38266754
554.5	64.35547638
554	64.30374908
553.5	64.26109314
553	64.21805573
552.5	64.17684174
552	64.13926697
551.5	64.11734009
551	64.07658386
550.5	64.03424835
550	64.00517273
549.5	63.97135925
549	63.95227814
548.5	63.89559937
548	63.85012817
547.5	63.84218979
547	63.78634644
546.5	63.75666809
546	63.72814178
545.5	63.694561
545	63.66617203
