PWO_J23_before	
Wavelength (nm)	%T
900	77.46496582
899.5	76.36673737
899	76.85918427
898.5	75.06291199
898	76.26398468
897.5	75.34469604
897	74.17825317
896.5	75.99082947
896	76.40667725
895.5	76.10250854
895	75.35656738
894.5	75.62181091
894	73.84277344
893.5	74.90040588
893	75.10910034
892.5	76.28500366
892	73.90044403
891.5	74.79189301
891	75.6447525
890.5	76.35222626
890	74.78252411
889.5	76.36840057
889	75.6266098
888.5	75.07336426
888	74.49925995
887.5	75.92037201
887	75.57407379
886.5	75.23880005
886	74.10895538
885.5	76.08381653
885	74.47271729
884.5	74.83673096
884	75.8303833
883.5	76.08506012
883	76.08429718
882.5	75.55314636
882	74.92378235
881.5	74.72686005
881	75.58229828
880.5	75.77336121
880	74.47331238
879.5	75.01753235
879	74.22946167
878.5	75.36373901
878	74.76842499
877.5	74.65074921
877	75.2423172
876.5	75.22206879
876	74.62828064
875.5	74.43352509
875	74.58795166
874.5	74.1606369
874	74.28155518
873.5	74.31632233
873	73.83129883
872.5	74.58872986
872	73.78395081
871.5	74.53639221
871	73.76138306
870.5	75.0114212
870	75.10204315
869.5	74.51170349
869	74.46525574
868.5	74.18338013
868	73.95012665
867.5	74.01469421
867	73.86481476
866.5	74.14556122
866	74.52937317
865.5	73.53877258
865	74.18952179
864.5	73.96737671
864	73.4629364
863.5	74.42208099
863	74.03598022
862.5	73.87135315
862	74.08000183
861.5	73.49675751
861	73.83459473
860.5	73.6282196
860	74.01199341
859.5	73.63299561
859	73.56996155
858.5	73.57254791
858	73.63935089
857.5	73.97502136
857	73.40759277
856.5	73.52272797
856	73.77832031
855.5	73.71465302
855	73.66738892
854.5	73.11465454
854	73.79252625
853.5	73.33995056
853	73.46720123
852.5	73.53684235
852	73.58779144
851.5	73.50157928
851	73.372612
850.5	73.38620758
850	73.23728943
849.5	73.20890808
849	73.43066406
848.5	73.31983185
848	73.3160553
847.5	73.41838837
847	73.08881378
846.5	73.07633972
846	73.27620697
845.5	73.35693359
845	73.26307678
844.5	73.20781708
844	73.05024719
843.5	73.04862976
843	72.90185547
842.5	73.18218994
842	73.0037384
841.5	72.98953247
841	72.87639618
840.5	73.00244904
840	72.92420197
839.5	72.87059021
839	72.87513733
838.5	73.0198822
838	72.91435242
837.5	72.88768005
837	72.82788849
836.5	72.78369141
836	72.91763306
835.5	72.80143738
835	72.6986084
834.5	72.77005005
