PWO_J38_irr	
Wavelength (nm)	%T
900	79.63834381
899.5	80.83740234
899	79.23582458
898.5	79.10919952
898	79.98923492
897.5	81.72480774
897	78.78677368
896.5	78.87271118
896	80.34217072
895.5	80.79941559
895	79.06735229
894.5	81.02787018
894	79.2917099
893.5	79.66688538
893	80.20243835
892.5	78.89837646
892	79.60552216
891.5	79.45523834
891	78.52470398
890.5	79.79693604
890	78.46669006
889.5	78.66426849
889	79.35629272
888.5	79.33370972
888	77.85124207
887.5	79.21212006
887	78.85567474
886.5	78.42861176
886	79.62221527
885.5	79.69124603
885	80.17576599
884.5	79.3242569
884	79.82897949
883.5	79.1964798
883	79.08844757
882.5	79.61762238
882	78.3527832
881.5	79.49568939
881	79.74275208
880.5	79.53691101
880	78.97827911
879.5	78.64951324
879	79.73277283
878.5	78.8794632
878	79.84541321
877.5	78.68916321
877	79.2207489
876.5	79.43966675
876	79.33953094
875.5	78.44696808
875	79.24443817
874.5	78.86803436
874	79.29530334
873.5	79.10324097
873	78.73871613
872.5	78.59670258
872	78.46076202
871.5	78.83349609
871	79.28031921
870.5	78.36595917
870	78.68315125
869.5	78.55580139
869	78.34519958
868.5	78.11862946
868	78.2467804
867.5	78.5587616
867	78.86411285
866.5	78.91407776
866	78.59606171
865.5	78.59533691
865	78.19586182
864.5	78.15588379
864	78.56359863
863.5	78.16313171
863	78.42528534
862.5	78.61514282
862	78.57858276
861.5	78.59090424
861	78.59693146
860.5	78.42560577
860	78.53999329
859.5	78.2780838
859	77.96809387
858.5	77.8152771
858	78.0255127
857.5	78.14513397
857	77.98470306
856.5	77.84482574
856	78.0933609
855.5	77.83335114
855	78.14950562
854.5	77.93525696
854	78.11643982
853.5	78.3025589
853	78.19433594
852.5	77.95811462
852	78.04346466
851.5	78.26473236
851	77.85263824
850.5	77.81221771
850	77.74990845
849.5	77.95927429
849	77.86682892
848.5	77.56238556
848	78.06357574
847.5	77.79607391
847	77.64315796
846.5	77.77632904
846	77.74449921
845.5	77.61735535
845	77.58487701
844.5	77.68384552
844	77.73015594
843.5	77.50624847
843	77.63935852
842.5	77.52294922
842	77.42925262
841.5	77.50521088
841	77.20343781
840.5	77.50162506
840	77.48222351
839.5	77.38291168
839	77.36100769
838.5	77.45941162
838	77.24694824
837.5	77.29483032
837	77.2682724
836.5	77.2966156
836	77.39038086
835.5	77.43952942
835	77.27070618
834.5	77.14813232
834	77.05347443
833.5	77.15128326
833	77.01905823
832.5	77.0959549
832	77.13293457
831.5	76.95534515
831	76.93401337
830.5	76.99706268
830	77.05463409
829.5	77.1002655
829	76.85709381
828.5	76.91501617
828	76.81375885
827.5	76.87859344
827	76.81031799
826.5	76.89169312
826	76.73786926
825.5	76.73142242
825	76.65364838
824.5	76.63994598
824	76.62630463
823.5	76.79624176
823	76.64387512
822.5	76.5362854
822	76.62100983
821.5	76.55050659
821	76.55412292
820.5	76.45597839
820	76.52272797
819.5	76.35122681
819	76.34230804
818.5	76.44961548
818	76.39725494
817.5	76.29995728
817	76.32402039
816.5	76.33404541
816	76.30652618
815.5	76.20632172
815	76.25766754
814.5	76.26605988
814	76.17667389
813.5	76.17879486
813	76.13884735
812.5	76.00518799
812	76.02471924
811.5	76.06077576
811	76.04542542
810.5	76.00657654
810	75.96379852
809.5	76.00159454
809	75.92591858
808.5	75.86038971
808	75.98685455
807.5	75.83526611
807	75.82492828
806.5	75.88021088
806	75.77313995
805.5	75.8666153
805	75.74043274
804.5	75.74268341
804	75.68540955
803.5	75.75134277
803	75.72251129
802.5	75.62484741
802	75.68186188
801.5	75.63412476
801	75.55317688
800.5	75.61759949
800	75.52799225
799.5	75.51987457
799	75.45288086
798.5	75.44294739
798	75.44436646
797.5	75.42110443
797	75.41551971
796.5	75.39614105
796	75.35527802
795.5	75.37004852
795	75.27535248
794.5	75.27946472
794	75.27422333
793.5	75.19696045
793	75.17602539
792.5	75.1750412
792	75.13738251
791.5	75.06808472
791	75.10688019
790.5	75.08104706
790	75.11690521
789.5	75.06387329
789	75.03125763
788.5	75.04531097
788	74.96496582
787.5	74.99521637
787	74.95215607
786.5	74.93936157
786	74.89271545
785.5	74.94636536
785	74.92414856
784.5	74.89284515
784	74.85704803
783.5	74.80289459
783	74.77127838
782.5	74.73693848
782	74.71302795
781.5	74.65843201
781	74.73708344
780.5	74.63960266
780	74.61753845
779.5	74.60404205
779	74.58158875
778.5	74.59870911
778	74.54631042
777.5	74.53268433
777	74.5335083
776.5	74.50530243
776	74.50602722
775.5	74.50662231
775	74.36827087
774.5	74.41026306
774	74.41107941
773.5	74.35680389
773	74.3339386
772.5	74.33837128
772	74.26591492
771.5	74.25891113
771	74.27323151
770.5	74.21053314
770	74.21743011
769.5	74.20432281
769	74.21797943
768.5	74.16104126
768	74.17286682
767.5	74.09832764
767	74.11320496
766.5	74.07859039
766	74.12393188
765.5	74.03435516
765	73.97840881
764.5	73.97834778
764	73.96903229
763.5	73.94724274
763	73.97657776
762.5	73.93645477
762	73.90842438
761.5	73.85420227
761	73.84908295
760.5	73.81729889
760	73.79151154
759.5	73.74835968
759	73.75135803
758.5	73.6938858
758	73.71220398
757.5	73.63168335
757	73.68587494
756.5	73.65476227
756	73.5625
755.5	73.57909393
755	73.59492493
754.5	73.5532074
754	73.50811005
753.5	73.4747467
753	73.46879578
752.5	73.42082977
752	73.39608002
751.5	73.43715668
751	73.39006805
750.5	73.31653595
750	73.31958771
749.5	73.3299942
749	73.30568695
748.5	73.30093384
748	73.30264282
747.5	73.2574234
747	73.21691895
746.5	73.20756531
746	73.17274475
745.5	73.14996338
745	73.14998627
744.5	73.14370728
744	73.12921143
743.5	73.13742065
743	73.05953217
742.5	73.02993774
742	73.04789734
741.5	73.05326843
741	73.01563263
740.5	73.02766418
740	72.98257446
739.5	72.95024872
739	72.9021225
738.5	72.93959045
738	72.84531403
737.5	72.85108185
737	72.8360672
736.5	72.80464172
736	72.78643799
735.5	72.75125122
735	72.75283813
734.5	72.73096466
734	72.71199036
733.5	72.72154999
733	72.66836548
732.5	72.67929077
732	72.67630768
731.5	72.62464142
731	72.59967804
730.5	72.59619904
730	72.56684875
729.5	72.58047485
729	72.57792664
728.5	72.57506561
728	72.50052643
727.5	72.47943878
727	72.45343018
726.5	72.4528656
726	72.45146942
725.5	72.42501831
725	72.39025116
724.5	72.40670013
724	72.3463974
723.5	72.38436127
723	72.34908295
