PWO_J11_irr	
607.5	57.65689087
607	57.5815506
606.5	57.51898193
606	57.44686127
605.5	57.36518478
605	57.27399445
604.5	57.21110535
604	57.11732483
603.5	57.02909088
603	56.96408844
602.5	56.90986633
602	56.81892014
601.5	56.73263168
601	56.64520264
600.5	56.55632782
600	56.48705292
599.5	56.4008255
599	56.31423569
598.5	56.24550629
598	56.13576126
597.5	56.05979156
597	55.95256805
596.5	55.86490631
596	55.77967834
595.5	55.69492722
595	55.58775711
594.5	55.51009369
594	55.38765717
593.5	55.31160736
593	55.21882629
592.5	55.11777496
592	55.02622604
591.5	54.91589355
591	54.85419083
590.5	54.75001526
590	54.66156769
589.5	54.55462265
589	54.46834564
588.5	54.37278748
588	54.27897644
587.5	54.1781311
587	54.09684753
586.5	53.9866333
586	53.90406418
585.5	53.82791138
585	53.72712708
584.5	53.64435959
584	53.55283737
583.5	53.45783997
583	53.37599945
582.5	53.28604507
582	53.20077515
581.5	53.10876465
581	53.01408005
580.5	52.97618103
580	52.83079147
579.5	52.74850845
579	52.68622208
578.5	52.59895325
578	52.52965546
577.5	52.44864655
577	52.36396027
576.5	52.27943039
576	52.20075989
575.5	52.11128998
575	52.03872299
574.5	51.94617081
574	51.8703537
573.5	51.81388855
573	51.73596573
572.5	51.64239502
572	51.58618164
571.5	51.48625946
571	51.42031479
570.5	51.33569717
570	51.27483749
569.5	51.22386169
569	51.12189102
568.5	51.06333923
568	50.99943924
567.5	50.93896866
567	50.87047195
566.5	50.80437088
566	50.73698044
565.5	50.66473389
565	50.62407303
564.5	50.55435181
564	50.50318146
563.5	50.41931152
563	50.36461258
562.5	50.31329346
562	50.25279999
561.5	50.15116882
561	50.11014938
560.5	50.02016449
560	49.98583984
559.5	49.94322586
559	49.870121
558.5	49.81058121
558	49.75023651
557.5	49.68867111
557	49.67725754
556.5	49.57855606
556	49.49636459
555.5	49.45198822
555	49.39088058
554.5	49.34033585
554	49.27252197
553.5	49.22914505
553	49.18892288
552.5	49.14004898
552	49.05838776
551.5	48.99462509
551	48.96289825
550.5	48.88738251
550	48.84580994
549.5	48.76313019
549	48.74062729
548.5	48.67677307
548	48.62478256
547.5	48.54771042
547	48.51078796
546.5	48.44932556
546	48.40391159
545.5	48.33852768
545	48.30396271
544.5	48.25968933
544	48.21247864
543.5	48.15033722
543	48.09887695
542.5	48.07160187
542	47.98953629
541.5	47.95542526
541	47.91999817
540.5	47.87903595
540	47.82971954
539.5	47.78559113
539	47.73740005
538.5	47.66257858
538	47.66550827
537.5	47.61211395
537	47.55421448
536.5	47.49874878
536	47.48476028
535.5	47.41065979
535	47.35655212
534.5	47.30600357
534	47.29050827
533.5	47.22789001
533	47.18646622
532.5	47.13718414
532	47.09421539
531.5	47.06576157
531	47.00769043
530.5	46.97735596
530	46.91656113
529.5	46.86751556
529	46.84086227
528.5	46.78513336
528	46.7577858
527.5	46.70281982
527	46.67910767
526.5	46.62000656
526	46.5660553
525.5	46.55460358
525	46.49236298
524.5	46.45375443
524	46.41888809
523.5	46.37459564
523	46.33959961
522.5	46.30865479
522	46.26613998
521.5	46.20846176
521	46.18505859
520.5	46.13422012
520	46.10520172
519.5	46.07382202
519	46.02995682
518.5	45.97932434
518	45.95287323
517.5	45.89942169
517	45.88433838
516.5	45.83555984
516	45.80971527
515.5	45.75863266
515	45.7259407
514.5	45.67744827
514	45.65269852
513.5	45.62872314
513	45.57497787
512.5	45.54482269
512	45.49964905
511.5	45.47447968
511	45.44109726
510.5	45.39814758
510	45.35084534
509.5	45.31878662
509	45.3046608
508.5	45.24901962
508	45.22242737
507.5	45.18599701
507	45.16041565
506.5	45.10835266
506	45.07950592
505.5	45.04211807
505	44.99600983
504.5	44.98085785
504	44.9467392
503.5	44.9315567
503	44.90085602
502.5	44.84866714
502	44.82173157
501.5	44.78027725
501	44.75473785
500.5	44.72535706
500	44.68828201
499.5	44.66689682
499	44.64309692
498.5	44.59608459
498	44.56910706
497.5	44.53355789
497	44.50510788
496.5	44.49213409
496	44.45786285
495.5	44.41383362
495	44.38037872
494.5	44.35540771
494	44.32457733
493.5	44.27625275
493	44.26695251
492.5	44.23034668
492	44.2123642
491.5	44.1661644
491	44.14170837
490.5	44.11960983
490	44.08778
489.5	44.06455612
489	44.03490829
488.5	44.00483704
488	43.96091461
487.5	43.93831635
487	43.90570068
486.5	43.87708282
486	43.84659958
485.5	43.83285522
485	43.78198242
484.5	43.75065994
484	43.75205612
483.5	43.70344162
483	43.66971207
482.5	43.63762283
482	43.62418747
481.5	43.58761215
481	43.5506897
480.5	43.52164078
480	43.4877243
479.5	43.46727753
479	43.42342377
478.5	43.42750168
478	43.38319778
477.5	43.36598969
477	43.32420349
476.5	43.28544617
476	43.25531006
475.5	43.25029755
475	43.22224426
474.5	43.1946907
474	43.16238403
473.5	43.1285553
473	43.12175751
472.5	43.0686264
472	43.05316544
471.5	43.01382828
471	42.98916245
470.5	42.93006516
470	42.94902802
469.5	42.90919495
469	42.87379837
468.5	42.8347702
468	42.8095665
467.5	42.77371216
467	42.75945663
466.5	42.72909927
466	42.69651031
465.5	42.67776871
465	42.63864899
464.5	42.59307861
464	42.60128021
463.5	42.56515884
463	42.51177216
462.5	42.50411224
462	42.4524765
461.5	42.42256546
461	42.41452026
460.5	42.39202499
460	42.35555649
459.5	42.32141113
459	42.30999756
458.5	42.26473999
458	42.23419189
457.5	42.19804382
457	42.1711235
456.5	42.13280487
456	42.10562897
455.5	42.08428955
455	42.03757858
454.5	42.00483322
454	41.98202133
453.5	41.95136642
453	41.92420959
452.5	41.89527512
452	41.86854935
451.5	41.84111404
451	41.7959938
450.5	41.77542496
450	41.73191452
449.5	41.70909119
449	41.65749741
448.5	41.64790726
448	41.61395645
447.5	41.56978607
447	41.55260086
446.5	41.50225067
446	41.49276733
445.5	41.4391861
445	41.41261673
444.5	41.39319229
444	41.34530258
443.5	41.30586624
443	41.28097534
442.5	41.24840927
442	41.21222687
441.5	41.17768478
441	41.14037704
440.5	41.10163498
440	41.07933044
439.5	41.03192139
439	40.99685287
438.5	40.97509384
438	40.95970535
437.5	40.91069794
437	40.88181305
436.5	40.83504486
436	40.79428864
435.5	40.76863098
435	40.7373848
434.5	40.69681549
434	40.65284729
433.5	40.61910629
433	40.56712341
432.5	40.52983856
432	40.52657318
431.5	40.50183105
431	40.43901443
430.5	40.39024734
430	40.38204956
429.5	40.31915283
429	40.30297852
428.5	40.2378273
428	40.19594955
427.5	40.18425751
427	40.14613342
426.5	40.08742523
426	40.06990051
425.5	40.01771927
425	39.97480011
424.5	39.930439
424	39.8842392
423.5	39.83148193
423	39.80564499
422.5	39.75216293
422	39.70957184
421.5	39.66184235
421	39.62785339
420.5	39.60087204
420	39.53758621
419.5	39.49230957
419	39.45182419
418.5	39.41005325
418	39.36360931
417.5	39.32761765
417	39.29656601
416.5	39.22138596
416	39.19009399
415.5	39.15622711
415	39.10387039
414.5	39.0620575
414	39.00733948
413.5	38.94774246
413	38.918396
412.5	38.88227081
412	38.82452393
411.5	38.79486847
411	38.72462845
410.5	38.6905632
410	38.63039017
409.5	38.59873199
409	38.53029633
408.5	38.49104691
408	38.41616058
407.5	38.39470291
407	38.32219696
406.5	38.29096603
406	38.24062347
405.5	38.14862823
405	38.111763
404.5	38.06902313
404	38.03201294
403.5	37.95048141
403	37.91080856
402.5	37.85805511
402	37.7955513
401.5	37.7529335
401	37.69641876
400.5	37.61273193
400	37.5580368
399.5	37.52550507
399	37.45174408
398.5	37.38853073
398	37.34184647
397.5	37.26461029
397	37.20549774
396.5	37.16729736
396	37.07553864
395.5	37.01190567
395	36.9522438
394.5	36.92416382
394	36.8401413
393.5	36.76214981
393	36.70424652
392.5	36.63804626
392	36.5704422
391.5	36.4823494
391	36.42631912
390.5	36.3326149
390	36.28821564
389.5	36.18689346
389	36.11179352
388.5	36.06077957
388	35.97114944
387.5	35.90147781
387	35.79902649
386.5	35.72802734
386	35.63966751
385.5	35.52015305
385	35.46055984
384.5	35.37935638
384	35.28174591
383.5	35.18971634
383	35.09434509
382.5	34.98236847
382	34.84479904
381.5	34.74419022
381	34.66215515
380.5	34.54443359
380	34.44658661
379.5	34.31893158
379	34.1881218
378.5	34.039814
378	33.90166855
377.5	33.77612686
377	33.6244545
376.5	33.49246216
376	33.32377243
375.5	33.1667099
375	32.97118378
374.5	32.80109024
374	32.57047272
373.5	32.39945984
373	32.1985054
372.5	31.97916412
372	31.75088501
371.5	31.48350334
371	31.22952271
370.5	30.93466759
370	30.61214447
369.5	30.29884911
369	29.96617317
368.5	29.6235199
368	29.26544762
367.5	28.86672974
367	28.41151619
366.5	27.9845829
366	27.49985123
365.5	27.00988007
365	26.45060158
364.5	25.86483002
364	25.29295158
363.5	24.7007618
363	24.02144241
362.5	23.34544945
362	22.58724594
361.5	21.8271904
361	21.07198906
360.5	20.25427246
360	19.41976929
359.5	18.55888748
359	17.65906906
358.5	16.72324371
358	15.79617882
357.5	14.83693314
357	13.90653801
356.5	12.93366241
356	11.98115349
355.5	11.01618004
355	10.07583618
354.5	9.15929985
354	8.250418663
353.5	7.401514053
353	6.558834076
352.5	5.772626877
352	5.045845509
351.5	4.35022831
351	3.712156773
350.5	3.150307655
350	2.618054867
349.5	2.165172815
349	1.761217237
348.5	1.413537741
348	1.122215509
347.5	0.866799891
347	0.6621104479
346.5	0.5017718077
346	0.3650555909
345.5	0.2636664212
345	0.1824518144
344.5	0.1282303929
344	0.0850275159
343.5	0.0546879731
343	0.0321476385
342.5	0.0158110485
342	0.0037263024
341.5	0.003318059
341	-0.0013286611
340.5	-0.0034226668
340	-0.007109222
339.5	-0.004692276
339	-0.006828201
338.5	-0.0080480464
338	-0.0073247566
337.5	-0.0061581503
337	-0.0064930762
336.5	-0.0099513736
336	-0.0075754435
335.5	-0.0064880936
335	-0.0063352287
334.5	-0.0097226501
334	-0.0086907204
333.5	-0.0089784954
333	-0.0077600461
332.5	-0.0108965812
332	-0.0087855365
331.5	-0.0084151803
331	-0.0074419542
330.5	-0.0091417972
330	-0.0072310553
329.5	-0.0099791493
329	-0.0066939094
328.5	-0.0084311599
328	-0.0044841031
327.5	-0.0063777845
327	-0.0047848136
326.5	-0.0074318275
326	-0.0078460099
325.5	-0.0067117182
325	-0.0078453245
