PWO_J44_irr	
Wavelength (nm)	%T
900	79.61050415
899.5	77.58840942
899	78.83028412
898.5	76.7754364
898	77.81748199
897.5	77.6473465
897	78.76296997
896.5	77.27832031
896	78.28177643
895.5	78.83708191
895	77.09893799
894.5	77.53170776
894	79.00892639
893.5	76.46865845
893	77.52771759
892.5	77.18403625
892	77.733078
891.5	78.77259064
891	78.03329468
890.5	77.47226715
890	77.45962524
889.5	78.37874603
889	77.58114624
888.5	77.62038422
888	77.5187149
887.5	77.36712646
887	77.34002686
886.5	77.74480438
886	78.12939453
885.5	77.55796051
885	77.57316589
884.5	76.56880188
884	78.24880981
883.5	77.82334137
883	77.50579834
882.5	76.96726227
882	76.9233017
881.5	78.12844849
881	77.50572205
880.5	77.37667847
880	77.68421173
879.5	77.44587708
879	77.29621887
878.5	77.00891113
878	76.81093597
877.5	77.82796478
877	77.91635132
876.5	76.83687592
876	77.19371033
875.5	77.55504608
875	76.93026733
874.5	77.24001312
874	76.94443512
873.5	77.52062225
873	77.30132294
872.5	76.83071136
872	76.92700195
871.5	77.39222717
871	76.6046524
870.5	77.01485443
870	77.76722717
869.5	76.42023468
869	76.35529327
868.5	77.04226685
868	76.65750122
867.5	77.15312958
867	76.12275696
866.5	76.66850281
866	77.01447296
865.5	76.72856903
865	76.60671234
864.5	76.5774765
864	76.64733887
863.5	76.13695526
863	76.71320343
862.5	76.07649231
862	76.2109375
861.5	76.28364563
861	76.00963593
860.5	76.17934418
860	76.30438995
859.5	75.88539886
859	76.23418427
858.5	75.97156525
858	75.99494171
857.5	75.7661438
857	76.22628021
856.5	76.07161713
856	76.22338104
855.5	76.0430069
855	76.12151337
854.5	76.0724411
854	75.86184692
853.5	75.95063782
853	75.50338745
852.5	75.67355347
852	75.58386993
851.5	75.71835327
851	75.62058258
850.5	75.5802536
850	75.51272583
849.5	75.38657379
849	75.50524139
848.5	75.58387756
848	75.60435486
847.5	75.46302032
847	75.58952332
846.5	75.28672028
846	75.38918304
845.5	75.12065887
845	75.389534
844.5	75.06159973
844	75.14112854
843.5	75.1992569
843	75.10170746
842.5	75.19107056
842	75.1234436
841.5	75.07637787
841	75.07928467
840.5	75.07133484
840	74.98456573
839.5	74.95262909
839	74.88100433
838.5	74.83070374
838	74.81131744
837.5	74.75898743
837	74.76700592
836.5	74.67414093
836	74.73139954
835.5	74.6872406
835	74.63867188
834.5	74.68609619
834	74.77414703
833.5	74.54332733
833	74.51280975
832.5	74.6849823
832	74.55471802
831.5	74.6260376
831	74.47814178
830.5	74.45493317
830	74.57162476
829.5	74.45802307
829	74.544487
828.5	74.39890289
828	74.31285095
827.5	74.39685059
827	74.39022827
826.5	74.31169891
826	74.30299377
825.5	74.2776947
825	74.14007568
824.5	74.27947235
824	74.24297333
823.5	74.12908173
823	74.1626358
822.5	74.24082184
822	74.15120697
821.5	74.09443665
821	74.09044647
820.5	74.09832764
820	74.07532501
819.5	74.11304474
819	74.06718445
818.5	74.01373291
818	73.96331787
817.5	73.97529602
817	73.88380432
816.5	73.94255066
816	73.91350555
815.5	73.90470886
815	73.99017334
814.5	73.92012787
814	73.86808777
813.5	73.84747314
813	73.83617401
812.5	73.87236023
812	73.87008667
811.5	73.82421875
811	73.82843781
810.5	73.81520081
810	73.73039246
809.5	73.81902313
809	73.69580078
808.5	73.67765045
808	73.6883316
807.5	73.67045593
807	73.75587463
806.5	73.71775818
806	73.68527222
805.5	73.6140976
805	73.62647247
804.5	73.6479187
804	73.65665436
803.5	73.62267303
803	73.57279968
802.5	73.70480347
802	73.57714844
801.5	73.6237793
801	73.56259918
800.5	73.50624847
800	73.49649811
799.5	73.452034
799	73.48908997
798.5	73.52802277
798	73.43811035
797.5	73.38409424
797	73.470047
796.5	73.33123779
796	73.50304413
795.5	73.40617371
795	73.28148651
794.5	73.37625885
794	73.4100647
793.5	73.31222534
793	73.31440735
792.5	73.29216003
792	73.3914032
791.5	73.32778168
791	73.26046753
790.5	73.23796082
790	73.13712311
789.5	73.1861496
789	73.24032593
788.5	73.25721741
788	73.21024323
787.5	73.22464752
787	73.1673584
786.5	73.1230011
786	73.19651794
785.5	73.09997559
785	73.15581512
784.5	73.06049347
784	73.02470398
783.5	73.05007935
783	73.05459595
782.5	73.01448059
782	73.04139709
781.5	72.97939301
781	73.03298187
780.5	73.00688934
780	73.03272247
779.5	73.00793457
779	73.03806305
778.5	72.93748474
778	72.90971375
777.5	72.91973114
777	72.89216614
776.5	72.88919067
776	72.88420105
775.5	72.89792633
775	72.83326721
774.5	72.77953339
774	72.75859833
773.5	72.78277588
773	72.80825043
772.5	72.85228729
772	72.74030304
771.5	72.77336121
771	72.72762299
770.5	72.72888184
770	72.6707077
769.5	72.67249298
769	72.64785004
768.5	72.6794281
768	72.67719269
767.5	72.64638519
767	72.66133881
766.5	72.65952301
766	72.65531921
765.5	72.56743622
765	72.62743378
764.5	72.57083893
764	72.58641815
763.5	72.53974915
763	72.53981781
762.5	72.56781769
762	72.49205017
761.5	72.5092392
761	72.54453278
760.5	72.4533844
760	72.41970062
759.5	72.47193146
759	72.42105103
758.5	72.4606781
758	72.35150909
757.5	72.36218262
757	72.39743805
756.5	72.33438873
756	72.31092834
755.5	72.33234406
755	72.34786224
754.5	72.27487183
754	72.26612854
753.5	72.24819183
753	72.23683929
752.5	72.23456573
752	72.20724487
751.5	72.19848633
751	72.19077301
750.5	72.16635895
750	72.15938568
749.5	72.13606262
749	72.14006042
748.5	72.08634949
748	72.09200287
747.5	72.08732605
747	72.04690552
746.5	72.09365082
746	72.03022003
745.5	71.98097992
745	72.00473785
744.5	71.9834137
744	71.95942688
743.5	71.9863205
743	71.96479797
742.5	71.99855804
742	71.90073395
741.5	71.8514328
741	71.92385101
740.5	71.89502716
740	71.88180542
739.5	71.83370972
739	71.8420105
738.5	71.83149719
738	71.80646515
737.5	71.79626465
737	71.77542114
736.5	71.73394775
736	71.73239899
735.5	71.74773407
735	71.72220612
734.5	71.70695496
734	71.68190765
733.5	71.69306946
733	71.5858078
732.5	71.63441467
732	71.65114594
731.5	71.63252258
731	71.60266876
730.5	71.57472229
730	71.57215881
729.5	71.56367493
729	71.55823517
728.5	71.50610352
728	71.50130463
727.5	71.45866394
727	71.48073578
726.5	71.46316528
726	71.37568665
725.5	71.42227173
725	71.39564514
