PWO_J11_before	
Wavelength (nm)	%T
900	77.39178467
899.5	75.48014832
899	75.74170685
898.5	75.28197479
898	75.94098663
897.5	76.0606842
897	74.55528259
896.5	75.78848267
896	75.61888885
895.5	75.74794769
895	76.2385025
894.5	75.82767487
894	75.39633179
893.5	75.27503967
893	76.32513428
892.5	75.25857544
892	75.86542511
891.5	75.85429382
891	75.18507385
890.5	76.99671173
890	74.93048096
889.5	75.65657806
889	75.2173996
888.5	75.84338379
888	75.32221985
887.5	75.96640778
887	74.67290497
886.5	75.28578186
886	74.59545135
885.5	75.90349579
885	75.02142334
884.5	75.02772522
884	75.65405273
883.5	75.77264404
883	75.27314758
882.5	76.45687866
882	77.16722107
881.5	75.04053497
881	75.90329742
880.5	75.70150757
880	75.34086609
879.5	75.40512085
879	75.20998383
878.5	76.79212189
878	76.34754944
877.5	75.60183716
877	75.76191711
876.5	75.56913757
876	75.24636078
875.5	75.38988495
875	75.60390472
874.5	75.17153168
874	75.2830658
873.5	75.61859894
873	74.40885162
872.5	75.1823349
872	75.54537964
871.5	75.21146393
871	75.28556061
870.5	75.40834808
870	75.76591492
869.5	75.33556366
869	75.70703125
868.5	75.42725372
868	75.31181335
867.5	75.43827057
867	75.23332214
866.5	74.9793396
866	75.93981934
865.5	74.93053436
865	75.60338593
864.5	75.38897705
864	75.23634338
863.5	75.28780365
863	75.42372894
862.5	75.05841064
862	75.5255127
861.5	74.86824036
861	75.05252075
860.5	75.16197205
860	75.55294037
859.5	75.50777435
859	74.79243469
858.5	75.11712646
858	75.56800079
857.5	75.61449432
857	74.98910522
856.5	74.95159149
856	75.28594971
855.5	75.13990784
855	75.49115753
854.5	74.85572052
854	75.4079361
853.5	75.08704376
853	75.06346893
852.5	75.10569
852	75.07046509
851.5	75.11138153
851	75.35284424
850.5	75.07611847
850	74.75989532
849.5	75.16584015
849	75.15403748
848.5	75.05499268
848	75.12140656
847.5	74.99983978
847	74.84886932
846.5	75.03622437
846	74.96710205
845.5	75.11688995
845	74.96499634
844.5	74.97821808
844	74.75122833
843.5	74.93031311
843	74.8950882
842.5	75.02450562
842	75.01182556
841.5	75.12942505
841	74.94483948
840.5	74.8591156
840	74.87242126
839.5	74.91001892
839	74.87693787
838.5	74.88986969
838	74.86807251
837.5	74.97806549
837	74.74845123
836.5	74.46936798
836	74.85944366
835.5	74.85644531
835	74.66603088
834.5	74.73565674
834	74.84541321
833.5	74.92197418
833	74.88186646
832.5	74.78265381
832	74.66309357
831.5	74.73818207
831	74.85527039
830.5	74.86194611
830	74.61643219
829.5	74.74221802
829	74.75119781
828.5	74.68491364
828	74.57910919
827.5	74.61006927
827	74.62392426
826.5	74.49856567
826	74.6203537
825.5	74.58866882
825	74.56471252
824.5	74.54341125
824	74.60852051
823.5	74.51947021
823	74.53096008
822.5	74.44915771
822	74.42047119
821.5	74.50933838
821	74.33040619
820.5	74.47280884
820	74.30254364
819.5	74.43460083
819	74.47057343
818.5	74.2931366
818	74.26854706
817.5	74.30322266
817	74.29740143
816.5	74.26928711
816	74.33805847
815.5	74.1957016
815	74.20627594
814.5	74.24568176
814	74.23580933
813.5	74.22476196
813	74.19385529
812.5	74.19402313
812	74.20336914
811.5	74.11665344
811	74.09457397
810.5	74.10162354
810	74.13702393
809.5	74.07159424
809	74.10866547
808.5	74.02456665
808	74.11819458
807.5	74.05597687
807	74.08776855
806.5	74.13764954
806	74.04389191
805.5	74.01993561
805	74.10075378
804.5	73.95995331
804	74.01366425
803.5	74.03580475
803	74.02396393
802.5	73.97506714
802	74.00483704
801.5	74.01213837
801	73.88756561
800.5	73.92993927
800	73.93437958
799.5	73.92424011
799	73.88339233
798.5	73.82543182
798	73.87586975
797.5	73.85348511
797	73.81380463
796.5	73.81962585
796	73.83944702
795.5	73.87766266
795	73.77718353
794.5	73.85691071
794	73.80561066
793.5	73.7713623
793	73.7512207
792.5	73.78139496
792	73.78914642
791.5	73.76965332
791	73.73419189
790.5	73.72912598
790	73.75532532
789.5	73.72029114
789	73.72119141
788.5	73.74523926
788	73.76264954
787.5	73.73750305
787	73.6676178
786.5	73.65055847
786	73.67388916
785.5	73.68470764
785	73.66726685
784.5	73.65747833
784	73.72093201
783.5	73.68753052
783	73.60601807
782.5	73.62546539
782	73.69213104
781.5	73.66104126
781	73.5761261
780.5	73.6057663
780	73.55452728
