PWO_J44_before	
Wavelength (nm)	%T
900	79.95010376
899.5	79.11766052
899	79.11928558
898.5	79.24230957
898	79.91526794
897.5	78.84942627
897	78.28688049
896.5	81.01470947
896	78.7752533
895.5	79.59157562
895	78.38299561
894.5	80.08342743
894	76.85024261
893.5	78.5401535
893	79.22179413
892.5	78.04517365
892	78.22637939
891.5	78.62728882
891	79.40254974
890.5	79.66782379
890	78.28520203
889.5	78.63648224
889	78.30534363
888.5	78.30185699
888	78.97958374
887.5	78.93093109
887	77.54169464
886.5	77.75389862
886	77.68495941
885.5	78.150383
885	77.54875183
884.5	78.06134796
884	78.99676514
883.5	78.23009491
883	79.31547546
882.5	78.57298279
882	78.50769043
881.5	77.41223145
881	78.69041443
880.5	78.97581482
880	78.14936829
879.5	77.82843781
879	77.13858032
878.5	78.44374847
878	77.93048859
877.5	78.12497711
877	78.17075348
876.5	78.44062805
876	77.73812866
875.5	78.06622314
875	78.43652344
874.5	77.55039215
874	77.50585175
873.5	78.26324463
873	76.64150238
872.5	77.43396759
872	77.23542786
871.5	77.6235733
871	76.74416351
870.5	77.96884918
870	77.11937714
869.5	77.65603638
869	77.11457062
868.5	77.41384888
868	77.02285767
867.5	77.26251221
867	77.44986725
866.5	76.84520721
866	77.17708588
865.5	77.04748535
865	77.86168671
864.5	77.6648941
864	76.94670105
863.5	77.33518219
863	77.31620789
862.5	77.13801575
862	77.10902405
861.5	76.83835602
861	76.4575119
860.5	76.74436951
860	76.9308548
859.5	76.90696716
859	76.64990997
858.5	76.77662659
858	76.82866669
857.5	77.15010071
857	76.34539795
856.5	76.28035736
856	76.746315
855.5	76.65297699
855	76.9146347
854.5	76.42668915
854	76.72758484
853.5	76.46337891
853	76.31466675
852.5	76.38761902
852	76.64123535
851.5	76.55484772
851	76.51852417
850.5	76.39431
850	76.12374115
849.5	76.43461609
849	76.44216156
848.5	76.27738953
848	76.24541473
847.5	76.20159149
847	76.02159882
846.5	75.96747589
846	76.37071228
845.5	76.04218292
845	76.06427765
844.5	75.90209198
844	76.03302765
843.5	75.91765594
843	75.80606079
842.5	75.91557312
842	75.9015274
841.5	75.78265381
841	75.94799042
840.5	75.95684814
840	75.71744537
839.5	75.72692871
839	75.67818451
838.5	75.76158905
838	75.75250244
837.5	75.71770477
837	75.66181183
836.5	75.54206848
836	75.77347565
835.5	75.52285767
835	75.60529327
834.5	75.5814743
834	75.54540253
833.5	75.57324982
833	75.63096619
832.5	75.43582153
832	75.4013443
831.5	75.46652985
831	75.47133636
830.5	75.45535278
830	75.41411591
829.5	75.44919586
829	75.44509888
828.5	75.39090729
828	75.3813324
827.5	75.39282227
827	75.45081329
826.5	75.30399323
826	75.31020355
825.5	75.26268005
825	75.22569275
824.5	75.26070404
824	75.2355957
823.5	75.24306488
823	75.19642639
822.5	75.22311401
822	75.22850037
821.5	75.21199799
821	75.13672638
820.5	75.16516113
820	75.11656952
819.5	75.15649414
819	75.25540924
818.5	75.09900665
818	75.07263184
817.5	75.0839386
817	75.07609558
816.5	75.02645874
816	75.07107544
815.5	75.0111618
815	74.97573853
814.5	75.02022552
814	74.96447754
813.5	74.98881531
813	74.99671936
812.5	75.00341797
812	74.95296478
811.5	74.89716339
811	74.94741821
810.5	74.89804077
810	74.89614868
809.5	74.88713837
809	74.88920593
808.5	74.88085175
808	74.91480255
807.5	74.89117432
807	74.8708725
806.5	74.90914917
806	74.80303192
805.5	74.87844086
805	74.79881287
804.5	74.78203583
804	74.77210999
803.5	74.86448669
803	74.84783936
802.5	74.85274506
802	74.75779724
801.5	74.75506592
801	74.75969696
800.5	74.72066498
800	74.66304016
799.5	74.67520142
799	74.70087433
798.5	74.65411377
798	74.65113831
797.5	74.64134979
797	74.64273834
796.5	74.65374756
796	74.66635132
795.5	74.69446564
795	74.60195923
794.5	74.72689819
794	74.60678864
793.5	74.69389343
793	74.58745575
792.5	74.54965973
792	74.62649536
791.5	74.59076691
791	74.62339783
790.5	74.58975983
790	74.52726746
789.5	74.54199219
789	74.4930191
788.5	74.5198822
788	74.5044632
787.5	74.51030731
787	74.44171906
786.5	74.45489502
786	74.44032288
785.5	74.43525696
785	74.51740265
784.5	74.50070953
784	74.48309326
783.5	74.46408081
783	74.46147919
782.5	74.39560699
782	74.37414551
781.5	74.43125916
781	74.40937805
780.5	74.38388824
780	74.36061096
779.5	74.39539337
779	74.35243225
778.5	74.33561707
778	74.33953094
777.5	74.36293793
777	74.31896973
776.5	74.33261871
776	74.30225372
775.5	74.27116394
775	74.25450897
774.5	74.26802063
774	74.23661804
773.5	74.2567215
773	74.25398254
772.5	74.21491241
772	74.23435211
771.5	74.18516541
771	74.27179718
770.5	74.24486542
770	74.22028351
769.5	74.15481567
769	74.20278168
768.5	74.17237854
768	74.1031723
767.5	74.14659882
767	74.09152985
766.5	74.12023926
766	74.11164856
765.5	74.12045288
765	74.13751984
764.5	74.09492493
764	74.08031464
763.5	74.10886383
763	74.06163025
762.5	74.06204224
762	74.04619598
761.5	74.03612518
761	73.97984314
760.5	74.01719666
760	74.02435303
759.5	74.01644897
759	73.92696381
758.5	73.93125916
758	73.9799881
757.5	73.91129303
757	73.92137909
756.5	73.90423584
756	73.87739563
755.5	73.93015289
755	73.8950882
754.5	73.89971924
754	73.87310791
753.5	73.83203888
753	73.8030777
752.5	73.73340607
752	73.82630157
751.5	73.8514328
751	73.79866791
750.5	73.76570129
750	73.77219391
749.5	73.73416901
749	73.71099854
748.5	73.7305603
748	73.77391815
747.5	73.71851349
747	73.64762115
746.5	73.68558502
746	73.68717194
745.5	73.68110657
745	73.66536713
744.5	73.65814209
744	73.63050842
743.5	73.63417053
743	73.56012726
742.5	73.63577271
742	73.57933807
741.5	73.59511566
741	73.55557251
740.5	73.5209198
740	73.52267456
739.5	73.51856995
739	73.48628998
738.5	73.49182892
738	73.50437164
737.5	73.48069763
737	73.48410034
736.5	73.4388504
736	73.46433258
735.5	73.45571899
735	73.43055725
734.5	73.38830566
734	73.37327576
733.5	73.38934326
733	73.3629303
732.5	73.34560394
732	73.34365082
731.5	73.31936646
731	73.30244446
730.5	73.28118896
730	73.27682495
729.5	73.26683044
729	73.25685883
728.5	73.23130035
728	73.18543243
727.5	73.20729828
727	73.19511414
726.5	73.19377136
726	73.19551849
725.5	73.18996429
725	73.14751434
724.5	73.11814117
724	73.0967865
723.5	73.09854889
723	73.09676361
722.5	73.08400726
722	73.05769348
721.5	73.0369873
721	73.04266357
720.5	73.04443359
720	73.01499939
719.5	72.98712158
719	72.95608521
718.5	72.95394135
718	72.97034454
717.5	72.94096375
717	72.91603851
716.5	72.93151855
716	72.89653778
715.5	72.85954285
715	72.86716461
714.5	72.83297729
714	72.84213257
713.5	72.82240295
713	72.81665802
712.5	72.77629089
712	72.75322723
711.5	72.74119568
711	72.75186157
710.5	72.72536469
710	72.72805786
709.5	72.69599152
709	72.67401886
708.5	72.67312622
708	72.65244293
707.5	72.64967346
707	72.62997437
706.5	72.6080246
706	72.58803558
705.5	72.59293365
705	72.51491547
704.5	72.53302002
704	72.51512146
703.5	72.48356628
703	72.49383545
702.5	72.47037506
702	72.43534851
701.5	72.44309998
701	72.42565918
700.5	72.39749146
700	72.39270782
699.5	72.32722473
699	72.3510437
698.5	72.3611145
698	72.32305145
697.5	72.3008728
697	72.27747345
696.5	72.27084351
696	72.29255676
695.5	72.26092529
695	72.19229126
694.5	72.19509125
694	72.21123505
693.5	72.17054749
693	72.14389801
