PWO_J37_irr	
Wavelength (nm)	%T
900	81.98882294
899.5	82.4822464
899	83.87943268
898.5	82.78474426
898	83.9420166
897.5	82.87985229
897	82.66815186
896.5	83.01717377
896	82.93997955
895.5	83.26338196
895	81.56668854
894.5	84.18754578
894	82.48927307
893.5	82.43649292
893	82.95155334
892.5	81.7228241
892	80.98279572
891.5	80.44521332
891	81.48565674
890.5	81.4890976
890	81.95529938
889.5	81.79364014
889	82.47772217
888.5	82.08251953
888	80.76164246
887.5	81.56073761
887	82.47911072
886.5	80.87554169
886	81.89702606
885.5	82.81253815
885	81.67004395
884.5	81.58184052
884	81.50212097
883.5	82.02994537
883	82.5586319
882.5	81.64055634
882	81.26407623
881.5	81.87498474
881	81.57097626
880.5	81.98858643
880	81.30805206
879.5	81.3151474
879	81.95252228
878.5	81.78513336
878	81.53689575
877.5	81.02332306
877	80.54429626
876.5	80.74481201
876	80.91273499
875.5	81.31448364
875	81.10173035
874.5	81.05295563
874	80.95484924
873.5	80.90287781
873	80.68500519
872.5	81.01557159
872	80.65279388
871.5	80.21536255
871	81.14181519
870.5	80.42554474
870	80.16034698
869.5	80.50900269
869	80.77758789
868.5	80.38289642
868	79.70603943
867.5	81.08426666
867	80.33345032
866.5	81.10530853
866	80.77212524
865.5	80.55721283
865	80.10108185
864.5	80.51679993
864	80.57129669
863.5	80.71279907
863	80.69740295
862.5	80.80914307
862	79.94064331
861.5	80.0621109
861	80.47148895
860.5	80.11410522
860	80.00487518
859.5	80.25813293
859	79.89110565
858.5	79.76498413
858	79.9232254
857.5	80.23726654
857	80.67359924
856.5	80.1840744
856	80.3978653
855.5	80.25589752
855	80.09828186
854.5	79.96700287
854	80.23381805
853.5	80.32646942
853	80.35014343
852.5	80.07491302
852	80.01644897
851.5	80.15846252
851	80.24063873
850.5	80.08529663
850	80.0748291
849.5	80.08528137
849	79.96734619
848.5	80.03240204
848	80.2349472
847.5	80.11121368
847	79.95604706
846.5	80.12869263
846	79.99517822
845.5	80.21089172
845	80.18628693
844.5	80.10356903
844	80.20417023
843.5	80.02835846
843	80.21343231
842.5	79.9596405
842	79.97717285
841.5	80.13399506
841	79.85389709
840.5	80.0595932
840	80.05285645
839.5	79.81394196
839	79.88669586
838.5	80.12246704
838	79.81438446
837.5	79.81330109
837	79.78534698
836.5	79.79666901
836	79.94216919
835.5	79.90416718
835	79.81069183
834.5	79.7512207
834	79.74102783
833.5	79.67206573
833	79.54498291
832.5	79.6883316
832	79.63256073
831.5	79.63026428
831	79.55530548
830.5	79.56385803
830	79.53027344
829.5	79.57444
829	79.51274872
828.5	79.56802368
828	79.40840149
827.5	79.39933777
827	79.41392517
826.5	79.38854218
826	79.21685791
825.5	79.29225922
825	79.19278717
824.5	79.23134613
824	79.20492554
823.5	79.22635651
823	79.12221527
822.5	79.08709717
822	79.02683258
821.5	79.06310272
821	78.91634369
