PWO_J15_before	
Wavelength (nm)	%T
900	80.06803894
899.5	78.6227417
899	80.23854828
898.5	79.32891083
898	81.03567505
897.5	80.16201782
897	79.68457031
896.5	79.3523941
896	79.54293823
895.5	79.45265198
895	79.83675385
894.5	81.12644196
894	80.31581116
893.5	80.82300568
893	81.2861557
892.5	80.7097168
892	79.34482574
891.5	80.25172424
891	78.95141602
890.5	81.38395691
890	79.20509338
889.5	81.47382355
889	80.87888336
888.5	79.93732452
888	80.03591156
887.5	80.69181824
887	78.93939209
886.5	79.09199524
886	79.18612671
885.5	79.95887756
885	79.39774323
884.5	79.49666595
884	80.90151215
883.5	80.57476044
883	80.41192627
882.5	80.16835785
882	80.77345276
881.5	79.28761292
881	80.50879669
880.5	80.62581635
880	79.87408447
879.5	79.68215942
879	79.29307556
878.5	80.69877625
878	80.26286316
877.5	79.28126526
877	80.38802338
876.5	79.77996826
876	79.65431976
875.5	80.18778992
875	80.20684052
874.5	80.24443817
874	79.40371704
873.5	79.89100647
873	79.17281342
872.5	79.85417938
872	79.80704498
871.5	79.5164032
871	78.69969177
870.5	79.94425201
870	79.80778503
869.5	79.89002991
869	80.22821808
868.5	79.69780731
868	79.7635498
867.5	79.62760925
867	79.48639679
866.5	79.50901794
866	79.71086121
865.5	79.52593994
865	80.44284058
864.5	80.22827148
864	79.39632416
863.5	79.939888
863	79.96658325
862.5	79.36980438
862	79.74675751
861.5	79.20708466
861	78.97292328
860.5	79.32699585
860	79.8764801
859.5	79.42793274
859	79.50037384
858.5	79.57411194
858	79.42021179
857.5	79.8853302
857	79.37612152
856.5	79.0123291
856	79.61138153
855.5	79.90192413
855	79.40329742
854.5	79.20663452
854	79.57077789
853.5	79.27378082
853	79.19700623
852.5	79.37164307
852	79.25491333
851.5	79.38768005
851	79.29969788
850.5	79.24691772
850	79.03993988
849.5	79.31884766
849	79.17694092
848.5	79.07923126
848	79.03233337
847.5	79.03191376
847	79.07699585
846.5	78.93239594
846	79.1111145
845.5	79.01403046
845	78.8890686
844.5	78.79479218
844	78.91929626
843.5	78.84217072
843	78.66493225
842.5	78.77310181
842	78.76743317
841.5	78.83184052
841	78.74139404
840.5	78.83768463
840	78.72691345
839.5	78.68983459
839	78.74258423
838.5	78.73158264
838	78.53858185
837.5	78.72972107
837	78.67691803
836.5	78.48994446
836	78.62588501
835.5	78.45656586
835	78.51999664
834.5	78.61112976
834	78.61239624
833.5	78.51292419
833	78.58822632
832.5	78.49288177
832	78.46998596
831.5	78.4920578
831	78.53272247
830.5	78.42020416
830	78.32904816
829.5	78.59489441
829	78.45902252
828.5	78.47451782
828	78.52560425
827.5	78.37675476
827	78.37911224
826.5	78.31711578
826	78.29478455
825.5	78.25893402
825	78.31331635
824.5	78.30856323
824	78.32670593
823.5	78.27275085
823	78.26226807
822.5	78.39141083
822	78.2770462
821.5	78.28520203
821	78.23709869
820.5	78.23623657
820	78.20714569
819.5	78.33629608
819	78.1741333
818.5	78.14634705
818	78.05049896
817.5	78.12673187
817	78.16902161
816.5	78.14134979
816	78.18761444
815.5	78.13300323
815	78.08703613
814.5	78.13565063
814	78.078125
813.5	78.1235733
813	78.13264465
812.5	77.97970581
812	78.02439117
811.5	78.029953
811	77.97454071
810.5	77.97678375
810	77.93898773
809.5	77.97623444
809	78.02367401
808.5	78.00827026
808	77.91767883
807.5	77.85951233
807	77.83403015
806.5	78.04402924
806	77.88814545
805.5	77.83779144
805	77.96888733
804.5	77.88021851
804	77.83431244
803.5	77.94419098
803	77.83507538
802.5	77.87865448
802	77.8287735
801.5	77.8588562
801	77.82720184
800.5	77.71643829
800	77.77593231
799.5	77.82939148
799	77.70230103
798.5	77.7803421
798	77.75918579
797.5	77.68751526
797	77.65544891
796.5	77.72398376
796	77.64063263
795.5	77.6831131
795	77.70230103
794.5	77.68286133
794	77.66204834
793.5	77.64108276
793	77.54978943
792.5	77.57369995
792	77.55034637
791.5	77.55638123
791	77.58181
790.5	77.4616394
790	77.53945923
789.5	77.560112
789	77.52262878
788.5	77.50531769
788	77.47180176
787.5	77.4715271
787	77.46206665
786.5	77.50912476
786	77.45199585
785.5	77.4172821
785	77.44741058
784.5	77.41464996
784	77.46653748
783.5	77.46580505
783	77.41213989
782.5	77.42761993
782	77.37450409
781.5	77.42989349
781	77.34873199
780.5	77.35112762
780	77.3866806
779.5	77.38973236
779	77.37782288
778.5	77.3404007
778	77.31616211
777.5	77.33607483
777	77.29812622
776.5	77.29072571
776	77.33305359
775.5	77.27703094
775	77.28318024
774.5	77.23607635
774	77.24024963
773.5	77.20262146
773	77.23548126
772.5	77.2318573
772	77.18936157
771.5	77.18575287
771	77.25965118
770.5	77.24804688
770	77.19837189
769.5	77.18305969
769	77.16883087
768.5	77.12602234
768	77.16413116
767.5	77.14411926
767	77.11397552
766.5	77.1071701
766	77.11776733
765.5	77.06482697
765	77.17880249
764.5	77.11489868
764	77.06695557
763.5	77.13387299
763	77.09674072
762.5	77.05113983
762	77.10116577
761.5	77.06691742
761	77.07125854
760.5	77.00308228
760	77.04649353
759.5	77.02722168
759	76.98684692
758.5	76.99516296
758	77.04682922
757.5	76.97271729
757	77.00510406
756.5	76.95902252
756	76.88308716
755.5	76.9921875
755	77.00552368
754.5	76.98313904
754	76.99565887
753.5	76.90522003
753	76.87413788
752.5	76.91287994
752	76.91566467
751.5	76.96195221
751	76.93518066
750.5	76.90635681
750	76.89703369
749.5	76.86725616
749	76.88854218
748.5	76.85531616
748	76.84844971
747.5	76.86624908
747	76.80686188
746.5	76.79679108
746	76.8507843
745.5	76.82766724
745	76.77493286
744.5	76.79258728
744	76.78420258
743.5	76.77809143
743	76.77263641
742.5	76.7379303
742	76.74886322
741.5	76.78738403
741	76.71812439
740.5	76.68981934
740	76.71621704
739.5	76.72554016
739	76.68293762
738.5	76.66775513
738	76.72245026
737.5	76.67298889
737	76.6949234
736.5	76.66120911
736	76.66228485
735.5	76.66419983
735	76.60903168
734.5	76.62641144
734	76.64900208
733.5	76.64862061
733	76.54838562
732.5	76.58820343
732	76.59819794
731.5	76.57675934
731	76.59092712
730.5	76.56941986
730	76.58450317
729.5	76.59423065
729	76.57653046
728.5	76.5504837
728	76.52355194
727.5	76.5707016
727	76.54257965
726.5	76.54029083
726	76.54122925
725.5	76.52196503
725	76.47226715
724.5	76.52128601
724	76.49594879
723.5	76.53541565
723	76.50317383
722.5	76.51512909
722	76.47669983
721.5	76.45110321
721	76.45662689
720.5	76.44020081
720	76.47021484
719.5	76.44471741
719	76.42141724
718.5	76.4461441
718	76.43539429
717.5	76.45310974
717	76.41118622
716.5	76.45401001
716	76.43038177
715.5	76.3891449
715	76.39015961
714.5	76.38973236
714	76.38808441
713.5	76.37467194
713	76.38943481
712.5	76.37450409
712	76.36014557
711.5	76.32408905
711	76.34075928
710.5	76.35335541
710	76.35362244
709.5	76.30789948
709	76.32778931
708.5	76.32940674
708	76.33447266
707.5	76.33248901
707	76.3160553
706.5	76.29584503
706	76.30867004
705.5	76.30872345
705	76.23840332
704.5	76.25492096
704	76.27160645
703.5	76.24447632
703	76.23731232
702.5	76.27570343
702	76.23739624
701.5	76.24895477
701	76.25050354
700.5	76.26129913
700	76.22436523
699.5	76.18752289
699	76.20620728
698.5	76.2093277
698	76.2071991
697.5	76.17677307
697	76.1541214
696.5	76.2133255
696	76.16072083
695.5	76.16737366
695	76.15556335
694.5	76.18406677
694	76.18418121
693.5	76.16809845
693	76.1681366
692.5	76.1494751
692	76.17224121
691.5	76.14564514
691	76.15072632
690.5	76.12679291
690	76.14782715
689.5	76.13444519
689	76.12500763
688.5	76.1001358
688	76.11607361
687.5	76.10627747
687	76.08919525
686.5	76.10414886
686	76.09355164
685.5	76.07762909
685	76.05050659
684.5	76.04962158
684	76.05312347
683.5	76.03784943
683	76.03251648
682.5	76.02578735
682	76.03560638
681.5	76.0200882
681	76.00475311
680.5	76.01180267
680	76.00271606
679.5	76.02580261
679	75.99923706
678.5	75.98052216
678	75.98603821
677.5	75.97595215
677	75.96340179
676.5	75.95293427
676	75.95326233
675.5	75.91796875
675	75.91900635
674.5	75.90583038
674	75.89850616
673.5	75.90922546
673	75.89570618
672.5	75.87139893
672	75.86425781
671.5	75.86360931
671	75.85566711
670.5	75.83000946
670	75.81554413
669.5	75.85292053
669	75.80992126
668.5	75.80748749
668	75.79651642
667.5	75.79550171
667	75.79942322
666.5	75.79003906
666	75.75247192
665.5	75.72910309
665	75.721138
664.5	75.71375275
664	75.7097702
663.5	75.68626404
663	75.69654846
662.5	75.68926239
662	75.65639496
661.5	75.66231537
661	75.60821533
660.5	75.60569763
660	75.58494568
659.5	75.60134888
659	75.56287384
658.5	75.53981781
658	75.53048706
657.5	75.53375244
657	75.52443695
656.5	75.48965454
656	75.46508789
655.5	75.46893311
655	75.43903351
654.5	75.44728851
654	75.39733124
653.5	75.39293671
653	75.39894867
652.5	75.37786865
652	75.36322021
651.5	75.34552002
651	75.30872345
650.5	75.30162048
650	75.25971985
649.5	75.20005035
649	75.16941071
648.5	75.17365265
648	75.14091492
647.5	75.14481354
647	75.11249542
646.5	75.09779358
646	75.0756073
645.5	75.0488205
645	75.00409698
644.5	74.98284912
644	74.96655273
643.5	74.92687988
643	74.9090271
642.5	74.87631989
642	74.84085846
641.5	74.80134583
641	74.7851944
640.5	74.77890015
640	74.72941589
639.5	74.69347382
639	74.66977692
638.5	74.64805603
638	74.61650085
637.5	74.56420898
637	74.56363678
636.5	74.5242691
636	74.51145935
635.5	74.44911194
635	74.4225769
634.5	74.38185883
634	74.35459137
633.5	74.3321991
633	74.2935791
632.5	74.27059174
632	74.24797821
631.5	74.20200348
631	74.19301605
630.5	74.16621399
630	74.12107849
629.5	74.10103607
629	74.07148743
628.5	74.03325653
628	74.001297
627.5	73.94947815
627	73.9278717
626.5	73.92113495
626	73.88988495
625.5	73.8658371
625	73.82430267
624.5	73.82022095
624	73.77986145
623.5	73.74001312
623	73.72979736
622.5	73.69911957
622	73.66815186
621.5	73.64901733
621	73.62067413
620.5	73.592659
620	73.57672882
619.5	73.54979706
619	73.51707458
618.5	73.53094482
618	73.51413727
617.5	73.47937012
617	73.45799255
616.5	73.44857788
616	73.43857574
615.5	73.40525055
615	73.38077545
614.5	73.37698364
614	73.34882355
613.5	73.33129883
613	73.30644989
612.5	73.3044281
612	73.28131104
611.5	73.27884674
611	73.23052216
610.5	73.21865845
610	73.20479584
609.5	73.15786743
609	73.1505127
608.5	73.13611603
608	73.12004852
607.5	73.12326813
607	73.07010651
606.5	73.07229614
606	73.05107117
605.5	73.02268982
605	73.02114868
604.5	72.98701477
604	72.94672394
603.5	72.91423035
603	72.87538147
602.5	72.86013031
602	72.83441162
601.5	72.81266785
601	72.68631744
600.5	72.6728363
600	72.67456055
599.5	72.65866089
599	72.62919617
598.5	72.57788086
598	72.5562439
597.5	72.49241638
597	72.47190857
596.5	72.42804718
596	72.38610077
595.5	72.30800629
595	72.28968048
594.5	72.25769806
594	72.21569824
593.5	72.15565491
593	72.09953308
592.5	72.02315521
592	72.003479
591.5	71.9546051
591	71.90713501
590.5	71.84285736
590	71.79946136
589.5	71.74564362
589	71.64019012
588.5	71.61201477
588	71.52999878
587.5	71.53118896
587	71.48962402
586.5	71.44946289
586	71.37910461
585.5	71.34947968
585	71.3041687
584.5	71.25036621
584	71.20476532
583.5	71.15473175
583	71.11113739
582.5	71.06604004
582	71.01392365
581.5	70.97561646
581	70.91732788
580.5	70.88474274
580	70.82583618
579.5	70.79291534
579	70.75466919
578.5	70.7314682
578	70.688591
577.5	70.66734314
577	70.58597565
576.5	70.56440735
576	70.5009079
575.5	70.47307587
575	70.44260406
574.5	70.38346863
574	70.34524536
573.5	70.32063293
573	70.28427124
572.5	70.27045441
572	70.21394348
571.5	70.17292786
571	70.15583801
570.5	70.14344025
570	70.11103821
569.5	70.07620239
569	70.03866577
568.5	70.0200882
568	69.96540833
567.5	69.95140076
567	69.89987183
566.5	69.88294983
566	69.85897064
565.5	69.84075165
565	69.78655243
564.5	69.78886414
564	69.74731445
563.5	69.70697784
563	69.68829346
562.5	69.66835022
562	69.64857483
561.5	69.63259888
561	69.59608459
560.5	69.60022736
560	69.59431458
559.5	69.55282593
559	69.5063858
558.5	69.50565338
558	69.49249268
557.5	69.47602844
557	69.42666626
556.5	69.37903595
556	69.36726379
555.5	69.37345886
555	69.32823944
554.5	69.29875946
554	69.26052856
553.5	69.24692535
553	69.23342896
552.5	69.18813324
552	69.18553925
551.5	69.17448425
551	69.1195755
550.5	69.10522461
550	69.08924866
549.5	69.04052734
549	69.04496765
548.5	68.99208069
548	68.99687195
547.5	68.949646
547	68.93834686
546.5	68.8915863
546	68.84659576
545.5	68.86069489
545	68.85015869
544.5	68.84893799
544	68.81099701
543.5	68.76498413
543	68.75005341
542.5	68.72886658
542	68.71311188
541.5	68.71352386
541	68.69476318
540.5	68.68667603
540	68.64388275
539.5	68.62151337
539	68.63433838
538.5	68.57875824
538	68.55181122
537.5	68.53308868
537	68.52378082
536.5	68.50840759
536	68.47689819
535.5	68.43612671
535	68.43870544
534.5	68.38089752
534	68.38110352
533.5	68.35826111
533	68.3433075
532.5	68.30919647
532	68.28919983
531.5	68.27848053
531	68.24252319
530.5	68.20593262
530	68.20098877
529.5	68.14833069
529	68.1366272
528.5	68.08601379
528	68.08364868
527.5	68.07382965
527	68.05075836
526.5	68.00805664
526	68.00887299
525.5	67.98049927
525	67.93270111
524.5	67.92388916
524	67.88470459
523.5	67.83331299
523	67.84121704
522.5	67.80606079
522	67.79499817
521.5	67.77830505
521	67.72816467
520.5	67.70819092
520	67.70916748
519.5	67.67900848
519	67.6418457
518.5	67.6341095
518	67.58481598
517.5	67.57302856
517	67.53465271
516.5	67.51819611
516	67.48146057
515.5	67.45474243
515	67.4345932
514.5	67.44859314
514	67.41822052
513.5	67.38330078
513	67.35836029
512.5	67.33733368
512	67.304039
511.5	67.28214264
511	67.23149109
510.5	67.1906662
510	67.19429016
509.5	67.15822601
509	67.12133026
508.5	67.09707642
508	67.08789825
507.5	67.06336975
507	67.02777863
506.5	67.0065155
506	66.98498535
505.5	66.92290497
505	66.93296814
504.5	66.88890076
504	66.8610611
503.5	66.84335327
503	66.81272888
502.5	66.79038239
502	66.75496674
501.5	66.72413635
501	66.70454407
500.5	66.6914978
500	66.63916779
499.5	66.61976624
499	66.59436035
498.5	66.56846619
498	66.53679657
497.5	66.52510071
497	66.47187805
496.5	66.45133209
496	66.44992828
495.5	66.39577484
495	66.36271667
494.5	66.36643982
494	66.32987976
493.5	66.29933929
493	66.26673126
492.5	66.22683716
492	66.18642426
491.5	66.17518616
491	66.134552
490.5	66.11193848
490	66.08776093
489.5	66.0484848
489	66.02404022
488.5	65.99630737
488	65.98114014
487.5	65.93880463
487	65.8968277
486.5	65.86302185
486	65.84239197
485.5	65.82796478
485	65.79039764
484.5	65.77045441
484	65.72525787
483.5	65.70072174
483	65.63046265
482.5	65.63531494
482	65.59599304
481.5	65.56411743
481	65.53744507
480.5	65.51393127
480	65.4848175
479.5	65.43834686
479	65.40808868
478.5	65.35895538
478	65.33383179
477.5	65.31918335
477	65.26940918
476.5	65.26357269
476	65.21743011
475.5	65.18453217
475	65.13900757
474.5	65.08335114
474	65.06067657
473.5	65.04853821
473	65.01413727
472.5	64.97844696
472	64.87931824
471.5	64.80805206
471	64.84531403
470.5	64.8120575
470	64.7734375
469.5	64.74038696
469	64.72755432
468.5	64.68946075
468	64.63111115
467.5	64.59480286
467	64.57149506
466.5	64.52333069
466	64.52651978
465.5	64.53105164
465	64.45054626
464.5	64.39616394
464	64.35760498
463.5	64.32774353
463	64.26875305
462.5	64.23443604
462	64.20326233
461.5	64.16162109
461	64.13626862
460.5	64.07049561
460	64.05046844
459.5	64.00239563
459	63.96974182
458.5	63.92890167
458	63.87613297
457.5	63.84715271
457	63.80623627
456.5	63.7568779
456	63.7174263
455.5	63.67553329
455	63.63368607
454.5	63.58498764
454	63.55784607
453.5	63.4803009
453	63.45385361
452.5	63.41204071
452	63.36351776
451.5	63.31005096
451	63.26411819
450.5	63.22147751
450	63.18460083
