PWO_J34_before	
420.5	62.75874329
420	62.6866951
419.5	62.6214447
419	62.5464325
418.5	62.48695755
418	62.41116333
417.5	62.35365295
417	62.28561401
416.5	62.20381165
416	62.14003754
415.5	62.08127213
415	62.00259399
414.5	61.90627289
414	61.84464264
413.5	61.7693367
413	61.68511963
412.5	61.60191727
412	61.54981232
411.5	61.47385788
411	61.36710739
410.5	61.28383255
410	61.21662903
409.5	61.10440445
409	61.05622101
408.5	60.94405746
408	60.86097336
407.5	60.76914597
407	60.66784668
406.5	60.57434082
406	60.49344635
405.5	60.41444397
405	60.33140945
404.5	60.20368195
404	60.11220169
403.5	59.98048782
403	59.92533112
402.5	59.7793808
402	59.72618484
401.5	59.58908081
401	59.50756073
400.5	59.3663826
400	59.2804985
399.5	59.16427994
399	59.04553604
398.5	58.93357468
398	58.83204269
397.5	58.74707794
397	58.5974617
396.5	58.48082733
396	58.33301544
395.5	58.23571777
395	58.07204819
394.5	57.96181488
394	57.83773041
393.5	57.71899414
393	57.57175827
392.5	57.42750168
392	57.29756165
391.5	57.17190933
391	57.01343918
390.5	56.89107895
390	56.727005
389.5	56.59255219
389	56.46292496
388.5	56.27393723
388	56.15517426
387.5	55.97853851
387	55.82123947
386.5	55.65442276
386	55.48239899
385.5	55.31879807
385	55.13009262
384.5	54.95645523
384	54.79880524
383.5	54.59463501
383	54.39128876
382.5	54.19301987
382	54.01882935
381.5	53.77758789
381	53.58820724
380.5	53.39221954
380	53.1387558
379.5	52.92657089
379	52.65332413
378.5	52.40425491
378	52.17860794
377.5	51.91428757
377	51.58582306
376.5	51.3178215
376	51.01525116
375.5	50.70563126
375	50.33700562
374.5	50.02149963
374	49.59817505
373.5	49.2079277
373	48.77103806
372.5	48.39173889
372	47.9017334
371.5	47.41051483
371	46.90462875
370.5	46.35429764
370	45.74232864
369.5	45.12068558
369	44.48817062
368.5	43.79223633
368	43.09680939
367.5	42.31330872
367	41.50467682
366.5	40.63582611
366	39.72646332
365.5	38.77800751
365	37.78448868
364.5	36.73060608
364	35.64134216
363.5	34.47121048
363	33.27457428
362.5	32.03526306
362	30.73435974
361.5	29.42785645
361	28.0564518
360.5	26.62667847
360	25.21739578
359.5	23.77238464
359	22.26642418
358.5	20.79649353
358	19.29461288
357.5	17.82858276
357	16.36539459
356.5	14.92698002
356	13.49938679
355.5	12.12619877
355	10.81941986
354.5	9.567327499
354	8.382440567
353.5	7.283928871
353	6.266568661
352.5	5.313273907
352	4.457886219
351.5	3.717895269
351	3.04442811
350.5	2.478539228
350	1.965256572
349.5	1.543763518
349	1.193434238
348.5	0.9009624124
348	0.67497015
347.5	0.4882469773
347	0.3521195054
346.5	0.246538341
346	0.1689647138
345.5	0.1094889492
345	0.067277804
344.5	0.0431974046
344	0.0233452153
343.5	0.0133828726
343	0.0036078349
342.5	-0.0032012027
342	-0.0084703816
341.5	-0.0058452548
341	-0.0059896116
340.5	-0.009301547
340	-0.0081711765
339.5	-0.0080894763
339	-0.0078947069
338.5	-0.0079644462
338	-0.0076316595
337.5	-0.0097592156
337	-0.0056348913
336.5	-0.011315641
336	-0.0076881479
335.5	-0.0081639718
335	-0.0085055055
334.5	-0.0100834314
334	-0.0096043264
333.5	-0.008227611
333	-0.0099541238
332.5	-0.0120742526
332	-0.0097688474
331.5	-0.0086579183
331	-0.0089994045
330.5	-0.0065437197
330	-0.0073700226
329.5	-0.0055882763
329	-0.0076554585
328.5	-0.0081863385
328	-0.0067680432
327.5	-0.0041037523
327	-0.0066684713
326.5	-0.0072253505
326	-0.0059214253
325.5	-0.0090684788
325	-0.0086278971
