PWO_J34_irr	
Wavelength (nm)	%T
900	82.53142548
899.5	81.27561951
899	81.62597656
898.5	81.49295044
898	82.18445587
897.5	80.74014282
897	80.54133606
896.5	80.72590637
896	81.0241394
895.5	81.78058624
895	82.06398773
894.5	80.53858948
894	81.77093506
893.5	81.11673737
893	81.87309265
892.5	80.27352905
892	80.39526367
891.5	80.13570404
891	80.53613281
890.5	79.57470703
890	81.16959381
889.5	82.03703308
889	81.35160828
888.5	81.49526215
888	81.99199677
887.5	80.30013275
887	81.7061615
886.5	81.0112915
886	81.17352295
885.5	81.09505463
885	80.21698761
884.5	81.2162323
884	81.03564453
883.5	80.52813721
883	80.8212204
882.5	80.42181396
882	80.62007141
881.5	80.82324982
881	79.99446106
880.5	80.4453125
880	81.00549316
879.5	80.31214142
879	79.97283173
878.5	80.6255722
878	80.10054016
877.5	81.06324005
877	80.57804871
876.5	80.39115906
876	79.93385315
875.5	80.50070953
875	80.27442932
874.5	80.46510315
874	78.9019165
873.5	80.59023285
873	79.95491028
872.5	79.87658691
872	80.88349152
871.5	80.28465271
871	80.43367004
870.5	80.80162048
870	80.06180573
869.5	80.04217529
869	79.78005981
868.5	79.89044189
868	80.77746582
867.5	80.19224548
867	79.96853638
866.5	79.95423889
866	79.62147522
865.5	80.43770599
865	80.16825104
864.5	79.8145752
864	80.08637238
863.5	79.63617706
863	79.94598389
862.5	80.47622681
862	79.69528198
861.5	79.45201111
861	80.13290405
860.5	79.97412872
860	79.84868622
859.5	79.72151184
859	79.58365631
858.5	79.42708588
858	79.63516998
857.5	79.76099396
857	79.41088867
856.5	79.34254456
856	79.65215302
855.5	79.93628693
855	79.52500916
854.5	79.65587616
854	79.45809174
853.5	79.63275909
853	79.65871429
852.5	79.51460266
852	79.47137451
851.5	79.30587769
851	79.57898712
850.5	79.39176178
850	79.72492218
849.5	79.44754028
849	79.12612915
848.5	79.33035278
848	79.3269043
847.5	79.30991364
847	79.09098053
846.5	79.34337616
846	79.37197876
845.5	79.17440796
845	79.3169632
844.5	79.08985138
844	79.31298828
843.5	79.1166153
843	79.08229065
842.5	79.18981171
842	78.85478973
841.5	79.11144257
841	78.91724396
840.5	78.8875885
840	78.82453918
839.5	78.88523865
839	78.96091461
838.5	78.78879547
838	78.57097626
837.5	78.75849915
837	78.86462402
836.5	78.81446838
836	78.73622894
835.5	78.50005341
835	78.65229034
834.5	78.58287048
834	78.63356018
833.5	78.63500214
833	78.54718018
832.5	78.60609436
832	78.57008362
831.5	78.52711487
831	78.50636292
830.5	78.62875366
830	78.45093536
829.5	78.5528717
829	78.40150452
828.5	78.52249146
828	78.33198547
827.5	78.36656952
827	78.37088776
826.5	78.41738129
826	78.29738617
825.5	78.22150421
825	78.30393982
824.5	78.28144073
824	78.31751251
823.5	78.3562088
823	78.27296448
822.5	78.27206421
822	78.26938629
821.5	78.25894165
821	78.17195892
820.5	78.1137085
820	78.1876297
819.5	78.17098236
819	78.1044693
818.5	78.16149902
818	78.10386658
817.5	78.06215668
817	78.09402466
816.5	78.11676025
816	78.08833313
815.5	78.14408875
815	78.06610107
814.5	78.05175018
814	78.07855988
813.5	78.02915955
813	77.88851166
812.5	77.97686005
812	78.04790497
811.5	77.96131897
811	77.90536499
810.5	77.91551208
810	77.90267181
809.5	78.00185394
809	77.95722198
808.5	77.90612793
808	77.75570679
807.5	77.82125854
