PWO_J38_before	
Wavelength (nm)	%T
900	82.15847015
899.5	80.06440735
899	80.31750488
898.5	79.72997284
898	81.45417786
897.5	79.75767517
897	79.50722504
896.5	81.46714783
896	80.87065887
895.5	79.73971558
895	79.73271942
894.5	81.94036102
894	80.38898468
893.5	80.23966217
893	80.52196503
892.5	80.06162262
892	79.7299118
891.5	79.95944977
891	79.16688538
890.5	81.45847321
890	78.57050323
889.5	80.75870514
889	80.54613495
888.5	80.50537109
888	79.86278534
887.5	80.96282196
887	79.73258209
886.5	80.32067871
886	79.48796082
885.5	80.41078186
885	79.31685638
884.5	79.54321289
884	81.1460495
883.5	80.66437531
883	79.60325623
882.5	80.24822235
882	80.0249176
881.5	79.35871887
881	80.19083405
880.5	80.37390137
880	79.9715271
879.5	80.15067291
879	79.81007385
878.5	79.86372375
878	80.30380249
877.5	79.57874298
877	79.94319153
876.5	79.85624695
876	78.9990921
875.5	79.68802643
875	79.8054657
874.5	79.56921387
874	79.77639771
873.5	79.59889221
873	78.6099472
872.5	79.43563843
872	79.30969238
871.5	79.42739105
871	78.70708466
870.5	79.55787659
870	80.01200104
869.5	79.36802673
869	79.38031006
868.5	79.4029541
868	79.54038239
867.5	79.58204651
867	79.47592926
866.5	79.12197113
866	79.81387329
865.5	78.9672699
865	79.3330307
864.5	79.18173981
864	79.69325256
863.5	79.21743011
863	79.15863037
862.5	79.15907288
862	79.42630768
861.5	78.9523468
861	79.03339386
860.5	79.1023941
860	79.32411194
859.5	79.31359863
859	79.38340759
858.5	78.94924164
858	78.8782959
857.5	79.35289001
857	78.93408203
856.5	78.95201111
856	79.05773163
855.5	79.03686523
855	79.39452362
854.5	78.78627014
854	79.15749359
853.5	79.2733078
853	78.71579742
852.5	78.97817993
852	78.94255066
851.5	79.14128876
851	78.68669891
850.5	78.69403076
850	78.73059845
849.5	79.01675415
849	78.85310364
848.5	78.86763
848	78.75428009
847.5	78.88433075
847	78.84412384
846.5	78.5104599
846	78.90795135
845.5	78.95006561
845	78.69335175
844.5	78.84165955
844	78.7175293
843.5	78.69937134
843	78.56656647
842.5	78.67285919
842	78.6466217
841.5	78.62788391
841	78.55378723
840.5	78.71733856
840	78.72699738
839.5	78.5051651
839	78.58013153
838.5	78.5618515
838	78.49285126
837.5	78.59973907
837	78.53468323
836.5	78.30688477
836	78.71004486
835.5	78.52312469
835	78.45975494
834.5	78.36781311
834	78.44215393
833.5	78.41184235
833	78.58737946
832.5	78.33995819
832	78.26158142
831.5	78.30801392
831	78.47724915
830.5	78.37231445
830	78.25904846
829.5	78.41736603
829	78.34106445
828.5	78.335289
828	78.30316162
827.5	78.34554291
827	78.20503235
826.5	78.15536499
826	78.1805954
825.5	78.16397858
825	78.21664429
824.5	78.14107513
824	78.13052368
823.5	78.0969696
823	78.00022125
822.5	78.04756165
822	78.02147675
821.5	78.07479858
821	78.08716583
820.5	77.96607208
820	77.9048233
819.5	78.03971863
819	77.99836731
818.5	77.87973022
818	77.9240036
817.5	77.9788208
817	77.93062592
816.5	77.79866028
816	77.93716431
815.5	77.84040833
815	77.79845428
814.5	77.87218475
814	77.75041962
813.5	77.74038696
813	77.72556305
812.5	77.681427
812	77.65265656
811.5	77.64473724
811	77.62463379
810.5	77.64255524
810	77.63954163
809.5	77.59450531
809	77.63263702
808.5	77.69399261
808	77.63942719
807.5	77.51561737
807	77.55069733
806.5	77.66197968
806	77.60083008
805.5	77.5483017
805	77.53937531
804.5	77.53899384
804	77.52586365
803.5	77.51331329
803	77.461586
802.5	77.49925995
802	77.44252014
801.5	77.40658569
801	77.4879837
800.5	77.33625793
800	77.35395813
799.5	77.31329346
799	77.32559967
798.5	77.29218292
798	77.3288269
797.5	77.30587006
797	77.24008179
796.5	77.19794464
796	77.15731812
795.5	77.27905273
795	77.18778992
794.5	77.26715088
794	77.19733429
793.5	77.17316437
793	77.1149826
792.5	77.09570313
792	77.13335419
791.5	77.07313538
791	77.13323975
790.5	77.05700684
790	77.04181671
789.5	77.08177185
789	77.06458282
788.5	77.04823303
788	77.01734924
787.5	77.01875305
787	77.03501129
786.5	76.97660828
786	76.93952942
785.5	76.9260788
785	76.95781708
784.5	76.92156982
784	77.00946045
783.5	76.94055939
783	76.85471344
782.5	76.87241364
782	76.82275391
781.5	76.87371063
781	76.78717041
780.5	76.82863617
780	76.82989502
779.5	76.88588715
779	76.80695343
778.5	76.84064484
778	76.69857025
777.5	76.74333191
777	76.73887634
776.5	76.7458725
776	76.69741821
775.5	76.70294952
775	76.70474243
774.5	76.70365906
774	76.61984253
773.5	76.60858917
773	76.63687134
772.5	76.58506775
772	76.56126404
771.5	76.60089874
771	76.59716034
770.5	76.55873871
770	76.55088043
769.5	76.5304184
769	76.4991684
768.5	76.51701355
768	76.443573
767.5	76.5002594
767	76.45841217
766.5	76.42502594
766	76.41757965
765.5	76.42249298
765	76.4418335
764.5	76.43428802
764	76.37949371
763.5	76.39927673
763	76.39273834
762.5	76.3274765
762	76.34344482
761.5	76.36458588
761	76.33328247
760.5	76.28960419
760	76.28794861
759.5	76.3326416
759	76.24376678
758.5	76.21511841
758	76.26341248
757.5	76.24206543
757	76.1837616
756.5	76.1660614
756	76.15919495
755.5	76.24704742
755	76.1704483
754.5	76.17098236
754	76.15100098
753.5	76.02763367
753	76.0452652
752.5	76.0881958
752	76.07855988
751.5	76.10079956
751	76.05603027
750.5	76.02796173
750	76.02329254
749.5	76.06240082
749	75.95860291
748.5	75.97491455
748	75.96641541
747.5	75.98841858
747	75.9134903
746.5	75.92624664
746	75.93278503
745.5	75.90875244
745	75.86565399
744.5	75.8633728
744	75.85018921
743.5	75.82228088
743	75.82853699
742.5	75.81877899
742	75.7274704
741.5	75.80265808
741	75.75805664
740.5	75.73225403
740	75.74700928
739.5	75.73268127
739	75.73914337
738.5	75.70506287
738	75.67884064
737.5	75.66799164
737	75.67794037
736.5	75.63339233
736	75.6672821
735.5	75.63629913
735	75.61469269
734.5	75.58731842
734	75.57807922
733.5	75.59910583
733	75.52619171
732.5	75.5510025
732	75.52872467
731.5	75.53553772
731	75.51756287
730.5	75.51602936
730	75.46409607
729.5	75.48300934
729	75.46789551
728.5	75.43708038
728	75.39660645
727.5	75.41613007
727	75.42208099
726.5	75.37728882
726	75.41765594
725.5	75.3433609
725	75.35040283
724.5	75.37262726
724	75.33808136
723.5	75.31930542
723	75.30524445
722.5	75.32637787
722	75.27121735
721.5	75.26018524
721	75.27584839
720.5	75.24652863
720	75.24923706
719.5	75.18978882
719	75.19507599
718.5	75.18416595
718	75.203125
717.5	75.213974
717	75.15480042
716.5	75.16346741
716	75.11764526
715.5	75.1157074
715	75.13739777
714.5	75.09379578
714	75.08689117
713.5	75.0826416
713	75.07714081
712.5	75.04898071
712	75.02405548
711.5	74.99234009
711	75.01019287
710.5	75.01480865
710	75.00456238
709.5	74.97540283
709	74.95601654
708.5	74.96669006
708	74.92871094
707.5	74.94181061
707	74.93427277
706.5	74.87538147
706	74.9241333
705.5	74.90590668
705	74.83956909
704.5	74.81063843
704	74.82993317
703.5	74.84767151
703	74.8010025
702.5	74.810112
702	74.80545807
701.5	74.78894806
701	74.77701569
700.5	74.77573395
700	74.74898529
699.5	74.74913788
699	74.7168808
698.5	74.72743988
698	74.70222473
697.5	74.68068695
697	74.66724396
696.5	74.6922226
696	74.67463684
695.5	74.65049744
695	74.62589264
694.5	74.64949036
694	74.63610077
693.5	74.61581421
693	74.60925293
692.5	74.59744263
692	74.57632446
691.5	74.55783081
691	74.54946899
690.5	74.54645538
690	74.52725983
689.5	74.52025604
689	74.48203278
688.5	74.49839783
688	74.49255371
687.5	74.48451233
687	74.45218658
686.5	74.46450806
686	74.45438385
685.5	74.40407562
685	74.43152618
684.5	74.40885925
684	74.40335846
683.5	74.40266418
683	74.39867401
682.5	74.34751129
682	74.3629837
681.5	74.38553619
681	74.32565308
680.5	74.32640076
680	74.30631256
679.5	74.34856415
679	74.30019379
678.5	74.27391052
678	74.29013824
677.5	74.26124573
677	74.26570892
676.5	74.2452774
676	74.23532867
675.5	74.2212677
675	74.20384979
674.5	74.1734314
674	74.17223358
673.5	74.1726532
673	74.15623474
672.5	74.14292908
672	74.12109375
671.5	74.12796021
671	74.10059357
670.5	74.09992218
670	74.08492279
669.5	74.09495544
669	74.05322266
668.5	74.05049133
668	74.02977753
667.5	74.01988983
667	74.00655365
666.5	73.99156189
666	73.95740509
665.5	73.96559143
665	73.98225403
664.5	73.94815826
664	73.94120789
663.5	73.89308929
663	73.88404846
662.5	73.8673172
662	73.87887573
661.5	73.86394501
661	73.82778931
660.5	73.80876923
660	73.79518127
659.5	73.7821579
659	73.75843811
658.5	73.74774933
658	73.73062134
657.5	73.73458862
657	73.69842529
656.5	73.66454315
656	73.64691162
655.5	73.6402359
655	73.60826874
654.5	73.61010742
654	73.56440735
653.5	73.56066895
653	73.56829834
652.5	73.55315399
652	73.54527283
651.5	73.5001297
651	73.47084045
650.5	73.44730377
650	73.40901947
649.5	73.39513397
649	73.35527802
648.5	73.32129669
648	73.29759979
647.5	73.29103851
647	73.24177551
646.5	73.23382568
646	73.19460297
645.5	73.17177582
645	73.15595245
644.5	73.12440491
644	73.09353638
643.5	73.06330872
643	73.03364563
642.5	73.00004578
642	72.98407745
641.5	72.93623352
641	72.94043732
640.5	72.91477203
640	72.85121918
639.5	72.82894897
639	72.80254364
638.5	72.76429749
638	72.76049042
637.5	72.7148056
637	72.69706726
636.5	72.63864136
636	72.63787079
635.5	72.59939575
635	72.53952026
634.5	72.5379715
634	72.50457764
633.5	72.47789764
633	72.44403839
632.5	72.39527893
632	72.38426208
631.5	72.32358551
631	72.32322693
630.5	72.26852417
630	72.24291992
629.5	72.22454834
629	72.19879913
628.5	72.15276337
628	72.13722992
627.5	72.09054565
627	72.07421875
626.5	72.04040527
626	71.99871826
625.5	71.98506927
625	71.94800568
624.5	71.93289185
624	71.89266968
623.5	71.85311127
623	71.83093262
622.5	71.79536438
622	71.81919098
621.5	71.77716827
621	71.74926758
620.5	71.71174622
620	71.68663025
619.5	71.66551208
619	71.62992859
618.5	71.63891602
618	71.64510345
617.5	71.62345886
617	71.59747314
616.5	71.56822205
616	71.55787659
615.5	71.55104065
615	71.50476074
614.5	71.48564911
614	71.49205017
613.5	71.47766876
613	71.44673157
612.5	71.42832184
612	71.42203522
611.5	71.42388916
611	71.36849976
610.5	71.36193848
610	71.36855316
609.5	71.33798218
609	71.3250351
