PWO_J33_irr	
721.5	68.81224823
721	68.79795837
720.5	68.75673676
720	68.77799225
719.5	68.76178741
719	68.76758575
718.5	68.73826599
718	68.73748016
717.5	68.733284
717	68.7743988
716.5	68.75
716	68.74328613
715.5	68.73957825
715	68.74747467
714.5	68.73951721
714	68.71643066
713.5	68.70624542
713	68.71168518
712.5	68.6900177
712	68.69108582
711.5	68.7394104
711	68.68830872
710.5	68.6938324
710	68.72021484
709.5	68.69839478
709	68.68920135
708.5	68.70820618
708	68.66389465
707.5	68.66056824
707	68.66259003
706.5	68.6897583
706	68.65290833
705.5	68.69309998
705	68.64887238
704.5	68.6581192
704	68.64246368
703.5	68.64878845
703	68.69155884
702.5	68.63913727
702	68.66204834
701.5	68.65530396
701	68.6620636
700.5	68.63401031
700	68.65721893
699.5	68.61079407
699	68.65336609
698.5	68.6391983
698	68.63136292
697.5	68.59951019
697	68.61398315
696.5	68.61425781
696	68.60340118
695.5	68.63444519
695	68.58385468
694.5	68.58956146
694	68.60361481
693.5	68.58660889
693	68.59190369
692.5	68.59373474
692	68.59108734
691.5	68.58570862
691	68.56982422
690.5	68.54647827
690	68.57081604
689.5	68.55108643
689	68.54577637
688.5	68.53652954
688	68.52810669
687.5	68.57443237
687	68.55755615
686.5	68.50444031
686	68.48625183
685.5	68.51121521
685	68.51541901
684.5	68.49233246
684	68.48199463
683.5	68.48171997
683	68.520401
682.5	68.46637726
682	68.45541382
681.5	68.44475555
681	68.43830872
680.5	68.4263916
680	68.42462921
679.5	68.43030548
679	68.41748047
678.5	68.37591553
678	68.37042999
677.5	68.39733887
677	68.37387848
676.5	68.35133362
676	68.31761932
675.5	68.33195496
675	68.32459259
674.5	68.32139587
674	68.27734375
673.5	68.2780838
673	68.24402618
672.5	68.25660706
672	68.21993256
671.5	68.20061493
671	68.19425201
670.5	68.19535065
670	68.1496048
669.5	68.16125488
669	68.13698578
668.5	68.13375092
668	68.09638977
667.5	68.08208466
667	68.05480957
666.5	68.05012512
666	68.04569244
665.5	68.00372314
665	67.98189545
664.5	67.98358917
664	67.94993591
663.5	67.90882874
663	67.9074707
662.5	67.86008453
662	67.84971619
661.5	67.8640213
661	67.79312897
660.5	67.78450012
660	67.74911499
659.5	67.70536041
659	67.6831665
658.5	67.65840149
658	67.64047241
657.5	67.64066315
657	67.56103516
656.5	67.55797577
656	67.52069855
655.5	67.51064301
655	67.45732117
654.5	67.44612122
654	67.39215851
653.5	67.37086487
653	67.34088898
652.5	67.30276489
652	67.26212311
651.5	67.22059631
651	67.1834259
650.5	67.16555786
650	67.11140442
649.5	67.08800507
649	67.06576538
648.5	67.0241394
648	66.98119354
647.5	66.91336823
647	66.91048431
646.5	66.84361267
646	66.78991699
645.5	66.74185181
645	66.7155838
644.5	66.68814087
644	66.63817596
643.5	66.57688904
643	66.51216888
642.5	66.47189331
642	66.44636536
641.5	66.37352753
641	66.3373642
640.5	66.30413818
640	66.24007416
639.5	66.22328949
639	66.15945435
638.5	66.08492279
638	66.06456757
637.5	66.02188873
637	65.96622467
636.5	65.90041351
636	65.88766479
635.5	65.8238678
635	65.76420593
634.5	65.69940186
634	65.65571594
633.5	65.59441376
633	65.55550385
632.5	65.50937653
632	65.4732666
631.5	65.38793945
631	65.33972931
630.5	65.30085754
630	65.25406647
629.5	65.20991516
629	65.16712952
628.5	65.12643433
628	65.06511688
627.5	64.99185944
627	64.94023132
626.5	64.90013885
626	64.83807373
625.5	64.78992462
625	64.76234436
624.5	64.71108246
624	64.67111969
623.5	64.62211609
623	64.59367371
622.5	64.54154968
622	64.5102005
621.5	64.46773529
621	64.43191528
620.5	64.34497833
620	64.33241272
619.5	64.25970459
619	64.23291016
618.5	64.19045258
618	64.14717865
617.5	64.09379578
617	64.06394196
616.5	64.01706696
616	63.95098114
615.5	63.91396332
615	63.86588669
614.5	63.83751678
614	63.79088211
613.5	63.74295807
613	63.69127655
612.5	63.64895248
612	63.61156082
611.5	63.59289932
611	63.54057312
610.5	63.49971771
610	63.47473145
609.5	63.42505646
609	63.35326004
608.5	63.33700562
608	63.26602554
607.5	63.23426437
607	63.19016647
606.5	63.13748169
606	63.09613419
605.5	63.03982162
605	62.99726486
604.5	62.92198944
604	62.85424805
603.5	62.82563019
603	62.76781082
602.5	62.71239471
602	62.64501953
601.5	62.58949661
601	62.51930618
600.5	62.4737854
600	62.41477203
599.5	62.34798431
599	62.280159
598.5	62.22550964
598	62.15380478
597.5	62.08608627
597	62.0007515
596.5	61.95197296
596	61.88012314
595.5	61.81801987
595	61.75273132
594.5	61.6534729
594	61.60279465
593.5	61.53094101
593	61.46583557
592.5	61.38504791
592	61.31455231
591.5	61.24309921
591	61.16955948
590.5	61.09276581
590	61.02861786
589.5	60.96084213
589	60.86014557
588.5	60.79096985
588	60.73526001
587.5	60.70375443
587	60.59766388
586.5	60.54247665
586	60.45531082
585.5	60.35840607
585	60.30628204
584.5	60.24222946
584	60.16318893
583.5	60.10454178
583	60.04978561
582.5	59.98805237
582	59.93704987
581.5	59.83617401
581	59.78308868
580.5	59.71881104
580	59.66711807
579.5	59.59978104
579	59.50148773
578.5	59.45343399
578	59.39735031
577.5	59.33473206
577	59.29524994
576.5	59.20207596
576	59.17754745
575.5	59.11068726
575	59.05714798
574.5	58.99251175
574	58.92593384
573.5	58.8732605
573	58.81311417
572.5	58.7616806
572	58.70194244
571.5	58.6601181
571	58.60490799
570.5	58.56150818
570	58.51140594
569.5	58.43939972
569	58.4021225
568.5	58.36299133
568	58.31897736
567.5	58.25819397
567	58.24139786
566.5	58.17144012
566	58.12517929
565.5	58.07431793
565	58.05270004
564.5	57.99490356
564	57.96595383
563.5	57.92462921
563	57.88432312
562.5	57.8148613
562	57.7857132
561.5	57.74676132
561	57.71089935
560.5	57.65920258
560	57.60466003
559.5	57.55352783
559	57.52444839
558.5	57.49569702
558	57.44226456
557.5	57.40750504
557	57.36303329
556.5	57.33115768
556	57.29251099
555.5	57.23222351
555	57.19100952
554.5	57.13728714
554	57.11090469
553.5	57.07661057
553	57.0365448
552.5	56.98332977
552	56.96311188
551.5	56.90483856
551	56.86568069
550.5	56.8201828
550	56.78985596
549.5	56.75377274
549	56.70000839
548.5	56.66430664
548	56.6200676
547.5	56.59462738
547	56.54168701
546.5	56.47999573
546	56.49106598
545.5	56.44139481
545	56.40358734
544.5	56.37145233
544	56.34085464
543.5	56.27293015
543	56.25040436
542.5	56.21921921
542	56.17811203
541.5	56.18026352
541	56.11775589
540.5	56.07949066
540	56.05466461
539.5	56.03092957
539	56.00300598
538.5	55.97035217
538	55.93451309
537.5	55.87545013
537	55.87030029
536.5	55.83521652
536	55.77374268
535.5	55.75188446
535	55.7133255
534.5	55.69169998
534	55.64073944
533.5	55.59764481
533	55.55695343
532.5	55.55608749
532	55.53317261
531.5	55.47856522
531	55.45061111
530.5	55.41394806
530	55.39453506
529.5	55.34822845
529	55.33203888
528.5	55.32136536
528	55.24199677
527.5	55.22627258
527	55.17675781
526.5	55.16129684
526	55.11752319
525.5	55.08305359
525	55.05088043
524.5	55.03195953
524	55.00153351
523.5	54.98067093
523	54.93817902
522.5	54.92182922
522	54.89038849
521.5	54.86177826
521	54.82736206
520.5	54.77917862
520	54.74766541
519.5	54.71274948
519	54.69373322
518.5	54.65769958
518	54.63879776
517.5	54.56618118
517	54.54810333
516.5	54.52695465
516	54.50471497
515.5	54.45914459
515	54.48558807
514.5	54.41333771
514	54.36867523
513.5	54.34732437
513	54.32027435
512.5	54.29806137
512	54.25596237
511.5	54.22921753
511	54.19475555
510.5	54.15197754
510	54.12971878
509.5	54.1545105
509	54.09370804
508.5	54.07264709
508	54.03507233
507.5	54.00825882
507	53.97438812
506.5	53.94406891
506	53.91231155
505.5	53.85209274
505	53.85549164
504.5	53.82936096
504	53.80739594
503.5	53.76310349
503	53.72203445
502.5	53.70391083
502	53.70062637
501.5	53.65418243
501	53.61728668
500.5	53.59705734
500	53.56509018
499.5	53.54747772
499	53.50922394
498.5	53.48230743
498	53.45915604
497.5	53.42615128
497	53.40565491
496.5	53.37055969
496	53.34819031
495.5	53.30807114
495	53.28076553
494.5	53.24721527
494	53.20628357
493.5	53.20830917
493	53.15842438
492.5	53.15116119
492	53.1126442
491.5	53.07249451
491	53.05271149
490.5	53.01583481
490	53.01771164
489.5	52.9760704
489	52.93574905
488.5	52.92799377
488	52.89398575
487.5	52.86265564
487	52.84712219
486.5	52.79393005
486	52.75022507
485.5	52.75296021
485	52.71055222
484.5	52.7001152
484	52.66345596
483.5	52.63361359
483	52.59451294
482.5	52.57466507
482	52.53554153
481.5	52.51531601
481	52.46857452
480.5	52.46759796
480	52.44760513
479.5	52.39463043
479	52.37466049
478.5	52.34181976
478	52.31714249
477.5	52.2756691
477	52.25204086
476.5	52.19760513
476	52.20454788
475.5	52.17873001
475	52.12534714
474.5	52.11218643
474	52.05590057
473.5	52.02119827
473	51.99373245
472.5	51.9849968
472	51.95810699
471.5	51.92401886
471	51.8964119
470.5	51.86063004
470	51.82422256
469.5	51.80580139
469	51.77256012
468.5	51.74878311
468	51.70737457
467.5	51.6680069
467	51.63687897
466.5	51.61096573
466	51.57755661
465.5	51.54141617
465	51.49851608
464.5	51.46357346
464	51.42417526
463.5	51.42294312
463	51.371418
462.5	51.33045959
462	51.32247162
461.5	51.28078461
461	51.24591064
460.5	51.18979263
460	51.16974258
459.5	51.14025879
459	51.11141968
458.5	51.05418396
458	51.01176453
457.5	50.99080658
457	50.9515686
456.5	50.92464828
456	50.8754425
455.5	50.85046768
455	50.80660629
454.5	50.77095795
454	50.73856735
453.5	50.68674088
453	50.63485336
452.5	50.61962128
452	50.59704208
451.5	50.55192566
451	50.5007019
450.5	50.47277069
450	50.43439865
449.5	50.39203644
449	50.32945251
448.5	50.30931854
448	50.24655533
447.5	50.20719147
447	50.15769577
446.5	50.13510132
446	50.09082413
445.5	50.06061172
445	50.0136261
444.5	49.96147156
444	49.92007446
443.5	49.87763596
443	49.82774353
442.5	49.77441406
442	49.74040604
441.5	49.68857193
441	49.63596725
440.5	49.5862999
440	49.55708694
439.5	49.49115753
439	49.44932175
438.5	49.37505341
438	49.32830429
437.5	49.29498291
437	49.25922394
436.5	49.21595764
436	49.17313004
435.5	49.09145737
435	49.07605362
434.5	48.97392273
434	48.9688797
433.5	48.89931488
433	48.83031845
432.5	48.77900314
432	48.74555588
431.5	48.67948914
431	48.62588882
430.5	48.55207825
430	48.51546478
429.5	48.45329666
429	48.35900497
428.5	48.33813477
428	48.29468536
427.5	48.20074844
427	48.14990616
426.5	48.08823395
426	48.02957916
425.5	47.96134186
425	47.91949081
424.5	47.83152771
424	47.78752899
423.5	47.73756409
423	47.65056992
422.5	47.58340836
422	47.53894806
421.5	47.46897888
421	47.37394333
420.5	47.33372116
420	47.24512863
419.5	47.20988846
419	47.09842682
418.5	47.05932617
418	46.98247147
417.5	46.88931274
417	46.85898972
416.5	46.77692795
416	46.71608734
415.5	46.62990189
415	46.54254913
414.5	46.47760773
414	46.40933228
413.5	46.33309937
413	46.24287796
412.5	46.1868515
412	46.08690262
411.5	46.05754852
411	45.97082901
410.5	45.89146805
410	45.79956055
409.5	45.74055481
409	45.64095688
408.5	45.5697937
408	45.47787857
407.5	45.4289093
407	45.31377411
406.5	45.23049164
406	45.16956329
405.5	45.06314087
405	44.98704529
404.5	44.90690994
404	44.81614304
403.5	44.75634766
403	44.63607025
402.5	44.5485878
402	44.46747208
401.5	44.379776
401	44.2858963
400.5	44.19508362
400	44.08961487
399.5	44.01422882
399	43.93692398
398.5	43.80677795
398	43.74070358
397.5	43.64119339
397	43.52965164
396.5	43.43069458
396	43.33133316
395.5	43.24575806
395	43.16356277
394.5	43.08027649
394	42.97238159
393.5	42.84653854
393	42.74794388
392.5	42.63032532
392	42.55832291
391.5	42.4185257
391	42.30955887
390.5	42.23257828
390	42.09370422
389.5	41.99952316
389	41.8889122
388.5	41.78979492
388	41.66300201
387.5	41.5705452
387	41.44320679
386.5	41.35327148
386	41.2143364
385.5	41.09903717
385	40.97779083
384.5	40.84773254
384	40.75019836
383.5	40.61779022
383	40.50150299
382.5	40.3805809
382	40.25678635
381.5	40.13246918
381	39.96995544
380.5	39.86318588
380	39.71069717
379.5	39.57040024
379	39.42190552
378.5	39.27945709
378	39.15512466
377.5	38.99103546
377	38.82460403
376.5	38.65940094
376	38.50382996
375.5	38.3445549
375	38.17200089
374.5	37.97317505
374	37.81265259
373.5	37.59968185
373	37.40582275
372.5	37.18326569
372	36.95002365
371.5	36.73409653
371	36.48526001
370.5	36.20733643
370	35.91040802
369.5	35.64351273
369	35.36889648
368.5	35.0202179
368	34.67840576
367.5	34.32297134
367	33.93619537
366.5	33.50249481
366	33.10107422
365.5	32.64215088
365	32.15743256
364.5	31.65831566
364	31.13815117
363.5	30.56093216
363	29.96663094
362.5	29.34941292
362	28.66411209
361.5	27.97717667
361	27.29595947
360.5	26.51098442
360	25.7196331
359.5	24.89198685
359	23.98313713
358.5	23.11872673
358	22.16176414
357.5	21.22063065
357	20.22468948
356.5	19.17993355
356	18.17068863
355.5	17.12676239
355	16.04214859
354.5	14.97684097
354	13.88612843
353.5	12.84057045
353	11.7724247
352.5	10.72040081
352	9.698813438
351.5	8.721251488
351	7.768312931
350.5	6.881489754
350	6.011908531
349.5	5.222930431
349	4.486887932
348.5	3.799191952
348	3.198134422
347.5	2.651977062
347	2.171502113
346.5	1.766870022
346	1.405947924
345.5	1.097271562
345	0.8488840461
344.5	0.6421627998
344	0.4758043289
343.5	0.3472815752
343	0.2480362356
342.5	0.1663936228
342	0.1134793833
341.5	0.069533594
341	0.0443197824
340.5	0.0235683993
340	0.0124696288
339.5	0.003626737
339	-0.0025925508
338.5	-0.006043016
338	-0.0052422355
337.5	-0.0076451832
337	-0.0069572083
336.5	-0.0067513259
336	-0.009161206
335.5	-0.01281616
335	-0.0087782256
334.5	-0.0076543526
334	-0.0095096575
333.5	-0.0083052665
333	-0.0090026734
332.5	-0.0093096355
332	-0.0114751067
331.5	-0.0073467791
331	-0.010314622
330.5	-0.0080604991
330	-0.00606649
329.5	-0.0082191303
329	-0.0053290664
328.5	-0.00761879
328	-0.0099803424
327.5	-0.0052875495
327	-0.006008144
326.5	-0.0052129468
326	-0.0087174373
325.5	-0.0056695393
325	-0.0087912343
