nm, %T_slow_20171215, %T_fast_20171215, E1_fast_20171215, E1_empty_fast_20171215,result_fast_20171215, E1_slow_20171215, E1_empty_slow_20171215,result_slow_20171215, %T_fast_20171218, %T_slow_20171218, E1_fast_20171218, E1_empty_fast_20171218,result_fast_20171218
464,67.266845,66.429023,26.2057,39.1825,66.88113316,26.3874,39.3406,67.07421849,67.126038,67.229872,26.924,40.0713,67.1902334089
463,67.223178,66.224879,25.7439,38.5116,66.84713177,25.9228,38.6677,67.03993255,66.957536,67.154424,26.4224,39.337,67.1693316725
462,67.199809,66.034037,25.002,37.4151,66.82328792,25.1716,37.5618,67.01382788,66.795141,67.065122,25.6169,38.1737,67.1061489979
461,67.16886,65.903518,24.0123,35.9428,66.80698221,24.1712,36.0926,66.9699606,66.586729,66.960629,24.5862,36.6555,67.0736997176
460,67.141371,65.754035,22.8467,34.2192,66.76573386,23.0032,34.3612,66.94527549,66.408014,66.875767,23.3846,34.8772,67.0483869118
459,67.101813,65.591023,21.5829,32.3446,66.72798551,21.7366,32.4735,66.93642509,66.291629,66.82266,22.08,32.9421,67.0266922874
458,67.052298,65.475418,20.289,30.4157,66.70568161,20.4241,30.5352,66.88706804,66.192155,66.763993,20.7467,30.9554,67.0212628491
457,67.024938,65.417298,18.9931,28.507,66.62609184,19.1217,28.611,66.83338576,66.136305,66.694734,19.4295,28.9983,67.0022035775
456,66.978757,65.387925,17.7496,26.6627,66.57090242,17.8768,26.757,66.81167545,66.039481,66.68361,18.1637,27.1218,66.9708500173
455,66.931389,65.34824,16.6013,24.9342,66.58043972,16.7123,25.0266,66.77814805,65.999426,66.65456,16.9779,25.3652,66.9338306026
454,66.906892,65.308785,15.5361,23.3338,66.58195408,15.6347,23.4317,66.72456544,66.036813,66.59097,15.8785,23.7449,66.871201816
453,66.855267,65.295,14.5602,21.8813,66.54175026,14.6557,21.9803,66.67652398,66.074231,66.573622,14.8905,22.2745,66.8499854093
452,66.844499,65.308227,13.6879,20.5876,66.48613729,13.78,20.6798,66.63507384,66.101411,66.560447,14.0093,20.9545,66.8558066286
451,66.813936,65.315978,12.911,19.4348,66.43237903,12.9981,19.5121,66.61558725,66.080499,66.546318,13.2092,19.7762,66.7934183514
450,66.76111,65.334743,12.2134,18.3996,66.37861693,12.3012,18.4662,66.61467979,66.086614,66.533375,12.4984,18.729,66.7328741524
449,66.710088,65.352605,11.5857,17.4629,66.34465066,11.6722,17.528,66.59173893,66.077728,66.498608,11.8635,17.7818,66.7170927578
448,66.678355,65.280127,11.0202,16.6157,66.32401885,11.0993,16.6766,66.55613255,66.038406,66.46199,11.2836,16.9184,66.6942500473
447,66.644764,65.259685,10.4993,15.8338,66.30941404,10.5673,15.8887,66.50827318,66.017625,66.438209,10.7486,16.1221,66.6699747551
446,66.59825,65.281555,10.0091,15.1022,66.27577439,10.0746,15.1613,66.44944695,66.009582,66.432297,10.2496,15.3782,66.6501931305
445,66.557927,65.371292,9.6287,14.5401,66.22169036,9.6947,14.5979,66.41160715,66.09078,66.44106,9.8727,14.8147,66.6412414696
444,66.48527,65.517904,9.4314,14.2542,66.16576167,9.4977,14.3075,66.38266643,66.289826,66.515439,9.6816,14.5473,66.5525561444
443,66.43404,65.661582,9.4017,14.2159,66.13510224,9.467,14.2655,66.36290351,66.436923,66.608269,9.6576,14.5215,66.5055262886
442,66.376174,65.708004,9.4131,14.2418,66.09487565,9.4799,14.2905,66.33707708,66.439011,66.572266,9.678,14.5441,66.5424467654
441,66.336377,65.641349,9.3959,14.2221,66.06548963,9.4595,14.2747,66.26759231,66.386824,66.489364,9.6551,14.5173,66.5075461691
440,66.316908,65.582816,9.3566,14.1729,66.01754052,9.4144,14.2171,66.21884913,66.253434,66.419268,9.6083,14.4586,66.4538752023
439,66.314378,65.518255,9.3019,14.0978,65.98121693,9.3631,14.1425,66.20540923,66.215986,66.38627,9.5516,14.3878,66.3867999277
438,66.284344,65.483998,9.2363,14.0113,65.92036428,9.2986,14.0627,66.12243737,66.246593,66.344594,9.4846,14.2978,66.3360796766
437,66.203055,65.455203,9.1692,13.9157,65.89104393,9.2299,13.967,66.08362569,66.146074,66.263053,9.4166,14.1916,66.3533357761
436,66.140323,65.341168,9.1019,13.8184,65.86797314,9.1625,13.8627,66.09462803,66.142984,66.256388,9.3421,14.0962,66.273889417
435,66.104158,65.317781,9.0264,13.7186,65.79680142,9.0879,13.7577,66.05682636,66.104429,66.21621,9.2667,13.9964,66.2077391329
434,66.057791,65.288638,8.9497,13.6101,65.75778282,9.0085,13.6501,65.99585351,65.993143,66.201292,9.1948,13.8834,66.2287335955
433,65.977453,65.261037,8.8709,13.5047,65.68750139,8.9299,13.5416,65.94420157,65.983035,66.153805,9.1131,13.7707,66.1774637455
432,65.928709,65.194729,8.7944,13.4015,65.62250494,8.8515,13.4318,65.89958159,65.95876,66.097894,9.0302,13.654,66.1359308628
431,65.953552,65.187418,8.7127,13.2861,65.5775585,8.7764,13.3192,65.89284642,65.914954,66.064012,8.9486,13.5427,66.076927053
430,65.915125,65.11097,8.636,13.1733,65.55684604,8.6981,13.2108,65.8408272,65.910528,65.997459,8.8749,13.4317,66.074286948
429,65.836233,65.05696,8.557,13.0582,65.52970547,8.6168,13.1005,65.77458876,65.840962,65.948725,8.7938,13.3175,66.0319128966
428,65.773505,64.982243,8.476,12.9467,65.46842052,8.5339,12.9837,65.72779716,65.721985,65.889591,8.7084,13.209,65.927776516
427,65.713246,64.970451,8.3993,12.8315,65.45844212,8.4546,12.8698,65.69332857,65.649132,65.851371,8.6277,13.0914,65.9035702828
426,65.681742,64.894033,8.3155,12.7143,65.4027355,8.3759,12.7559,65.66294813,65.630713,65.802316,8.5504,12.9726,65.9112282811
425,65.656326,64.850799,8.2335,12.6038,65.32553674,8.2935,12.6341,65.6437736,65.585393,65.780986,8.4676,12.8524,65.8834147708
424,65.593895,64.854415,8.1527,12.492,65.26336856,8.2077,12.5189,65.56246955,65.561487,65.734921,8.3769,12.7319,65.7945789709
423,65.551131,64.826923,8.0689,12.3677,65.24171835,8.1242,12.4011,65.51193039,65.558311,65.647895,8.2929,12.6164,65.7311118861
422,65.478369,64.795121,7.9869,12.2492,65.20344186,8.042,12.2811,65.48273363,65.494033,65.600148,8.2156,12.5002,65.72374842
421,65.404193,64.726669,7.9024,12.1297,65.14917929,7.9569,12.1567,65.45279558,65.433712,65.60145,8.1262,12.3728,65.6779387043
420,65.345647,64.638095,7.8199,12.0077,65.1240454,7.87,12.0356,65.38934494,65.373295,65.592194,8.0407,12.2479,65.6496215678
419,65.335051,64.528983,7.7313,11.8818,65.06842398,7.7791,11.9113,65.30857253,65.322223,65.519625,7.9544,12.1208,65.6260312851
418,65.298362,64.551767,7.6407,11.757,64.98851748,7.6903,11.7842,65.25941515,65.340438,65.444516,7.8689,11.9947,65.6031413874
417,65.243218,64.57008,7.5526,11.6346,64.91499493,7.5983,11.6525,65.20746621,65.269159,65.383459,7.776,11.8565,65.5842786657
416,65.160636,64.455246,7.4557,11.4926,64.87391887,7.5032,11.516,65.15456756,65.198423,65.36282,7.6747,11.7203,65.4821122326
415,65.111497,64.441433,7.3554,11.3497,64.8069993,7.4092,11.376,65.13009845,65.146539,65.300754,7.5832,11.577,65.5022890213
414,65.028584,64.305547,7.2548,11.1995,64.77789187,7.3083,11.2316,65.06909078,65.071485,65.240029,7.4802,11.4234,65.4813803246
413,64.985145,64.254174,7.1589,11.054,64.76298173,7.2052,11.0847,65.00130811,64.972076,65.203923,7.3741,11.2827,65.3575828481
412,64.945785,64.185711,7.0523,10.9017,64.68991075,7.1015,10.9284,64.98206508,64.897952,65.13939,7.2711,11.1323,65.3153436397
411,64.891506,64.077908,6.9451,10.7465,64.62662262,6.9906,10.773,64.89000278,64.917366,65.075053,7.1673,10.977,65.2937961192
410,64.86165,64.065279,6.8345,10.5869,64.55619681,6.8814,10.6151,64.82652071,64.820897,65.070396,7.0588,10.8148,65.2698154381
409,64.748007,63.973427,6.7266,10.4237,64.53178814,6.7719,10.4539,64.77869503,64.726564,64.988853,6.9446,10.6481,65.2191470779
408,64.628395,63.875871,6.6139,10.2667,64.42089474,6.6587,10.2931,64.69090944,64.709078,64.893492,6.831,10.479,65.1875178929
407,64.549833,63.885906,6.5003,10.0972,64.3772531,6.5454,10.1229,64.65933675,64.616515,64.83603,6.708,10.3096,65.0655699542
406,64.503909,63.832105,6.3845,9.9216,64.34950008,6.4312,9.9497,64.63712474,64.611195,64.762395,6.5891,10.132,65.032570075
405,64.43482,63.677344,6.2701,9.7499,64.30937753,6.3118,9.7811,64.53057427,64.56732,64.673098,6.471,9.963,64.9503161698
404,64.356975,63.65124,6.1503,9.5854,64.16320654,6.198,9.6149,64.46244891,64.450039,64.632918,6.3521,9.7864,64.9074225456
403,64.380335,63.62183,6.0423,9.4228,64.12425181,6.0832,9.4447,64.40861012,64.453183,64.633401,6.2306,9.6163,64.7920717948
402,64.255425,63.505912,5.9381,9.2632,64.10419725,5.9744,9.281,64.37237367,64.358067,64.571498,6.1224,9.4491,64.7934723942
401,64.21128,63.465655,5.8286,9.0981,64.06392543,5.8651,9.1191,64.31665406,64.299837,64.511625,6.0069,9.2826,64.7113955142
400,64.186001,63.423213,5.7192,8.9383,63.98532159,5.7581,8.9639,64.23654882,64.294769,64.482133,5.9027,9.1169,64.7445952023
399,64.132983,63.333563,5.6159,8.7808,63.9565871,5.6539,8.8122,64.15991466,64.192728,64.354201,5.7935,8.9628,64.6393984023
398,64.029393,63.36132,5.516,8.6359,63.87290265,5.5517,8.6584,64.11923681,64.109699,64.300845,5.692,8.8155,64.5680902955
397,63.971392,63.360958,5.418,8.485,63.85385975,5.4504,8.5103,64.04474578,63.973535,64.316618,5.5898,8.6556,64.5801561995
396,63.913196,63.262875,5.3201,8.3395,63.79399245,5.3555,8.3653,64.02041768,63.930254,64.272956,5.4883,8.5047,64.5325525886
395,63.849315,63.186081,5.2237,8.203,63.68036084,5.2589,8.2245,63.94188097,63.959328,64.202749,5.386,8.3596,64.428920044
394,63.741464,63.073929,5.133,8.0711,63.59727918,5.1652,8.0837,63.89648305,63.850648,64.09185,5.2885,8.2255,64.2939638928
393,63.667593,63.002361,5.0381,7.9284,63.54497755,5.0744,7.9508,63.82250843,63.817223,64.008957,5.2025,8.0893,64.313352206
392,63.611994,63.031007,4.9485,7.7922,63.50581351,4.9848,7.82,63.74424552,63.835767,63.931374,5.1076,7.948,64.2627075994
391,63.569313,62.903606,4.8621,7.6706,63.38617579,4.9001,7.6934,63.6922557,63.70362,63.930176,5.0176,7.82,64.1636828645
390,63.464808,62.758521,4.7828,7.5486,63.36009326,4.8132,7.5667,63.61029247,63.622824,63.846334,4.9292,7.6943,64.063007681
389,63.334215,62.695,4.6997,7.4282,63.26835573,4.7323,7.4435,63.5762746,63.616076,63.757479,4.8463,7.5724,63.9995245893
388,63.26093,62.719437,4.6196,7.3066,63.22502943,4.6491,7.324,63.47760786,63.555771,63.662569,4.7629,7.4472,63.9555806209
387,63.202078,62.638308,4.5387,7.1972,63.06202412,4.5715,7.2082,63.42082628,63.49594,63.640193,4.6823,7.3325,63.8568019093
386,63.081142,62.515868,4.4615,7.073,63.07790188,4.4963,7.0906,63.41212309,63.335023,63.527253,4.6034,7.2168,63.7872741381
385,62.969976,62.5694,4.3843,6.9619,62.97562447,4.4167,6.9783,63.29191924,63.249758,63.46664,4.5258,7.0903,63.8308675232
384,62.938536,62.498039,4.3062,6.854,62.82754596,4.3397,6.8694,63.17436748,63.171633,63.421229,4.4471,6.9756,63.7522220311
383,62.833896,62.373126,4.2328,6.7483,62.72394529,4.2645,6.7617,63.06845912,63.137585,63.271673,4.3672,6.8734,63.5376960456
382,62.788859,62.254407,4.1618,6.6343,62.73156173,4.1947,6.6528,63.05164743,62.968176,63.175914,4.294,6.7595,63.5254086841
381,62.730269,62.114892,4.0909,6.5269,62.67753451,4.1191,6.5434,62.95045389,62.881776,63.061988,4.222,6.6564,63.4276786251
380,62.609539,62.101246,4.0198,6.4262,62.55329744,4.0487,6.4413,62.85532424,62.766944,63.066488,4.148,6.5544,63.2857317222
379,62.451676,62.089369,1.3681,2.1868,62.56173404,1.3768,2.1927,62.79016737,62.982108,63.082644,1.4246,2.2477,63.380344352
378,62.20755,61.828379,0.8915,1.4306,62.31651056,0.8996,1.4334,62.75987163,62.585532,62.925168,0.9388,1.4857,63.1890691257
377,62.178779,61.941801,1.037,1.6686,62.14790843,1.0433,1.6687,62.5217235,62.696898,62.778516,1.0862,1.7247,62.9790688236
376,62.184144,61.759169,1.1818,1.9009,62.17055079,1.1895,1.9056,62.42128463,62.660586,62.664545,1.2366,1.9662,62.8928898383
375,62.009567,61.611579,1.3197,2.132,61.89962477,1.3319,2.1377,62.30528138,62.592692,62.658879,1.3866,2.2044,62.9014697877
374,61.878351,61.692171,1.4546,2.3558,61.74547924,1.4694,2.3598,62.26798881,62.525609,62.477544,1.5241,2.4267,62.805455969
373,61.743267,61.504833,1.584,2.5706,61.61985529,1.5987,2.5754,62.07579405,62.207071,62.375831,1.6568,2.6462,62.6105358627
372,61.627913,61.354104,1.7095,2.7655,61.81522329,1.72,2.7749,61.98421565,62.161471,62.235464,1.7765,2.8434,62.4780192727
371,61.406962,61.157885,1.815,2.9505,61.51499746,1.831,2.9608,61.84139422,62.031094,62.137051,1.8935,3.0318,62.4546474042
370,61.346755,61.061099,1.9125,3.1192,61.31379841,1.9283,3.1269,61.66810579,61.932492,61.984331,1.9894,3.2001,62.1668072873
369,61.112154,60.813419,2.0027,3.2717,61.21282514,2.0168,3.2802,61.48405585,61.598586,61.749732,2.0797,3.3581,61.9308537566
368,60.91801,60.628883,2.0832,3.4039,61.20038779,2.0958,3.4153,61.36503382,61.58003,61.645176,2.1626,3.4897,61.970943061
367,60.748726,60.5365,2.1474,3.5303,60.8276917,2.1603,3.5368,61.08063786,61.41522,61.445869,2.2304,3.6142,61.7121354657
366,60.480312,60.426725,2.2028,3.6388,60.53644058,2.2194,3.6432,60.91897233,61.114874,61.249282,2.2879,3.7251,61.4184854098
365,60.258095,60.178354,2.2514,3.7196,60.52801376,2.2678,3.7357,60.70615949,60.913748,61.0761,2.3331,3.8149,61.1575663844
364,60.06909,59.81982,2.2829,3.798,60.10795155,2.303,3.8119,60.41606548,60.690644,60.847518,2.3703,3.885,61.0115830116
363,59.699965,59.602819,2.3149,3.8644,59.90321913,2.3285,3.8701,60.16640397,60.481035,60.541169,2.3992,3.9448,60.8193064287
362,59.435381,59.349168,2.3363,3.9144,59.68475373,2.3484,3.9228,59.86540226,60.191718,60.241241,2.414,3.9962,60.4073870177
361,59.110686,58.916695,2.3441,3.949,59.35933148,2.359,3.9582,59.59779698,59.794691,59.963847,2.4232,4.0395,59.9876222305
360,58.695098,58.57293,2.3384,3.9755,58.82027418,2.3591,3.9876,59.16089879,59.425346,59.558303,2.4305,4.0592,59.8763303114
359,58.28546,58.236725,2.3342,3.9961,58.41195165,2.3514,4.0042,58.72334049,58.992071,59.194374,2.4163,4.0791,59.2361060038
358,57.717681,57.577487,2.3201,4.007,57.90117295,2.3391,4.0158,58.24742268,58.480734,58.590429,2.4046,4.0877,58.8252562566
357,57.053129,57.053391,2.3017,4.0078,57.4305105,2.3165,4.0176,57.65880127,57.959359,58.155399,2.3812,4.0863,58.2727650931
356,56.454379,56.394725,2.2668,3.9978,56.70118565,2.2886,4.0086,57.09225166,57.343234,57.493273,2.3533,4.0831,57.6351301707
355,55.762807,55.761945,2.2324,3.9862,56.00321108,2.252,3.9967,56.34648585,56.725673,56.816575,2.3146,4.0663,56.9215257113
354,54.958013,54.84518,2.1892,3.9717,55.11997381,2.206,3.9778,55.45779074,55.821241,55.917632,2.2747,4.0475,56.200123533
353,54.041991,53.992053,2.1428,3.9519,54.22201979,2.1547,3.9555,54.47351789,54.904577,55.030609,2.2216,4.0218,55.2389477348
352,52.912681,52.778761,2.0772,3.9146,53.06289276,2.0998,3.9255,53.491275,53.932738,53.973089,2.161,3.9989,54.0398609618
351,51.611152,51.644752,2.015,3.8898,51.80214921,2.0319,3.8918,52.2097744,52.770007,52.868111,2.0959,3.9562,52.9776047723
350,50.276224,50.152434,1.9438,3.8486,50.50667775,1.9605,3.8577,50.82043705,51.32763,51.453371,2.024,3.9242,51.5773915703
349,48.666391,48.819268,1.8685,3.8076,49.07290682,1.8799,3.8181,49.23653126,49.803796,49.985725,1.9439,3.8759,50.1535127325
348,46.986691,46.8877,1.7749,3.7636,47.15963439,1.7926,3.7763,47.46974552,48.214277,48.230072,1.8542,3.8357,48.3405897229
347,44.851569,44.943074,1.6809,3.7266,45.10545806,1.6965,3.7332,45.44358727,46.225152,46.188574,1.7585,3.7898,46.400865481
346,42.652825,42.588269,1.5801,3.6752,42.99357858,1.5902,3.6863,43.13810596,44.06578,44.051186,1.6543,3.7437,44.1889040254
345,40.118469,40.08866,1.4673,3.6278,40.44600033,1.4784,3.6398,40.61761635,41.429357,41.527346,1.5435,3.6988,41.7297501893
344,37.291599,37.302224,1.3463,3.5818,37.58724664,1.3591,3.5936,37.82001336,38.844209,38.844277,1.4232,3.6465,39.029206088
343,34.22924,34.333937,1.2208,3.5375,34.51024735,1.2316,3.5487,34.70566686,35.760479,35.808199,1.2935,3.6119,35.8121764168
342,30.931387,30.893271,1.091,3.4941,31.22406342,1.098,3.506,31.31774102,32.498832,32.495428,1.1614,3.562,32.6052779337
341,27.347228,27.356168,0.9518,3.4474,27.60921274,0.963,3.4603,27.82995694,28.963867,28.973804,1.0237,3.5167,29.1096766855
340,23.640345,23.686304,0.8098,3.4118,23.7352717,0.8199,3.4147,24.01089408,25.267529,25.259944,0.8782,3.4723,25.2915934683
339,19.782881,19.809906,0.6701,3.3602,19.94226534,0.6798,3.3735,20.1511783,21.386318,21.421559,0.7358,3.4351,21.4200459957
338,15.960382,15.989422,0.5368,3.3212,16.16283271,0.5388,3.3286,16.18698552,17.490872,17.502651,0.5934,3.3805,17.5536163289
337,12.202676,12.199727,0.3999,3.2722,12.22113563,0.4076,3.2804,12.42531399,13.69982,13.605004,0.4587,3.3354,13.7524734665
336,8.777114,8.787622,0.2813,3.2251,8.722210164,0.2887,3.233,8.929786576,10.04303,9.987108,0.3313,3.285,10.0852359209
335,5.844738,5.802585,0.1871,3.1694,5.903325551,0.1893,3.1794,5.953953576,6.89668,6.813282,0.2207,3.2358,6.8205698745
334,3.519592,3.539489,0.11,3.1194,3.526319164,0.1126,3.129,3.5985938,4.278508,4.263871,0.1375,3.1789,4.3253955771
333,1.855394,1.865512,0.0541,3.0658,1.764629134,0.0583,3.0755,1.895626727,2.412103,2.367491,0.0751,3.1237,2.4042001473
332,0.831534,0.856257,0.0232,3.012,0.770252324,0.0258,3.0199,0.854332925,1.144895,1.127185,0.034,3.0713,1.1070230847
331,0.321643,0.320845,0.0094,2.9511,0.318525296,0.009,2.9592,0.304136253,0.487773,0.460848,0.0143,3.0115,0.474846422
330,0.112329,0.136454,0.0012,2.8941,0.041463667,0.0019,2.9026,0.065458554,0.176019,0.163507,0.0081,2.9502,0.2745576571
329,0.046421,0.039526,-0.0029,2.8334,-0.102350533,0.0005,2.8402,0.017604394,0.064454,0.058109,0.0024,2.8825,0.0832610581
328,0.024994,0.046879,-0.0017,2.7704,-0.06136298,-0.0006,2.7771,-0.021605272,0.055995,0.030753,0.0004,2.8257,0.0141557844
327,0.011455,0.02881,0.0007,2.7054,0.025874178,0,2.7148,0,0.0325,0.028126,0.0016,2.7551,0.0580741171
326,0.023321,0.058002,-0.0034,2.6387,-0.128851328,-0.0007,2.6465,-0.026450028,0.056028,0.016057,0.0051,2.686,0.1898734177
325,0.032811,0.024388,-0.0029,2.5717,-0.112765875,-0.001,2.5789,-0.038776222,0.036183,0.021146,0.0006,2.6187,0.022912132
324,0.031001,0.033279,-0.0018,2.5053,-0.071847683,-0.0001,2.5095,-0.003984858,0.059594,0.026394,0.0012,2.5546,0.046974086
323,0.028813,0.051131,0.0005,2.4311,0.020566822,0,2.4384,0,0.026142,0.037889,0.0017,2.4756,0.0686702214
322,0.017726,0.04156,-0.003,2.3606,-0.127086334,-0.0002,2.3666,-0.008450942,0.073444,0.040515,0.0038,2.4057,0.1579581826
321,0.018291,0.058643,-0.0032,2.2919,-0.139622148,0.0001,2.2951,0.004357109,0.04661,0.029709,-0.0002,2.3368,-0.0085587128
320,0.032714,0.022673,-0.0005,2.3801,-0.021007521,-0.0002,2.3886,-0.008373106,0.049763,0.032302,0.0001,2.4303,0.0041147183
319,0.003277,0.002218,0.004,5.7063,0.070097962,0.0006,5.7188,0.010491712,-0.000097,0.006168,0.0002,5.8155,0.0034390852
318,-0.004724,-0.00636,-0.0017,5.7889,-0.029366546,-0.0003,5.7923,-0.00517929,0.004912,-0.001061,0.0044,5.9052,0.0745106008
317,-0.004437,-0.023206,-0.003,5.8783,-0.051035163,-0.0001,5.8868,-0.001698716,-0.01021,0.000868,0.0012,5.988,0.0200400802
316,-0.013027,-0.017054,-0.0012,5.9605,-0.020132539,0.0002,5.9787,0.003345209,-0.008679,0,0.0011,6.0831,0.0180828854
315,-0.010623,-0.021697,0.0018,6.0617,0.02969464,0.0007,6.0718,0.011528706,-0.008388,-0.002703,0.002,6.1772,0.0323771288
314,-0.007733,-0.015429,-0.0033,6.1604,-0.05356795,0.0002,6.1776,0.003237503,-0.019851,-0.004731,0.0038,6.2816,0.0604941416
313,-0.004836,-0.023731,-0.003,6.2772,-0.047792009,-0.0006,6.2876,-0.009542592,-0.012157,-0.004348,0.0009,6.4021,0.0140578873
312,-0.008507,-0.027714,-0.0015,6.3952,-0.023455091,-0.0005,6.4157,-0.007793382,-0.02374,-0.006477,0.0011,6.5318,0.0168406871
311,-0.011802,-0.018462,0.0004,6.5368,0.006119202,0.0002,6.5428,0.003056795,-0.010628,-0.008318,0.0025,6.668,0.0374925015
310,-0.013062,-0.024656,-0.0035,6.6769,-0.052419536,-0.0001,6.6854,-0.001495797,-0.025703,-0.003969,0.0033,6.8088,0.0484666902
309,-0.010554,-0.023025,-0.0017,6.827,-0.024901128,-0.0008,6.8428,-0.011691121,-0.014593,-0.008517,0.0001,6.9701,0.0014346996
308,-0.006396,-0.028065,-0.0004,6.9857,-0.005725983,-0.0008,7,-0.011428571,-0.030626,-0.008331,0.0013,7.1271,0.018240238
307,-0.00902,-0.019485,-0.001,7.1443,-0.013997173,0,7.16,0,-0.014686,-0.008048,0.004,7.2956,0.0548275673
306,-0.011835,-0.031977,-0.0038,7.315,-0.051948052,0.0001,7.3218,0.001365784,-0.024771,-0.006983,0.0024,7.4598,0.0321724443
305,-0.013201,-0.020757,-0.0017,7.4611,-0.022784844,0,7.4854,0,-0.014846,-0.007089,0.0006,7.624,0.0078698846
304,-0.01234,-0.026284,0.0015,7.6194,0.019686589,-0.0004,7.6352,-0.005238894,-0.019702,-0.0034,0.0022,7.7781,0.0282845425
303,-0.006416,-0.010401,-0.002,7.7691,-0.025743008,0,7.7793,0,-0.015242,-0.007873,0.0049,7.9225,0.0618491638
302,-0.007205,-0.026044,-0.0044,7.9069,-0.055647599,0.0002,7.9166,0.002526337,-0.019051,-0.00759,0.0016,8.0575,0.0198572758
301,-0.003118,-0.019187,-0.001,8.0258,-0.012459817,0.0005,8.0472,0.006213341,-0.011577,0.000292,0.0014,8.1919,0.0170900524
300,-0.007017,-0.018118,0.0012,8.1436,0.014735498,0.0003,8.1603,0.003676335,-0.006326,-0.000292,0.0022,8.3048,0.0264907042
299,-0.001658,-0.011014,-0.0029,8.2474,-0.035162597,-0.0006,8.2611,-0.007262955,-0.012073,-0.000879,0.0054,8.4034,0.0642597044
298,0,-0.014445,-0.0022,8.3332,-0.026400422,-0.0003,8.3503,-0.003592685,-0.000488,0.002149,0.0012,8.4882,0.0141372729
297,-0.00225,-0.016824,-0.0008,8.415,-0.009506833,0.0001,8.4354,0.00118548,-0.00567,0.000391,0.0014,8.5773,0.0163221527
296,-0.001567,-0.009591,0.0012,8.4944,0.014126954,0.0001,8.5082,0.001175337,0.000587,0.00088,0.0026,8.6494,0.0300598885
295,-0.001177,-0.005485,-0.0034,8.5722,-0.039663097,0,8.5771,0,-0.008232,0.006074,0.0037,8.7272,0.0423961866
294,-0.003829,-0.009614,-0.0012,8.6404,-0.013888246,-0.0002,8.6586,-0.002309842,0,0.006281,0.0002,8.8019,0.0022722367
293,-0.004033,-0.006291,-0.0004,8.7051,-0.004595008,-0.0003,8.7283,-0.003437095,-0.004417,0.003047,0.0022,8.8782,0.0247797977
292,-0.000296,-0.003055,-0.0002,8.7836,-0.002276971,-0.0003,8.8051,-0.003407116,-0.003937,-0.002658,0.0036,8.9522,0.0402135788
291,0.001284,-0.013621,-0.0028,8.8608,-0.031599856,0.0001,8.8716,0.001127192,-0.004439,0.000592,0.0034,9.0319,0.0376443495
290,-0.00198,-0.009696,-0.0015,8.9313,-0.016794867,0.0003,8.9495,0.003352143,-0.004449,0.002571,0.0011,9.1116,0.0120725229
289,-0.007846,-0.014892,0,9.0157,0,0.0003,9.0336,0.003320935,-0.005256,0.003273,0.0023,9.1916,0.0250228469
288,-0.003588,-0.008272,-0.001,9.1063,-0.010981408,0.0003,9.1246,0.003287815,-0.012039,0.000199,0.0044,9.2875,0.0473755047
287,-0.000901,-0.022987,-0.0023,9.2033,-0.024991036,-0.0002,9.2208,-0.002169009,-0.010281,-0.002398,0.0028,9.3896,0.0298202266
286,-0.002513,-0.013449,-0.0017,9.2976,-0.018284288,0,9.3128,0,-0.009619,-0.002107,0.0018,9.4845,0.0189783331
285,-0.006359,-0.01583,0.001,9.3867,0.010653371,0,9.4073,0,-0.001208,0.000403,0.0021,9.5777,0.0219259321
284,-0.006177,-0.010013,-0.0019,9.493,-0.020014748,-0.0001,9.5014,-0.001052476,-0.012404,0.003737,0.0038,9.6848,0.0392367421
283,-0.006084,-0.017327,-0.0016,9.6021,-0.016663022,-0.0002,9.6209,-0.002078808,-0.004951,-0.001012,0.0016,9.8018,0.0163235324
282,-0.004059,-0.017335,-0.0008,9.7339,-0.0082187,0,9.7588,0,-0.006983,-0.001417,0.0013,9.9387,0.0130801815
281,-0.004161,-0.014202,0.0006,9.8915,0.006065814,-0.0005,9.908,-0.005046427,-0.008305,-0.001317,0.0026,10.0863,0.0257775398
280,-0.003657,-0.017867,-0.003,10.0445,-0.029867091,-0.0001,10.0577,-0.000994263,-0.012345,-0.001013,0.0044,10.2412,0.0429637152
279,-0.007111,-0.022341,-0.0012,10.1848,-0.011782264,-0.0001,10.2037,-0.000980037,-0.006282,-0.000507,0.0011,10.3936,0.010583436
278,-0.004575,-0.014937,0.0004,10.3261,0.003873679,0,10.3484,0,-0.004457,0.000203,0.0023,10.5364,0.0218290877
277,-0.004984,-0.008639,0.0002,10.4702,0.001910183,-0.0001,10.4897,-0.000953316,-0.008009,-0.000406,0.0028,10.6833,0.0262091301
276,-0.00468,-0.014534,-0.0032,10.6211,-0.030128706,0,10.6354,0,-0.004867,-0.003554,0.0039,10.8299,0.0360114128
275,-0.006408,-0.013014,-0.002,10.7721,-0.018566482,0.0007,10.7975,0.006482982,-0.010853,-0.000406,0.0005,10.994,0.0045479352
274,-0.007322,-0.014238,0.0003,10.9454,0.002740877,0.0004,10.9643,0.003648204,-0.004565,-0.000812,0.0018,11.157,0.0161333692
273,-0.006606,-0.01006,-0.0011,11.1318,-0.0098816,0.0001,11.1432,0.000897408,-0.015399,0,0.0034,11.3352,0.0299950596
272,-0.005285,-0.021923,-0.0024,11.3251,-0.021191866,0.0004,11.3416,0.003526839,-0.013265,-0.000811,0.0031,11.5339,0.0268772922
271,-0.005177,-0.017242,-0.0005,11.542,-0.004332005,0.0004,11.562,0.003459609,-0.013968,-0.003343,0.0015,11.762,0.0127529332
