nm, %T_slow_20171215, %T_fast_20171215, E1_fast_20171215, E1_empty_fast_20171215,result_fast_20171215, E1_slow_20171215, E1_empty_slow_20171215,result_slow_20171215, %T_fast_20171218, %T_slow_20171218, E1_fast_20171218, E1_empty_fast_20171218,result_fast_20171218
661,71.814828,70.952118,6.7795,9.5113,71.27837414,6.8269,9.5944,71.15504878,71.385663,71.484416,6.9777,9.788,71.288312219
660,71.777449,70.850053,6.8588,9.6259,71.25359707,6.9095,9.7061,71.18719156,71.350044,71.459117,7.056,9.9082,71.213742153
659,71.804238,70.839045,6.9461,9.7516,71.2303622,6.9902,9.8233,71.15938636,71.33455,71.361729,7.1399,10.0278,71.2010610503
658,71.770648,70.781944,7.0304,9.8598,71.30367756,7.0741,9.9409,71.16156485,71.385324,71.361877,7.2236,10.1497,71.1705764702
657,71.74148,70.841652,7.1073,9.9719,71.27327791,7.1536,10.059,71.11641316,71.374127,71.3622,7.3161,10.268,71.2514608492
656,71.727945,70.796515,7.1906,10.0918,71.25190749,7.2383,10.1795,71.10663589,71.360333,71.363904,7.399,10.3875,71.229843562
655,71.710056,70.759276,7.2741,10.2126,71.22671993,7.3201,10.3009,71.06272267,71.326005,71.317693,7.4841,10.5147,71.177494365
654,71.69127,70.790341,7.3564,10.3231,71.26153965,7.4026,10.4193,71.04699932,71.246367,71.371121,7.5698,10.6375,71.1614571093
653,71.650794,70.778991,7.4424,10.446,71.24641011,7.4869,10.5399,71.03388078,71.192793,71.366675,7.6543,10.7544,71.1736591535
652,71.692106,70.802309,7.5198,10.5726,71.12536178,7.5735,10.6609,71.03996848,71.176725,71.284587,7.7371,10.8792,71.1182807559
651,71.622268,70.743794,7.6042,10.687,71.15373819,7.6605,10.7826,71.04501697,71.199198,71.316811,7.8257,11.0076,71.0936080526
650,71.618973,70.633523,7.6972,10.8034,71.24794046,7.7449,10.9039,71.0287145,71.180914,71.352019,7.9104,11.1224,71.1213407178
649,71.658122,70.65894,7.7723,10.9269,71.12996367,7.8317,11.0233,71.04678272,71.214139,71.272731,8.0022,11.241,71.1876167601
648,71.594671,70.718977,7.863,11.0552,71.1249005,7.9141,11.1533,70.95747447,71.18851,71.285162,8.0855,11.375,71.0813186813
647,71.569655,70.696762,7.9498,11.1752,71.13787673,7.9997,11.2743,70.95518125,71.170314,71.265093,8.1731,11.4981,71.0821787948
646,71.567821,70.665571,8.0318,11.2952,71.10808131,8.0881,11.3948,70.98062274,71.210899,71.224134,8.2662,11.6228,71.1205561483
645,71.541382,70.722917,8.1181,11.4129,71.13091326,8.1764,11.5196,70.97815896,71.137246,71.19915,8.3516,11.7492,71.0822864535
644,71.540753,70.621073,8.2119,11.5486,71.10732037,8.2593,11.6469,70.91414883,71.194972,71.206611,8.4382,11.8717,71.0782785953
643,71.540501,70.655484,8.2968,11.6693,71.09938043,8.3462,11.7692,70.91561024,71.088073,71.151611,8.5307,12.01,71.0299750208
642,71.531352,70.678688,8.3777,11.7935,71.03658795,8.4336,11.8927,70.91409016,71.012205,71.146642,8.6253,12.1343,71.0819742383
641,71.519324,70.615882,8.468,11.919,71.04622871,8.5197,12.0194,70.88290597,71.060293,71.155026,8.7064,12.2596,71.0169989233
640,71.497055,70.613988,8.5527,12.0462,70.99915326,8.6077,12.1427,70.88785855,71.080625,71.115626,8.792,12.3876,70.9742000065
639,71.49445,70.562157,8.6412,12.1702,71.00294161,8.6947,12.2697,70.86318329,71.065736,71.147913,8.8852,12.5162,70.9895974817
638,71.432647,70.51704,8.7275,12.2932,70.99453356,8.7836,12.3939,70.87034751,71.04663,71.102875,8.9719,12.6499,70.9246713413
637,71.406389,70.534044,8.8071,12.4188,70.91747995,8.8723,12.5232,70.84690814,71.032641,71.123926,9.0632,12.7752,70.9437034254
636,71.410777,70.503001,8.9085,12.5453,71.01065738,8.9595,12.6482,70.83616641,71.017362,71.120444,9.1545,12.9071,70.9260794446
635,71.370925,70.486296,8.9881,12.6667,70.95849748,9.0494,12.7713,70.85731288,71.055691,71.104584,9.2465,13.0379,70.9201635233
634,71.382374,70.507611,9.0785,12.7936,70.96126188,9.1373,12.8978,70.84386485,71.030315,71.093527,9.3344,13.161,70.9247017704
633,71.399383,70.452509,9.1611,12.925,70.87891683,9.2231,13.0244,70.81401063,71.038299,71.111623,9.4264,13.2999,70.8757208701
632,71.396293,70.43334,9.2507,13.0552,70.85835529,9.3127,13.1509,70.81416481,70.957836,71.086931,9.5114,13.4332,70.8051692821
631,71.365837,70.485734,9.3398,13.1806,70.86020363,9.4004,13.2776,70.79893957,70.914162,70.979645,9.6021,13.5548,70.839112344
630,71.369035,70.390668,9.4312,13.2978,70.92300982,9.4877,13.4024,70.79105235,70.933776,71.021512,9.6905,13.686,70.8059330703
629,71.332199,70.410279,9.5119,13.4302,70.82470849,9.5754,13.5346,70.7475655,70.902957,71.020242,9.7867,13.8178,70.8267596868
628,71.296232,70.369756,9.597,13.5641,70.75294343,9.663,13.6606,70.73627806,70.831456,71.018561,9.8766,13.9452,70.8243696756
627,71.287294,70.34093,9.6861,13.6815,70.79706173,9.7522,13.784,70.7501451,70.829161,70.956872,9.9633,14.0679,70.8229373254
626,71.271227,70.30189,9.7703,13.8064,70.76645614,9.8366,13.9141,70.69519408,70.944572,70.944459,10.0512,14.2088,70.7392601768
625,71.230612,70.340343,9.8562,13.9344,70.73286256,9.9248,14.0402,70.68845173,70.813708,70.92281,10.138,14.3291,70.7511288218
624,71.214397,70.327154,9.9494,14.0541,70.79357625,10.0077,14.161,70.67085658,70.807562,70.930456,10.2361,14.4644,70.7675396145
623,71.175298,70.26791,10.0404,14.1812,70.8007785,10.1008,14.2839,70.71458075,70.849914,70.896791,10.3148,14.5895,70.7001610747
622,71.204061,70.276192,10.1106,14.3102,70.65310059,10.1842,14.4106,70.67158897,70.782809,70.866609,10.4179,14.7187,70.7800281275
621,71.13205,70.224833,10.2043,14.4322,70.70509001,10.2658,14.5371,70.61793618,70.875899,70.886155,10.5026,14.8551,70.7002982141
620,71.16321,70.278554,10.2847,14.5492,70.68911005,10.3565,14.6634,70.62823083,70.827044,70.829754,10.5867,14.9753,70.6944101287
619,71.126264,70.279021,10.3684,14.6771,70.64338323,10.4362,14.7812,70.60455173,70.778223,70.849583,10.6771,15.1109,70.6582665493
618,71.097018,70.287276,10.4564,14.7969,70.66615305,10.5208,14.905,70.58570949,70.755608,70.833516,10.7563,15.2298,70.6266661414
617,71.148779,70.186287,10.5416,14.9181,70.66315416,10.6073,15.0207,70.61788066,70.798239,70.835372,10.8449,15.3601,70.6043580445
616,71.070919,70.24162,10.6198,15.0386,70.61694573,10.6898,15.1426,70.59421764,70.698794,70.797162,10.9417,15.4822,70.6727726034
615,71.094252,70.183081,10.7024,15.1577,70.60701822,10.7709,15.2679,70.54604759,70.705583,70.841924,11.0258,15.6118,70.6247838174
614,71.085142,70.192137,10.7902,15.2727,70.65024521,10.8526,15.3878,70.52730085,70.700713,70.72917,11.1009,15.7218,70.6083272908
613,71.056859,70.154978,10.8659,15.392,70.59446466,10.9297,15.5088,70.4741824,70.709933,70.779986,11.181,15.8525,70.5314619145
612,71.048197,70.133358,10.9435,15.514,70.5395127,11.0103,15.6246,70.46772397,70.607836,70.731762,11.2664,15.9659,70.5653924928
611,71.049406,70.111061,11.0217,15.6287,70.52218035,11.0938,15.737,70.49501176,70.553626,70.691025,11.3444,16.104,70.4446100348
610,70.980748,70.118273,11.1001,15.7536,70.46072009,11.1784,15.8479,70.53552837,70.652303,70.713643,11.4364,16.2172,70.5201884419
609,70.99703,70.093633,11.1762,15.8641,70.44963156,11.25,15.966,70.46223224,70.560326,70.702728,11.5055,16.3384,70.4199921657
608,70.969972,70.093877,11.2527,15.9785,70.42400726,11.3306,16.0797,70.465245,70.607345,70.641364,11.5914,16.4478,70.4738627658
607,70.936518,70.016769,11.3322,16.0712,70.51246951,11.3981,16.1962,70.37514973,70.536486,70.647725,11.6659,16.5604,70.4445544794
606,70.936809,70.036451,11.4077,16.1947,70.44094673,11.4794,16.302,70.41712673,70.559439,70.637254,11.7453,16.6717,70.4505239418
605,70.935203,70.05247,11.4746,16.301,70.39200049,11.5543,16.4111,70.40539635,70.549989,70.636681,11.8276,16.7914,70.4384387246
604,70.888778,70.003853,11.555,16.4149,70.39336213,11.629,16.5188,70.39857617,70.521789,70.579511,11.9088,16.9102,70.4237679034
603,70.855003,69.940477,11.6288,16.5198,70.39310403,11.7026,16.6283,70.37760926,70.496779,70.60117,11.9744,17.0153,70.3743101797
602,70.779332,69.882231,11.7032,16.6304,70.37233019,11.767,16.7383,70.29985124,70.481276,70.503345,12.0581,17.1283,70.3986968934
601,70.820827,69.936543,11.762,16.725,70.32585949,11.8404,16.844,70.29446687,70.515266,70.538336,12.1351,17.2395,70.3912526465
600,70.792723,69.906904,11.8304,16.8217,70.32820702,11.9038,16.9512,70.22393695,70.423886,70.497068,12.1935,17.3528,70.2681987921
599,70.79075,69.763716,11.9076,16.9347,70.31479743,11.9808,17.0553,70.24678546,70.470835,70.502796,12.2696,17.4558,70.2895312733
598,70.743333,69.910622,11.9785,17.0346,70.31864558,12.0479,17.1528,70.23867823,70.34698,70.515994,12.3359,17.5556,70.2676069175
597,70.728934,69.854794,12.0464,17.141,70.27828015,12.1208,17.2531,70.25288209,70.410135,70.446247,12.4181,17.6628,70.3065199176
596,70.732635,69.794244,12.1085,17.2401,70.2345114,12.1947,17.3618,70.23868493,70.386262,70.412702,12.4794,17.7726,70.2170757233
595,70.680904,69.776178,12.1843,17.3383,70.27390229,12.2592,17.4648,70.19376117,70.277095,70.445169,12.5566,17.8792,70.2302116426
594,70.645554,69.847737,12.2541,17.4444,70.24661209,12.3274,17.5661,70.17721634,70.355974,70.379919,12.6398,17.9915,70.2542867465
593,70.663715,69.728352,12.3225,17.5424,70.24409431,12.3981,17.6667,70.17779212,70.35152,70.393984,12.6999,18.0897,70.2051443639
592,70.658947,69.736332,12.3885,17.6501,70.18940403,12.4704,17.7706,70.17433289,70.280579,70.356171,12.7739,18.1863,70.239136053
591,70.641589,69.762115,12.4664,17.7641,70.17749281,12.5389,17.866,70.18302922,70.312656,70.388261,12.8388,18.3041,70.1416622505
590,70.579496,69.74733,12.5277,17.8632,70.13133145,12.6067,17.982,70.10732955,70.236482,70.359244,12.9137,18.4135,70.1316968529
589,70.553934,69.730282,12.5906,17.9575,70.11332312,12.6782,18.0778,70.13132129,70.25726,70.322238,12.9728,18.5174,70.057351464
588,70.583749,69.634601,12.6637,18.066,70.09686704,12.7461,18.1828,70.09976461,70.29723,70.341824,13.0441,18.6208,70.0512330297
587,70.512886,69.627157,12.7308,18.1686,70.07034114,12.8227,18.2888,70.11230917,70.130458,70.262019,13.1232,18.711,70.1362834696
586,70.570444,69.642552,12.8006,18.26,70.10186199,12.8872,18.4008,70.03608539,70.152887,70.279523,13.1993,18.8342,70.0815537692
585,70.498281,69.581072,12.8626,18.3749,70.00092518,12.9514,18.4991,70.01097351,70.130659,70.243299,13.2711,18.9292,70.1091435454
584,70.496522,69.5286,12.9406,18.4759,70.04043105,13.0285,18.5984,70.05172488,70.090495,70.22055,13.3401,19.0341,70.085268019
583,70.444291,69.494893,13.0113,18.578,70.03606416,13.0945,18.7052,70.00459765,70.107723,70.261932,13.4006,19.1484,69.9828706315
582,70.42388,69.497725,13.0765,18.6868,69.97720316,13.1596,18.8052,69.97851658,70.079505,70.226576,13.4801,19.2532,70.0148546735
581,70.369754,69.54115,13.1408,18.7788,69.97678233,13.2312,18.9163,69.94602539,70.1579,70.165166,13.5406,19.3533,69.9653289103
580,70.424248,69.539418,13.2086,18.8778,69.96895825,13.2919,19.0118,69.91394818,70.113261,70.133351,13.6111,19.4574,69.9533339501
579,70.372921,69.493636,13.2737,18.9839,69.92082765,13.3552,19.0987,69.92727254,70.055667,70.186376,13.6847,19.5771,69.9015686695
578,70.393562,69.490648,13.3249,19.0724,69.86483086,13.4134,19.1866,69.91024986,70.017227,70.052212,13.7479,19.6627,69.9186785131
577,70.398796,69.453327,13.3893,19.1581,69.88845449,13.469,19.2786,69.86503169,69.995093,70.086416,13.8067,19.7519,69.9006171558
576,70.295053,69.50232,13.444,19.2337,69.89814752,13.5279,19.3532,69.90006821,70.016803,70.042493,13.8682,19.8454,69.8811815333
575,70.32636,69.414651,13.488,19.3092,69.8527127,13.5814,19.4382,69.86963814,70.005029,70.027223,13.9242,19.9305,69.8637766238
574,70.256015,69.403717,13.5351,19.3815,69.83515208,13.6216,19.5069,69.82965002,69.908325,70.042931,13.9634,19.992,69.8449379752
573,70.273133,69.377238,13.574,19.4452,69.80643038,13.6614,19.5718,69.80144902,69.866694,70.047105,14.0078,20.0711,69.7908933741
572,70.180401,69.304058,13.6066,19.495,69.79533214,13.6904,19.6233,69.76604343,69.913982,69.994463,14.0565,20.1288,69.8327769167
571,70.1902,69.367306,13.6342,19.5314,69.80656789,13.7162,19.6611,69.76313635,69.864261,69.872703,14.0884,20.1893,69.7815179328
570,70.197952,69.310349,13.6428,19.5711,69.70890752,13.7309,19.6876,69.74389971,69.890788,69.971615,14.1054,20.2157,69.7744822094
569,70.150363,69.264998,13.6494,19.5777,69.7191192,13.7349,19.7,69.72030457,69.856604,69.922476,14.1084,20.2391,69.708633289
568,70.147946,69.312272,13.6452,19.5639,69.74682962,13.7261,19.6896,69.71243702,69.815064,69.930137,14.1167,20.2618,69.6715000642
567,70.125801,69.24053,13.613,19.5358,69.68232681,13.7013,19.6593,69.69373274,69.794368,69.896964,14.1064,20.2411,69.6918645726
566,70.104952,69.258046,13.5673,19.484,69.63303223,13.6583,19.6063,69.66281246,69.690938,69.86446,14.0714,20.1937,69.6821285847
565,70.081974,69.234734,13.5075,19.4,69.62628866,13.593,19.5271,69.61095093,69.786281,69.871393,14.0203,20.1218,69.6771660587
564,70.124296,69.235302,13.4369,19.2918,69.65083611,13.5095,19.4096,69.60215563,69.752037,69.857057,13.9638,20.0253,69.73079055
563,70.070484,69.205382,13.3123,19.1145,69.64503387,13.3933,19.2456,69.59149104,69.745792,69.801631,13.8287,19.8577,69.6389813523
562,69.969122,69.10184,13.1471,18.887,69.60925504,13.2229,19.0059,69.5726064,69.681093,69.790433,13.5353,19.4479,69.597745772
561,69.990528,69.069658,13.3611,19.2199,69.51701101,13.446,19.3287,69.56494746,69.629414,69.776356,13.7732,19.7876,69.6052073015
560,69.981352,69.038302,13.5906,19.5477,69.525315,13.6729,19.6586,69.55174834,69.655005,69.747837,14.0026,20.1153,69.6116886151
559,69.939314,69.060884,13.8157,19.8772,69.50526231,13.9045,19.9994,69.52458574,69.614602,69.782704,14.2296,20.4698,69.5150905236
558,69.917683,69.073121,14.0509,20.2226,69.48117453,14.1407,20.3498,69.48815222,69.591524,69.745787,14.4742,20.8146,69.5386891893
557,69.931776,69.047988,14.2903,20.5753,69.45366532,14.38,20.699,69.47195517,69.572106,69.692422,14.7297,21.1948,69.496763357
556,69.866283,68.942713,14.5383,20.9336,69.449593,14.6325,21.0579,69.48698588,69.560294,69.659907,14.9611,21.547,69.4347240915
555,69.872329,68.949951,14.7959,21.3024,69.45649317,14.8834,21.4356,69.43309261,69.496242,69.671763,15.2285,21.9237,69.4613591684
554,69.871559,68.979866,15.0559,21.6869,69.42393795,15.1471,21.8169,69.42828725,69.534161,69.610657,15.5057,22.327,69.4482017288
553,69.812241,68.920821,15.3087,22.0647,69.38095691,15.4111,22.2061,69.40029992,69.497744,69.611303,15.77,22.7343,69.3665518622
552,69.826169,68.865661,15.5915,22.457,69.42824064,15.6836,22.6118,69.36024554,69.444079,69.520975,16.0553,23.1367,69.3932151085
551,69.763937,68.886332,15.8658,22.881,69.34050085,15.971,23.0251,69.36343382,69.418913,69.536658,16.3441,23.5552,69.3863775302
550,69.686001,68.909529,16.159,23.3199,69.29274997,16.2665,23.4608,69.33480529,69.433238,69.490672,16.645,24.0069,69.3342330747
549,69.732784,68.882633,16.4534,23.7567,69.25793566,16.5702,23.9099,69.30267379,69.431851,69.53012,16.9611,24.4775,69.2926156674
548,69.707752,68.808499,16.7737,24.2183,69.26043529,16.8869,24.3723,69.28726464,69.435944,69.515549,17.2898,24.9368,69.3344775593
547,69.693962,68.802961,17.1147,24.7025,69.28327092,17.212,24.8421,69.2856079,69.409126,69.487831,17.6231,25.4336,69.2906234273
546,69.655695,68.820039,17.4433,25.2046,69.20681146,17.5542,25.3523,69.24105505,69.403457,69.445953,17.982,25.9577,69.274242325
545,69.609353,68.76646,17.7984,25.7261,69.1842137,17.9157,25.8848,69.21320621,69.346529,69.424767,18.3461,26.4806,69.2812851673
544,69.626461,68.690259,18.1776,26.2757,69.18026922,18.2905,26.4389,69.1802609,69.315382,69.420593,18.7294,27.0475,69.2463259081
543,69.593182,68.714,18.5738,26.8701,69.1244171,18.6853,27.0122,69.17355861,69.268476,69.392116,19.1328,27.6601,69.171116518
542,69.572554,68.701754,18.9805,27.4616,69.11651178,19.0965,27.6269,69.12284766,69.292283,69.339293,19.561,28.2732,69.1856599182
541,69.5094,68.670385,19.4193,28.0916,69.12849393,19.5341,28.2626,69.11642949,69.262307,69.348653,20.0071,28.933,69.1497597899
540,69.479926,68.635489,19.8761,28.7669,69.09364582,19.9983,28.9406,69.10119348,69.249388,69.292629,20.4879,29.6202,69.168675431
539,69.438731,68.641253,20.3573,29.4856,69.04149822,20.4864,29.6559,69.08035163,69.258274,69.272483,20.9803,30.3593,69.1066658322
538,69.456395,68.616892,20.8718,30.2295,69.04447642,21.0049,30.4046,69.0846122,69.167002,69.25386,21.5084,31.1208,69.1126192129
537,69.421238,68.598904,21.4257,31.0355,69.03610382,21.5551,31.2057,69.07423964,69.179767,69.247801,22.0708,31.9428,69.0947568779
536,69.369127,68.570121,22.0053,31.8981,68.98624056,22.1391,32.0659,69.0425031,69.163698,69.274281,22.6707,32.8448,69.023711516
535,69.364271,68.538314,22.619,32.8103,68.93871741,22.769,32.9883,69.02144094,69.191939,69.219534,23.3304,33.7784,69.0689908344
534,69.330886,68.507502,23.282,33.7815,68.91937895,23.4303,33.9721,68.96924241,69.111959,69.174158,24.0147,34.7827,69.0420812645
533,69.335575,68.50254,23.9902,34.828,68.88193408,24.1504,35.0262,68.94952921,69.059007,69.142101,24.7395,35.8565,68.9958584915
532,69.307538,68.522642,24.7647,35.9482,68.88995833,24.9159,36.1559,68.91240434,69.05525,69.130981,25.5333,37.0215,68.9688424294
531,69.276532,68.472608,25.5856,37.1466,68.87736697,25.7421,37.3527,68.91630324,69.029536,69.121978,26.3791,38.2719,68.9255040905
530,69.230208,68.361852,26.4647,38.4462,68.83567167,26.6297,38.651,68.89782929,69.005765,69.104827,27.2903,39.6083,68.9004577323
529,69.22888,68.4052,27.4118,39.83,68.82199347,27.5791,40.0544,68.85410841,69.011305,69.08439,28.2493,41.0364,68.8396155608
528,69.216506,68.373755,28.4303,41.3101,68.82166831,28.5984,41.5437,68.8393186,68.999001,69.047605,29.3116,42.5717,68.8523126866
527,69.180511,68.347281,29.5212,42.9212,68.77999683,29.6972,43.1469,68.82811975,68.931825,69.044995,30.4426,44.2152,68.8509833722
526,69.168674,68.31215,30.6871,44.6367,68.7485858,30.8851,44.8811,68.81538108,68.935475,69.00481,31.6602,46.0185,68.7988526354
525,69.156904,68.319099,31.9595,46.4928,68.74075126,32.1633,46.7558,68.7899683,68.891431,68.995577,32.9585,47.9393,68.7504823808
524,69.130837,68.250032,33.3121,48.4776,68.71647936,33.5261,48.761,68.75597301,68.879654,69.005951,34.3644,49.992,68.7397983677
523,69.088678,68.232943,34.7619,50.6197,68.67267092,34.9809,50.8897,68.73866421,68.843545,68.960853,35.8647,52.1862,68.7244903825
522,69.054206,68.212328,36.3044,52.8719,68.66482952,36.5302,53.1597,68.71784453,68.836153,68.933505,37.4497,54.5275,68.6803906286
521,69.043743,68.192531,37.9241,55.2713,68.61445271,38.1645,55.5717,68.67614271,68.782884,68.879606,39.1253,56.9889,68.6542467042
520,69.019881,68.168913,39.6076,57.7671,68.56428659,39.8622,58.068,68.64744782,68.750594,68.87511,40.8777,59.5409,68.654823827
519,68.996134,68.128753,41.3724,60.348,68.55637304,41.6386,60.6524,68.65119929,68.736746,68.847452,42.6856,62.2014,68.6248219493
518,68.94517,68.131656,43.167,62.9806,68.54015363,43.4401,63.3106,68.61426049,68.718313,68.821329,44.534,64.928,68.5898225727
517,68.902551,68.091141,44.9612,65.6341,68.50280571,45.2389,65.9612,68.58410702,68.716277,68.822768,46.3692,67.6156,68.5776655091
516,68.874806,68.068744,46.7057,68.2034,68.48001713,46.9943,68.5369,68.56788095,68.670118,68.797823,48.1585,70.2554,68.5477557597
515,68.861973,68.046889,48.317,70.5907,68.4466934,48.62,70.9448,68.53215458,68.657933,68.736087,49.7964,72.6917,68.5035568022
514,68.833075,68.026782,49.7439,72.6924,68.43067501,50.0468,73.0649,68.49636419,68.625829,68.711093,51.2519,74.8215,68.4988940345
513,68.815037,67.999488,50.8835,74.3907,68.40035112,51.1971,74.7637,68.47855309,68.609777,68.699324,52.4075,76.533,68.476996851
512,68.767698,67.96252,51.6365,75.5283,68.36708889,51.9576,75.9132,68.44343276,68.590353,68.669204,53.1503,77.6301,68.4660975575
511,68.734569,67.892656,51.9379,76.003,68.33664461,52.2566,76.3944,68.40370498,68.530004,68.64582,53.4188,78.0487,68.4429080817
510,68.711251,67.860313,51.6941,75.6748,68.31085117,52.0127,76.0624,68.38161825,68.514521,68.62935,53.1211,77.6431,68.4170261105
509,68.667155,67.843099,50.8564,74.4842,68.27810462,51.1705,74.8702,68.34561681,68.497348,68.594901,52.2234,76.3372,68.4114691134
508,68.641726,67.827676,49.4258,72.4251,68.24402037,49.7441,72.8019,68.32802441,68.472955,68.560104,50.7096,74.1606,68.3780875559
507,68.616839,67.779001,47.4448,69.5534,68.21348777,47.7378,69.9041,68.29041501,68.447004,68.540375,48.6095,71.1325,68.3365550206
506,68.613151,67.744347,44.9598,65.9394,68.18351395,45.2359,66.2729,68.25701003,68.45204,68.518066,46.0303,67.3528,68.3420733808
505,68.601821,67.750022,42.0754,61.7547,68.13311375,42.3572,62.0805,68.22947624,68.41786,68.507702,43.0414,63.0436,68.2724336808
504,68.560223,67.734302,38.9643,57.1989,68.12071561,39.2263,57.5082,68.20992485,68.362825,68.474903,39.8109,58.3299,68.2512742179
503,68.534655,67.682181,35.7645,52.4947,68.129735,35.9794,52.7791,68.1697869,68.322835,68.426077,36.4736,53.4684,68.2152448923
502,68.52753,67.699639,32.577,47.8483,68.08392357,32.7824,48.0978,68.15779516,68.344634,68.398297,33.2116,48.6959,68.2020457574
501,68.493456,67.691735,29.5141,43.3704,68.05125154,29.7067,43.5987,68.13666463,68.288045,68.381782,30.0962,44.1246,68.2073038622
500,68.434175,67.593801,26.693,39.2321,68.03867241,26.8568,39.4284,68.11536862,68.28326,68.365775,27.2052,39.8913,68.1983289589
499,68.401651,67.566619,24.1301,35.4778,68.01464578,24.2786,35.6576,68.08814951,68.279971,68.324423,24.5971,36.0676,68.1972185563
498,68.413074,67.556253,21.8526,32.1313,68.01032016,21.9811,32.3082,68.03566896,68.225563,68.329767,22.2718,32.6783,68.1547081703
497,68.36654,67.567449,19.8613,29.2131,67.98764938,19.9742,29.3599,68.03224807,68.174268,68.316344,20.2471,29.7209,68.1241146802
496,68.322973,67.557316,18.1339,26.688,67.94776679,18.243,26.8254,68.00644166,68.155722,68.281877,18.4914,27.156,68.0932390632
495,68.297444,67.522942,16.6659,24.5202,67.96804268,16.7609,24.6572,67.97568256,68.163309,68.273484,16.9956,24.9622,68.0853450417
494,68.314068,67.462327,15.414,22.698,67.90906688,15.5117,22.8239,67.96253051,68.162603,68.266348,15.7386,23.1172,68.0817746094
493,68.284361,67.455844,14.3733,21.1831,67.85267501,14.4688,21.2899,67.96086407,68.106222,68.228647,14.6943,21.5825,68.0843275802
492,68.289521,67.436586,13.5171,19.924,67.84330456,13.6067,20.0252,67.94788566,68.091752,68.207771,13.8214,20.3122,68.0448203543
491,68.237324,67.469626,12.8123,18.8946,67.80932118,12.8954,18.9911,67.9023332,68.067675,68.21462,13.1019,19.2718,67.9848275719
490,68.188345,67.409304,12.2426,18.06,67.78848283,12.3237,18.1566,67.87449192,68.062235,68.140195,12.5267,18.4343,67.9532176432
489,68.155686,67.344319,11.8023,17.4027,67.81878674,11.8748,17.4972,67.8668587,68.062457,68.105736,12.0798,17.7811,67.9361794265
488,68.146695,67.321848,11.4651,16.9103,67.79950681,11.531,17.0005,67.82741684,67.992571,68.097429,11.7391,17.2819,67.9271376411
487,68.083288,67.303782,11.2182,16.568,67.71004346,11.2903,16.6481,67.81734853,67.977875,68.042254,11.5039,16.939,67.9136903005
486,68.026018,67.295526,11.0649,16.3605,67.63179609,11.1419,16.4336,67.79950832,67.969498,68.016497,11.3593,16.7437,67.8422331982
485,67.999248,67.221087,11.0216,16.2948,67.63875592,11.0941,16.3696,67.77257844,67.944325,68.010932,11.3167,16.6859,67.8219334888
484,67.972699,67.212146,11.0834,16.3972,67.59324763,11.1562,16.4695,67.73854701,67.897217,67.984328,11.3848,16.7953,67.7856305038
483,67.97928,67.171938,11.3058,16.7395,67.53965172,11.3829,16.811,67.71102254,67.853016,67.96017,11.6275,17.1596,67.7609035176
482,67.93132,67.113265,11.7837,17.4522,67.51985423,11.8629,17.5268,67.68434626,67.792774,67.935474,12.1352,17.9173,67.7289546974
481,67.905988,67.095643,12.526,18.563,67.47831708,12.6085,18.6396,67.64361896,67.738397,67.880286,12.9195,19.0889,67.6806940159
480,67.884802,67.449755,13.4717,19.9584,67.49889771,13.5546,20.0459,67.61781711,68.129499,67.909105,13.8992,20.5485,67.6409470278
479,67.834262,67.965649,14.508,21.4941,67.49759236,14.596,21.5913,67.60130238,68.608493,68.048503,14.9701,22.126,67.6584109193
478,67.790541,67.828614,15.488,22.9636,67.44587086,15.5837,23.0716,67.54494703,68.549531,68.090108,15.9745,23.6228,67.6232284065
477,67.728987,67.668465,16.3858,24.3228,67.36806618,16.4943,24.4259,67.52791095,68.396705,67.997861,16.8945,24.9992,67.5801625652
476,67.708024,67.600181,17.2807,25.6617,67.34043341,17.4029,25.7757,67.51669208,68.313627,67.938418,17.8161,26.3734,67.5532923324
475,67.717865,67.56315,18.2082,27.0482,67.31760339,18.3262,27.1714,67.44665347,68.240488,67.911242,18.7686,27.7902,67.536757562
474,67.669836,67.542748,19.1738,28.5022,67.27129836,19.2946,28.6254,67.40377427,68.186247,67.892643,19.7707,29.2758,67.5325695626
473,67.633323,67.501695,20.1778,30.0114,67.2337845,20.3095,30.1339,67.39751575,68.152498,67.860332,20.8037,30.8266,67.4861969857
472,67.601668,67.434545,21.2083,31.5625,67.19461386,21.3454,31.6844,67.36879979,68.108809,67.817192,21.8627,32.4182,67.4395864052
471,67.527402,67.349489,22.2383,33.1177,67.14928875,22.3869,33.2563,67.3162679,68.04034,67.757579,22.9258,34.0212,67.386805874
470,67.493282,67.299024,23.2578,34.6488,67.12440258,23.4149,34.801,67.282262,67.94932,67.718851,23.9699,35.5886,67.35274779
469,67.47675,67.224944,24.216,36.1062,67.06881367,24.3843,36.2607,67.24718497,67.842603,67.672552,24.9581,37.064,67.3378480466
468,67.416931,67.07909,25.067,37.3971,67.02926163,25.2365,37.5454,67.21595721,67.733733,67.607521,25.8312,38.3625,67.3345063539
467,67.374467,66.922619,25.7417,38.4283,66.98630957,25.9156,38.5799,67.17383923,67.622387,67.532925,26.5117,39.397,67.2937025662
466,67.33407,66.781667,26.1935,39.1208,66.95543036,26.3661,39.2772,67.12825762,67.474341,67.41846,26.9434,40.0808,67.2227101255
465,67.306451,66.625077,26.3638,39.388,66.93358383,26.5363,39.5448,67.10439805,67.303025,67.304261,27.0917,40.3191,67.1932161184
